estado,municipio,pcu,Viviendas_En_Proceso,Viviendas_Terminadas,Total_Competencia_Formal
MICHOACÁN DE OCAMPO,JUÁREZ,FC,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,LA PIEDAD,FC,45.0,0.0,45.0
MICHOACÁN DE OCAMPO,LA PIEDAD,U1,233.0,237.0,470.0
MICHOACÁN DE OCAMPO,LA PIEDAD,U2,2016.0,1560.0,3576.0
MICHOACÁN DE OCAMPO,LA PIEDAD,U3,1283.0,270.0,1553.0
MICHOACÁN DE OCAMPO,LOS REYES,FC,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,LOS REYES,U1,3.0,0.0,3.0
MICHOACÁN DE OCAMPO,LOS REYES,U2,339.0,161.0,500.0
MICHOACÁN DE OCAMPO,LOS REYES,U3,0.0,2.0,2.0
MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,FC,711.0,10.0,721.0
MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,U1,745.0,300.0,1045.0
MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,U2,1448.0,798.0,2246.0
MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,U3,1757.0,201.0,1958.0
MICHOACÁN DE OCAMPO,MARAVATÍO,FC,8.0,0.0,8.0
MICHOACÁN DE OCAMPO,MARAVATÍO,U1,14.0,0.0,14.0
MICHOACÁN DE OCAMPO,MARAVATÍO,U2,23.0,23.0,46.0
MICHOACÁN DE OCAMPO,MARAVATÍO,U3,98.0,25.0,123.0
MICHOACÁN DE OCAMPO,MARCOS CASTELLANOS,FC,46.0,42.0,88.0
MICHOACÁN DE OCAMPO,MORELIA,FC,10509.0,1894.0,12403.0
MICHOACÁN DE OCAMPO,MORELIA,U1,3776.0,1335.0,5111.0
MICHOACÁN DE OCAMPO,MORELIA,U2,9003.0,10953.0,19956.0
MICHOACÁN DE OCAMPO,MORELIA,U3,21384.0,12594.0,33978.0
MICHOACÁN DE OCAMPO,MÚGICA,U2,1.0,1.0,2.0
MICHOACÁN DE OCAMPO,MÚGICA,U3,1.0,1.0,2.0
MICHOACÁN DE OCAMPO,NUMARÁN,FC,237.0,72.0,309.0
MICHOACÁN DE OCAMPO,NUMARÁN,U3,69.0,259.0,328.0
MICHOACÁN DE OCAMPO,PAJACUARÁN,FC,2.0,0.0,2.0
MICHOACÁN DE OCAMPO,PARACHO,U3,2.0,0.0,2.0
MICHOACÁN DE OCAMPO,PURUÁNDIRO,U2,17.0,11.0,28.0
MICHOACÁN DE OCAMPO,PURÉPERO,FC,153.0,14.0,167.0
MICHOACÁN DE OCAMPO,PÁTZCUARO,FC,187.0,69.0,256.0
MICHOACÁN DE OCAMPO,PÁTZCUARO,U1,267.0,95.0,362.0
MICHOACÁN DE OCAMPO,PÁTZCUARO,U2,156.0,58.0,214.0
MICHOACÁN DE OCAMPO,PÁTZCUARO,U3,101.0,102.0,203.0
MICHOACÁN DE OCAMPO,SAHUAYO,FC,105.0,51.0,156.0
MICHOACÁN DE OCAMPO,SAHUAYO,U1,251.0,139.0,390.0
MICHOACÁN DE OCAMPO,SAHUAYO,U2,491.0,589.0,1080.0
MICHOACÁN DE OCAMPO,SAHUAYO,U3,272.0,141.0,413.0
MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,FC,4.0,0.0,4.0
MICHOACÁN DE OCAMPO,TANHUATO,FC,11.0,0.0,11.0
MICHOACÁN DE OCAMPO,TARÍMBARO,FC,4937.0,481.0,5418.0
MICHOACÁN DE OCAMPO,TARÍMBARO,U1,368.0,0.0,368.0
MICHOACÁN DE OCAMPO,TARÍMBARO,U2,650.0,522.0,1172.0
MICHOACÁN DE OCAMPO,TARÍMBARO,U3,4747.0,1847.0,6594.0
MICHOACÁN DE OCAMPO,TINGÜINDÍN,FC,51.0,0.0,51.0
MICHOACÁN DE OCAMPO,URUAPAN,FC,4.0,0.0,4.0
MICHOACÁN DE OCAMPO,URUAPAN,U1,803.0,682.0,1485.0
MICHOACÁN DE OCAMPO,URUAPAN,U2,2189.0,518.0,2707.0
MICHOACÁN DE OCAMPO,URUAPAN,U3,704.0,56.0,760.0
MICHOACÁN DE OCAMPO,VISTA HERMOSA,FC,291.0,224.0,515.0
MICHOACÁN DE OCAMPO,YURÉCUARO,U2,53.0,36.0,89.0
MICHOACÁN DE OCAMPO,YURÉCUARO,U3,18.0,0.0,18.0
MICHOACÁN DE OCAMPO,ZACAPU,FC,135.0,7.0,142.0
MICHOACÁN DE OCAMPO,ZACAPU,ND,7.0,0.0,7.0
MICHOACÁN DE OCAMPO,ZACAPU,U1,11.0,6.0,17.0
MICHOACÁN DE OCAMPO,ZACAPU,U2,314.0,198.0,512.0
MICHOACÁN DE OCAMPO,ZACAPU,U3,124.0,0.0,124.0
MICHOACÁN DE OCAMPO,ZAMORA,FC,2225.0,435.0,2660.0
MICHOACÁN DE OCAMPO,ZAMORA,U1,439.0,141.0,580.0
MICHOACÁN DE OCAMPO,ZAMORA,U2,2255.0,1755.0,4010.0
MICHOACÁN DE OCAMPO,ZAMORA,U3,5894.0,2986.0,8880.0
MICHOACÁN DE OCAMPO,ZINAPÉCUARO,FC,0.0,1.0,1.0
MICHOACÁN DE OCAMPO,ZINAPÉCUARO,U1,11.0,0.0,11.0
MICHOACÁN DE OCAMPO,ZINAPÉCUARO,U2,2.0,3.0,5.0
MICHOACÁN DE OCAMPO,ZINAPÉCUARO,U3,60.0,22.0,82.0
MICHOACÁN DE OCAMPO,ZITÁCUARO,FC,2.0,1.0,3.0
MICHOACÁN DE OCAMPO,ZITÁCUARO,U1,11.0,5.0,16.0
MICHOACÁN DE OCAMPO,ZITÁCUARO,U2,304.0,61.0,365.0
MICHOACÁN DE OCAMPO,ZITÁCUARO,U3,15.0,8.0,23.0
MORELOS,ATLATLAHUCAN,FC,67.0,1.0,68.0
MORELOS,ATLATLAHUCAN,U2,4.0,1.0,5.0
MORELOS,ATLATLAHUCAN,U3,2.0,0.0,2.0
MORELOS,AYALA,FC,5102.0,2323.0,7425.0
MORELOS,AYALA,U2,65.0,1184.0,1249.0
MORELOS,AYALA,U3,2008.0,336.0,2344.0
MORELOS,CUAUTLA,U1,592.0,13.0,605.0
MORELOS,CUAUTLA,U2,207.0,36.0,243.0
MORELOS,CUAUTLA,U3,23.0,3.0,26.0
MORELOS,CUERNAVACA,FC,4.0,0.0,4.0
MORELOS,CUERNAVACA,U1,1037.0,179.0,1216.0
MORELOS,CUERNAVACA,U2,901.0,43.0,944.0
MORELOS,CUERNAVACA,U3,194.0,39.0,233.0
MORELOS,EMILIANO ZAPATA,U1,1672.0,991.0,2663.0
MORELOS,EMILIANO ZAPATA,U2,3745.0,1287.0,5032.0
MORELOS,EMILIANO ZAPATA,U3,6308.0,1423.0,7731.0
MORELOS,HUITZILAC,FC,1.0,0.0,1.0
MORELOS,JIUTEPEC,FC,94.0,1.0,95.0
MORELOS,JIUTEPEC,U1,886.0,346.0,1232.0
MORELOS,JIUTEPEC,U2,655.0,153.0,808.0
MORELOS,JOJUTLA,FC,3666.0,1286.0,4952.0
MORELOS,JOJUTLA,U1,54.0,0.0,54.0
MORELOS,JOJUTLA,U2,197.0,0.0,197.0
MORELOS,JOJUTLA,U3,207.0,194.0,401.0
MORELOS,MIACATLÁN,U2,8.0,0.0,8.0
MORELOS,TEMIXCO,FC,125.0,0.0,125.0
MORELOS,TEMIXCO,U1,36.0,10.0,46.0
MORELOS,TEMIXCO,U2,2291.0,1031.0,3322.0
MORELOS,TEMIXCO,U3,3442.0,697.0,4139.0
MORELOS,TLALTIZAPÁN DE ZAPATA,FC,1611.0,571.0,2182.0
MORELOS,TLAYACAPAN,FC,2299.0,1222.0,3521.0
MORELOS,TLAYACAPAN,U1,255.0,63.0,318.0
MORELOS,TLAYACAPAN,U2,3.0,1.0,4.0
MORELOS,TLAYACAPAN,U3,35.0,0.0,35.0
MORELOS,XOCHITEPEC,FC,7893.0,2404.0,10297.0
MORELOS,XOCHITEPEC,U1,2.0,0.0,2.0
MORELOS,XOCHITEPEC,U2,1340.0,224.0,1564.0
MORELOS,XOCHITEPEC,U3,2067.0,732.0,2799.0
MORELOS,YAUTEPEC,FC,1658.0,701.0,2359.0
MORELOS,YAUTEPEC,U1,303.0,95.0,398.0
MORELOS,YAUTEPEC,U2,4007.0,832.0,4839.0
MORELOS,YAUTEPEC,U3,1330.0,485.0,1815.0
MORELOS,YECAPIXTLA,FC,6350.0,2860.0,9210.0
MORELOS,YECAPIXTLA,U1,60.0,0.0,60.0
MORELOS,YECAPIXTLA,U2,57.0,492.0,549.0
MORELOS,YECAPIXTLA,U3,1491.0,716.0,2207.0
MORELOS,ZACATEPEC,FC,222.0,95.0,317.0
MÉXICO,ACOLMAN,FC,4.0,0.0,4.0
MÉXICO,ACOLMAN,U3,2939.0,823.0,3762.0
MÉXICO,ALMOLOYA DE JUÁREZ,FC,1096.0,217.0,1313.0
MÉXICO,ALMOLOYA DE JUÁREZ,U2,319.0,345.0,664.0
MÉXICO,ALMOLOYA DE JUÁREZ,U3,2146.0,730.0,2876.0
MÉXICO,ATIZAPÁN,FC,38.0,0.0,38.0
MÉXICO,ATIZAPÁN,U3,4.0,0.0,4.0
MÉXICO,ATIZAPÁN DE ZARAGOZA,U1,469.0,5.0,474.0
MÉXICO,ATIZAPÁN DE ZARAGOZA,U2,1108.0,34.0,1142.0
MÉXICO,ATIZAPÁN DE ZARAGOZA,U3,4.0,0.0,4.0
MÉXICO,ATLACOMULCO,FC,1144.0,113.0,1257.0
MÉXICO,ATLACOMULCO,U1,260.0,18.0,278.0
MÉXICO,ATLACOMULCO,U2,279.0,0.0,279.0
MÉXICO,ATLACOMULCO,U3,3698.0,0.0,3698.0
MÉXICO,CALIMAYA,FC,2606.0,200.0,2806.0
MÉXICO,CALIMAYA,U3,4041.0,551.0,4592.0
MÉXICO,CAPULHUAC,U3,23.0,6.0,29.0
MÉXICO,CHALCO,FC,783.0,0.0,783.0
MÉXICO,CHALCO,U1,9.0,0.0,9.0
MÉXICO,CHALCO,U2,3131.0,3432.0,6563.0
MÉXICO,CHALCO,U3,21525.0,6925.0,28450.0
MÉXICO,CHAPULTEPEC,FC,264.0,0.0,264.0
MÉXICO,CHIAUTLA,U2,4.0,0.0,4.0
MÉXICO,CHICOLOAPAN,U2,1218.0,361.0,1579.0
MÉXICO,CHIMALHUACÁN,U2,16.0,0.0,16.0
MÉXICO,COACALCO DE BERRIOZÁBAL,U1,1301.0,186.0,1487.0
MÉXICO,COACALCO DE BERRIOZÁBAL,U2,5308.0,2203.0,7511.0
MÉXICO,CUAUTITLÁN,U1,80.0,0.0,80.0
MÉXICO,CUAUTITLÁN,U2,3086.0,48.0,3134.0
MÉXICO,CUAUTITLÁN,U3,8629.0,3602.0,12231.0
MÉXICO,CUAUTITLÁN IZCALLI,U1,2.0,1.0,3.0
MÉXICO,CUAUTITLÁN IZCALLI,U2,1025.0,182.0,1207.0
MÉXICO,CUAUTITLÁN IZCALLI,U3,52.0,0.0,52.0
MÉXICO,ECATEPEC DE MORELOS,U1,3426.0,1825.0,5251.0
MÉXICO,ECATEPEC DE MORELOS,U2,396.0,81.0,477.0
MÉXICO,ECATEPEC DE MORELOS,U3,243.0,5.0,248.0
MÉXICO,HUEHUETOCA,FC,4.0,652.0,656.0
MÉXICO,HUEHUETOCA,U1,526.0,607.0,1133.0
MÉXICO,HUEHUETOCA,U2,948.0,5041.0,5989.0
MÉXICO,HUEHUETOCA,U3,22792.0,8543.0,31335.0
MÉXICO,HUIXQUILUCAN,U1,4.0,0.0,4.0
MÉXICO,HUIXQUILUCAN,U2,1623.0,490.0,2113.0
MÉXICO,IXTAPALUCA,FC,3606.0,1229.0,4835.0
MÉXICO,IXTAPALUCA,U2,465.0,140.0,605.0
MÉXICO,IXTAPALUCA,U3,45.0,0.0,45.0
MÉXICO,IXTLAHUACA,U1,1.0,0.0,1.0
MÉXICO,IXTLAHUACA,U2,3.0,0.0,3.0
MÉXICO,JALTENCO,U2,8.0,0.0,8.0
MÉXICO,JILOTEPEC,FC,581.0,76.0,657.0
MÉXICO,LA PAZ,U1,65.0,41.0,106.0
MÉXICO,LA PAZ,U2,697.0,111.0,808.0
MÉXICO,LERMA,U1,1226.0,37.0,1263.0
MÉXICO,LERMA,U2,2311.0,555.0,2866.0
MÉXICO,LERMA,U3,1263.0,670.0,1933.0
MÉXICO,MELCHOR OCAMPO,U2,0.0,4.0,4.0
MÉXICO,MELCHOR OCAMPO,U3,3022.0,1618.0,4640.0
MÉXICO,METEPEC,U1,34.0,0.0,34.0
MÉXICO,METEPEC,U2,7.0,0.0,7.0
MÉXICO,METEPEC,U3,137.0,0.0,137.0
MÉXICO,MEXICALTZINGO,U3,60.0,0.0,60.0
MÉXICO,NAUCALPAN DE JUÁREZ,U1,63.0,0.0,63.0
MÉXICO,NAUCALPAN DE JUÁREZ,U2,4.0,0.0,4.0
MÉXICO,NEXTLALPAN,FC,804.0,0.0,804.0
MÉXICO,NEXTLALPAN,U2,19.0,3397.0,3416.0
MÉXICO,NEXTLALPAN,U3,3998.0,2075.0,6073.0
MÉXICO,NEZAHUALCÓYOTL,U1,16.0,0.0,16.0
MÉXICO,NEZAHUALCÓYOTL,U2,60.0,19.0,79.0
MÉXICO,NICOLÁS ROMERO,FC,204.0,0.0,204.0
MÉXICO,NICOLÁS ROMERO,U2,1938.0,421.0,2359.0
MÉXICO,NICOLÁS ROMERO,U3,314.0,0.0,314.0
MÉXICO,OCOYOACAC,FC,1.0,1.0,2.0
MÉXICO,OCOYOACAC,U3,609.0,13.0,622.0
MÉXICO,OTZOLOTEPEC,FC,6650.0,4249.0,10899.0
MÉXICO,OTZOLOTEPEC,U1,20.0,0.0,20.0
MÉXICO,OTZOLOTEPEC,U3,44.0,9.0,53.0
MÉXICO,SAN ANTONIO LA ISLA,U1,576.0,0.0,576.0
MÉXICO,SAN ANTONIO LA ISLA,U2,541.0,0.0,541.0
MÉXICO,SAN MARTÍN DE LAS PIRÁMIDES,U1,8.0,0.0,8.0
MÉXICO,SAN MARTÍN DE LAS PIRÁMIDES,U3,1.0,1.0,2.0
MÉXICO,SAN MATEO ATENCO,U1,3.0,0.0,3.0
MÉXICO,SAN MATEO ATENCO,U2,32.0,2.0,34.0
MÉXICO,SOYANIQUILPAN DE JUÁREZ,FC,80.0,28.0,108.0
MÉXICO,TECÁMAC,FC,1938.0,1048.0,2986.0
MÉXICO,TECÁMAC,U1,5466.0,2087.0,7553.0
MÉXICO,TECÁMAC,U2,28780.0,15157.0,43937.0
MÉXICO,TECÁMAC,U3,34328.0,10847.0,45175.0
MÉXICO,TEMASCALAPA,U3,898.0,293.0,1191.0
MÉXICO,TEMOAYA,FC,2248.0,789.0,3037.0
MÉXICO,TEMOAYA,U1,1.0,0.0,1.0
MÉXICO,TEMOAYA,U2,59.0,0.0,59.0
MÉXICO,TEMOAYA,U3,3.0,0.0,3.0
MÉXICO,TENANCINGO,U1,0.0,7.0,7.0
MÉXICO,TENANGO DEL VALLE,FC,4.0,0.0,4.0
MÉXICO,TENANGO DEL VALLE,U3,8.0,0.0,8.0
MÉXICO,TEXCOCO,FC,28.0,0.0,28.0
MÉXICO,TEXCOCO,U1,35.0,142.0,177.0
MÉXICO,TEXCOCO,U2,827.0,773.0,1600.0
MÉXICO,TEXCOCO,U3,87.0,0.0,87.0
MÉXICO,TIANGUISTENCO,FC,514.0,344.0,858.0
MÉXICO,TIANGUISTENCO,U3,4709.0,2713.0,7422.0
MÉXICO,TLALMANALCO,U3,1745.0,729.0,2474.0
MÉXICO,TLALNEPANTLA DE BAZ,U1,2033.0,427.0,2460.0
MÉXICO,TLALNEPANTLA DE BAZ,U2,1176.0,395.0,1571.0
MÉXICO,TLALNEPANTLA DE BAZ,U3,1.0,0.0,1.0
MÉXICO,TOLUCA,FC,4547.0,357.0,4904.0
MÉXICO,TOLUCA,U1,2163.0,784.0,2947.0
MÉXICO,TOLUCA,U2,2183.0,44.0,2227.0
MÉXICO,TOLUCA,U3,4386.0,1803.0,6189.0
MÉXICO,TONANITLA,U2,306.0,639.0,945.0
MÉXICO,TONANITLA,U3,2394.0,730.0,3124.0
MÉXICO,TULTEPEC,U1,21.0,6.0,27.0
MÉXICO,TULTEPEC,U2,1428.0,905.0,2333.0
MÉXICO,TULTITLÁN,U2,492.0,36.0,528.0
MÉXICO,VALLE DE CHALCO SOLIDARIDAD,U2,99.0,0.0,99.0
MÉXICO,XONACATLÁN,U2,2.0,0.0,2.0
MÉXICO,XONACATLÁN,U3,1566.0,964.0,2530.0
MÉXICO,ZINACANTEPEC,FC,117.0,39.0,156.0
MÉXICO,ZINACANTEPEC,U2,1179.0,205.0,1384.0
MÉXICO,ZINACANTEPEC,U3,5464.0,2142.0,7606.0
MÉXICO,ZUMPANGO,FC,5087.0,5458.0,10545.0
MÉXICO,ZUMPANGO,U2,5963.0,8518.0,14481.0
MÉXICO,ZUMPANGO,U3,27997.0,18813.0,46810.0
NAYARIT,ACAPONETA,U1,2.0,0.0,2.0
NAYARIT,AHUACATLÁN,FC,25.0,0.0,25.0
NAYARIT,BAHÍA DE BANDERAS,FC,4803.0,1747.0,6550.0
NAYARIT,BAHÍA DE BANDERAS,U1,549.0,243.0,792.0
NAYARIT,BAHÍA DE BANDERAS,U2,4621.0,4012.0,8633.0
NAYARIT,BAHÍA DE BANDERAS,U3,17840.0,5480.0,23320.0
NAYARIT,COMPOSTELA,FC,51.0,1.0,52.0
NAYARIT,COMPOSTELA,U1,62.0,18.0,80.0
NAYARIT,COMPOSTELA,U2,64.0,42.0,106.0
NAYARIT,COMPOSTELA,U3,53.0,20.0,73.0
NAYARIT,IXTLÁN DEL RÍO,U2,2.0,0.0,2.0
NAYARIT,IXTLÁN DEL RÍO,U3,122.0,65.0,187.0
NAYARIT,SANTA MARÍA DEL ORO,FC,175.0,23.0,198.0
NAYARIT,SANTIAGO IXCUINTLA,FC,32.0,19.0,51.0
NAYARIT,SANTIAGO IXCUINTLA,U1,10.0,2.0,12.0
NAYARIT,SANTIAGO IXCUINTLA,U3,239.0,133.0,372.0
NAYARIT,TEPIC,FC,657.0,13.0,670.0
NAYARIT,TEPIC,U1,328.0,65.0,393.0
NAYARIT,TEPIC,U2,3606.0,2839.0,6445.0
NAYARIT,TEPIC,U3,5383.0,1094.0,6477.0
NAYARIT,TUXPAN,U2,2.0,1.0,3.0
NAYARIT,TUXPAN,U3,3.0,1.0,4.0
NAYARIT,XALISCO,FC,126.0,3.0,129.0
NAYARIT,XALISCO,U1,167.0,56.0,223.0
NAYARIT,XALISCO,U2,2236.0,535.0,2771.0
NAYARIT,XALISCO,U3,711.0,256.0,967.0
NUEVO LEÓN,ALLENDE,FC,113.0,1.0,114.0
NUEVO LEÓN,ALLENDE,U2,618.0,395.0,1013.0
NUEVO LEÓN,ALLENDE,U3,68.0,0.0,68.0
NUEVO LEÓN,ANÁHUAC,U3,397.0,208.0,605.0
NUEVO LEÓN,APODACA,FC,6569.0,3628.0,10197.0
NUEVO LEÓN,APODACA,ND,7.0,0.0,7.0
NUEVO LEÓN,APODACA,U1,10109.0,3631.0,13740.0
NUEVO LEÓN,APODACA,U2,23213.0,6812.0,30025.0
NUEVO LEÓN,APODACA,U3,29063.0,11295.0,40358.0
NUEVO LEÓN,CADEREYTA JIMÉNEZ,FC,5460.0,6869.0,12329.0
NUEVO LEÓN,CADEREYTA JIMÉNEZ,U1,100.0,24.0,124.0
NUEVO LEÓN,CADEREYTA JIMÉNEZ,U2,4168.0,1771.0,5939.0
NUEVO LEÓN,CADEREYTA JIMÉNEZ,U3,6375.0,3402.0,9777.0
NUEVO LEÓN,CERRALVO,FC,214.0,40.0,254.0
NUEVO LEÓN,CIÉNEGA DE FLORES,FC,3874.0,1619.0,5493.0
NUEVO LEÓN,CIÉNEGA DE FLORES,ND,1.0,0.0,1.0
NUEVO LEÓN,CIÉNEGA DE FLORES,U1,121.0,9.0,130.0
NUEVO LEÓN,CIÉNEGA DE FLORES,U2,4563.0,7433.0,11996.0
NUEVO LEÓN,CIÉNEGA DE FLORES,U3,15579.0,5602.0,21181.0
NUEVO LEÓN,DOCTOR GONZÁLEZ,FC,8.0,0.0,8.0
NUEVO LEÓN,EL CARMEN,FC,1831.0,1463.0,3294.0
NUEVO LEÓN,EL CARMEN,U2,3583.0,12149.0,15732.0
NUEVO LEÓN,EL CARMEN,U3,24903.0,12849.0,37752.0
NUEVO LEÓN,GARCÍA,FC,11027.0,2881.0,13908.0
NUEVO LEÓN,GARCÍA,U1,3073.0,1818.0,4891.0
NUEVO LEÓN,GARCÍA,U2,14878.0,24877.0,39755.0
NUEVO LEÓN,GARCÍA,U3,61430.0,34536.0,95966.0
NUEVO LEÓN,GENERAL ESCOBEDO,FC,11260.0,5098.0,16358.0
NUEVO LEÓN,GENERAL ESCOBEDO,U1,3870.0,1932.0,5802.0
NUEVO LEÓN,GENERAL ESCOBEDO,U2,12819.0,8545.0,21364.0
NUEVO LEÓN,GENERAL ESCOBEDO,U3,17458.0,6219.0,23677.0
NUEVO LEÓN,GENERAL TERÁN,FC,171.0,28.0,199.0
NUEVO LEÓN,GENERAL ZUAZUA,FC,11064.0,14364.0,25428.0
NUEVO LEÓN,GENERAL ZUAZUA,U2,100.0,1.0,101.0
NUEVO LEÓN,GENERAL ZUAZUA,U3,671.0,140.0,811.0
NUEVO LEÓN,GUADALUPE,FC,40.0,0.0,40.0
NUEVO LEÓN,GUADALUPE,U1,3955.0,1366.0,5321.0
NUEVO LEÓN,GUADALUPE,U2,3747.0,807.0,4554.0
NUEVO LEÓN,GUADALUPE,U3,6235.0,2420.0,8655.0
NUEVO LEÓN,HUALAHUISES,FC,4.0,0.0,4.0
NUEVO LEÓN,JUÁREZ,FC,12021.0,2487.0,14508.0
NUEVO LEÓN,JUÁREZ,U1,6598.0,3948.0,10546.0
NUEVO LEÓN,JUÁREZ,U2,24893.0,32302.0,57195.0
NUEVO LEÓN,JUÁREZ,U3,64007.0,40067.0,104074.0
NUEVO LEÓN,LINARES,FC,203.0,0.0,203.0
NUEVO LEÓN,LINARES,U1,80.0,0.0,80.0
NUEVO LEÓN,LINARES,U2,799.0,809.0,1608.0
NUEVO LEÓN,LINARES,U3,616.0,367.0,983.0
NUEVO LEÓN,MONTEMORELOS,FC,171.0,0.0,171.0
NUEVO LEÓN,MONTEMORELOS,U1,234.0,32.0,266.0
NUEVO LEÓN,MONTEMORELOS,U2,589.0,902.0,1491.0
NUEVO LEÓN,MONTEMORELOS,U3,2869.0,816.0,3685.0
NUEVO LEÓN,MONTERREY,FC,363.0,0.0,363.0
NUEVO LEÓN,MONTERREY,U1,2256.0,2.0,2258.0
NUEVO LEÓN,MONTERREY,U2,2790.0,583.0,3373.0
NUEVO LEÓN,MONTERREY,U3,774.0,24.0,798.0
NUEVO LEÓN,PESQUERÍA,FC,26141.0,6915.0,33056.0
NUEVO LEÓN,PESQUERÍA,ND,14.0,0.0,14.0
NUEVO LEÓN,PESQUERÍA,U2,1694.0,11657.0,13351.0
NUEVO LEÓN,PESQUERÍA,U3,14562.0,6707.0,21269.0
NUEVO LEÓN,SABINAS HIDALGO,FC,352.0,3.0,355.0
NUEVO LEÓN,SABINAS HIDALGO,U1,43.0,42.0,85.0
NUEVO LEÓN,SABINAS HIDALGO,U2,158.0,190.0,348.0
NUEVO LEÓN,SABINAS HIDALGO,U3,459.0,166.0,625.0
NUEVO LEÓN,SALINAS VICTORIA,FC,10223.0,3185.0,13408.0
NUEVO LEÓN,SALINAS VICTORIA,U1,1937.0,628.0,2565.0
NUEVO LEÓN,SALINAS VICTORIA,U2,2345.0,5923.0,8268.0
NUEVO LEÓN,SALINAS VICTORIA,U3,20599.0,9228.0,29827.0
NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,U1,337.0,6.0,343.0
NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,U2,793.0,33.0,826.0
NUEVO LEÓN,SANTA CATARINA,FC,492.0,0.0,492.0
NUEVO LEÓN,SANTA CATARINA,U1,238.0,56.0,294.0
NUEVO LEÓN,SANTA CATARINA,U2,7533.0,3548.0,11081.0
NUEVO LEÓN,SANTA CATARINA,U3,1550.0,358.0,1908.0
NUEVO LEÓN,SANTIAGO,U3,55.0,11.0,66.0
OAXACA,CIUDAD IXTEPEC,U2,183.0,49.0,232.0
OAXACA,CUILÁPAM DE GUERRERO,FC,518.0,205.0,723.0
OAXACA,GUADALUPE ETLA,FC,12.0,10.0,22.0
OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,FC,614.0,80.0,694.0
OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,U1,28.0,14.0,42.0
OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,U2,126.0,63.0,189.0
OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,U3,208.0,62.0,270.0
OAXACA,JUCHITÁN DE ZARAGOZA,U1,100.0,0.0,100.0
OAXACA,OAXACA DE JUÁREZ,FC,163.0,0.0,163.0
OAXACA,OAXACA DE JUÁREZ,U1,613.0,263.0,876.0
OAXACA,OAXACA DE JUÁREZ,U2,620.0,81.0,701.0
OAXACA,OAXACA DE JUÁREZ,U3,7.0,1.0,8.0
OAXACA,REYES ETLA,FC,4.0,0.0,4.0
OAXACA,SALINA CRUZ,FC,160.0,0.0,160.0
OAXACA,SALINA CRUZ,U1,78.0,4.0,82.0
OAXACA,SALINA CRUZ,U2,77.0,0.0,77.0
OAXACA,SALINA CRUZ,U3,108.0,1.0,109.0
OAXACA,SAN AGUSTÍN DE LAS JUNTAS,U1,1.0,2.0,3.0
OAXACA,SAN ANDRÉS HUAYÁPAM,U2,14.0,0.0,14.0
OAXACA,SAN ANTONIO DE LA CAL,U3,2.0,2.0,4.0
OAXACA,SAN FRANCISCO LACHIGOLÓ,FC,20.0,2.0,22.0
OAXACA,SAN JACINTO AMILPAS,U1,259.0,95.0,354.0
OAXACA,SAN JACINTO AMILPAS,U2,294.0,23.0,317.0
OAXACA,SAN JUAN BAUTISTA TUXTEPEC,FC,4.0,0.0,4.0
OAXACA,SAN JUAN BAUTISTA TUXTEPEC,U2,693.0,183.0,876.0
OAXACA,SAN JUAN BAUTISTA TUXTEPEC,U3,833.0,140.0,973.0
OAXACA,SAN LORENZO CACAOTEPEC,U1,2.0,0.0,2.0
OAXACA,SAN PEDRO IXTLAHUACA,FC,4.0,4.0,8.0
OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,FC,90.0,3.0,93.0
OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,U2,6.0,0.0,6.0
OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,U3,4.0,0.0,4.0
OAXACA,SAN RAYMUNDO JALPAN,U3,9.0,6.0,15.0
OAXACA,SAN SEBASTIÁN TUTLA,U1,0.0,2.0,2.0
OAXACA,SANTA CRUZ XOXOCOTLÁN,FC,41.0,3.0,44.0
OAXACA,SANTA CRUZ XOXOCOTLÁN,U1,156.0,68.0,224.0
OAXACA,SANTA CRUZ XOXOCOTLÁN,U2,963.0,743.0,1706.0
OAXACA,SANTA CRUZ XOXOCOTLÁN,U3,3309.0,802.0,4111.0
OAXACA,SANTA LUCÍA DEL CAMINO,U1,3.0,1.0,4.0
OAXACA,SANTA LUCÍA DEL CAMINO,U2,4.0,1.0,5.0
OAXACA,SANTA MARÍA ATZOMPA,FC,1694.0,420.0,2114.0
OAXACA,SANTA MARÍA ATZOMPA,U1,98.0,37.0,135.0
OAXACA,SANTA MARÍA ATZOMPA,U2,48.0,6.0,54.0
OAXACA,SANTA MARÍA ATZOMPA,U3,1703.0,263.0,1966.0
