estado,municipio,pcu,Viviendas_En_Proceso,Viviendas_Terminadas,Total_Competencia_Formal
AGUASCALIENTES,AGUASCALIENTES,FC,1604.0,216.0,1820.0
AGUASCALIENTES,AGUASCALIENTES,U1,4025.0,2130.0,6155.0
AGUASCALIENTES,AGUASCALIENTES,U2,23692.0,18647.0,42339.0
AGUASCALIENTES,AGUASCALIENTES,U3,48895.0,23889.0,72784.0
AGUASCALIENTES,CALVILLO,FC,217.0,14.0,231.0
AGUASCALIENTES,CALVILLO,U1,4.0,5.0,9.0
AGUASCALIENTES,CALVILLO,U2,179.0,6.0,185.0
AGUASCALIENTES,CALVILLO,U3,191.0,37.0,228.0
AGUASCALIENTES,COSÍO,FC,146.0,45.0,191.0
AGUASCALIENTES,EL LLANO,FC,4.0,4.0,8.0
AGUASCALIENTES,JESÚS MARÍA,FC,1985.0,385.0,2370.0
AGUASCALIENTES,JESÚS MARÍA,U1,824.0,274.0,1098.0
AGUASCALIENTES,JESÚS MARÍA,U2,2795.0,1016.0,3811.0
AGUASCALIENTES,JESÚS MARÍA,U3,7134.0,2322.0,9456.0
AGUASCALIENTES,PABELLÓN DE ARTEAGA,FC,60.0,0.0,60.0
AGUASCALIENTES,PABELLÓN DE ARTEAGA,U1,274.0,153.0,427.0
AGUASCALIENTES,PABELLÓN DE ARTEAGA,U2,234.0,215.0,449.0
AGUASCALIENTES,PABELLÓN DE ARTEAGA,U3,475.0,339.0,814.0
AGUASCALIENTES,RINCÓN DE ROMOS,FC,30.0,0.0,30.0
AGUASCALIENTES,RINCÓN DE ROMOS,U1,165.0,77.0,242.0
AGUASCALIENTES,RINCÓN DE ROMOS,U2,659.0,682.0,1341.0
AGUASCALIENTES,RINCÓN DE ROMOS,U3,503.0,41.0,544.0
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,FC,2592.0,1025.0,3617.0
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,U1,623.0,191.0,814.0
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,U2,721.0,1569.0,2290.0
AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,U3,6138.0,3093.0,9231.0
BAJA CALIFORNIA,ENSENADA,FC,1028.0,24.0,1052.0
BAJA CALIFORNIA,ENSENADA,U1,109.0,35.0,144.0
BAJA CALIFORNIA,ENSENADA,U2,3026.0,361.0,3387.0
BAJA CALIFORNIA,ENSENADA,U3,5230.0,1468.0,6698.0
BAJA CALIFORNIA,MEXICALI,FC,3917.0,201.0,4118.0
BAJA CALIFORNIA,MEXICALI,ND,6.0,0.0,6.0
BAJA CALIFORNIA,MEXICALI,U1,5579.0,2477.0,8056.0
BAJA CALIFORNIA,MEXICALI,U2,12801.0,7240.0,20041.0
BAJA CALIFORNIA,MEXICALI,U3,18148.0,10818.0,28966.0
BAJA CALIFORNIA,PLAYAS DE ROSARITO,FC,3463.0,1849.0,5312.0
BAJA CALIFORNIA,PLAYAS DE ROSARITO,U1,5.0,0.0,5.0
BAJA CALIFORNIA,PLAYAS DE ROSARITO,U2,144.0,0.0,144.0
BAJA CALIFORNIA,PLAYAS DE ROSARITO,U3,230.0,178.0,408.0
BAJA CALIFORNIA,SAN QUINTÍN,FC,15.0,1.0,16.0
BAJA CALIFORNIA,TECATE,FC,148.0,50.0,198.0
BAJA CALIFORNIA,TECATE,U1,7.0,7.0,14.0
BAJA CALIFORNIA,TECATE,U2,85.0,0.0,85.0
BAJA CALIFORNIA,TECATE,U3,180.0,10.0,190.0
BAJA CALIFORNIA,TIJUANA,FC,21989.0,15307.0,37296.0
BAJA CALIFORNIA,TIJUANA,ND,1.0,0.0,1.0
BAJA CALIFORNIA,TIJUANA,U1,7237.0,1593.0,8830.0
BAJA CALIFORNIA,TIJUANA,U2,11648.0,8489.0,20137.0
BAJA CALIFORNIA,TIJUANA,U3,32616.0,13967.0,46583.0
BAJA CALIFORNIA SUR,COMONDÚ,FC,32.0,2.0,34.0
BAJA CALIFORNIA SUR,COMONDÚ,U1,64.0,30.0,94.0
BAJA CALIFORNIA SUR,COMONDÚ,U2,434.0,189.0,623.0
BAJA CALIFORNIA SUR,COMONDÚ,U3,278.0,125.0,403.0
BAJA CALIFORNIA SUR,LA PAZ,FC,3587.0,440.0,4027.0
BAJA CALIFORNIA SUR,LA PAZ,ND,2.0,0.0,2.0
BAJA CALIFORNIA SUR,LA PAZ,U1,576.0,147.0,723.0
BAJA CALIFORNIA SUR,LA PAZ,U2,3057.0,4546.0,7603.0
BAJA CALIFORNIA SUR,LA PAZ,U3,14275.0,4487.0,18762.0
BAJA CALIFORNIA SUR,LORETO,FC,19.0,11.0,30.0
BAJA CALIFORNIA SUR,LORETO,U1,0.0,1.0,1.0
BAJA CALIFORNIA SUR,LORETO,U2,16.0,9.0,25.0
BAJA CALIFORNIA SUR,LORETO,U3,29.0,23.0,52.0
BAJA CALIFORNIA SUR,LOS CABOS,FC,727.0,61.0,788.0
BAJA CALIFORNIA SUR,LOS CABOS,ND,22.0,0.0,22.0
BAJA CALIFORNIA SUR,LOS CABOS,U1,921.0,274.0,1195.0
BAJA CALIFORNIA SUR,LOS CABOS,U2,4072.0,1946.0,6018.0
BAJA CALIFORNIA SUR,LOS CABOS,U3,6759.0,2508.0,9267.0
BAJA CALIFORNIA SUR,MULEGÉ,FC,376.0,191.0,567.0
BAJA CALIFORNIA SUR,MULEGÉ,U2,8.0,3.0,11.0
BAJA CALIFORNIA SUR,MULEGÉ,U3,34.0,44.0,78.0
CAMPECHE,CALKINÍ,FC,60.0,28.0,88.0
CAMPECHE,CALKINÍ,U1,30.0,0.0,30.0
CAMPECHE,CALKINÍ,U3,25.0,35.0,60.0
CAMPECHE,CAMPECHE,FC,23.0,0.0,23.0
CAMPECHE,CAMPECHE,U1,137.0,6.0,143.0
CAMPECHE,CAMPECHE,U2,4654.0,1566.0,6220.0
CAMPECHE,CAMPECHE,U3,1278.0,170.0,1448.0
CAMPECHE,CARMEN,FC,602.0,88.0,690.0
CAMPECHE,CARMEN,U1,302.0,160.0,462.0
CAMPECHE,CARMEN,U2,6067.0,225.0,6292.0
CAMPECHE,CHAMPOTÓN,FC,50.0,9.0,59.0
CAMPECHE,CHAMPOTÓN,U1,6.0,0.0,6.0
CAMPECHE,HECELCHAKÁN,FC,28.0,2.0,30.0
CAMPECHE,SEYBAPLAYA,FC,30.0,14.0,44.0
CAMPECHE,TENABO,FC,46.0,30.0,76.0
CHIAPAS,ARRIAGA,U1,26.0,19.0,45.0
CHIAPAS,ARRIAGA,U2,44.0,15.0,59.0
CHIAPAS,BERRIOZÁBAL,FC,3044.0,1140.0,4184.0
CHIAPAS,BERRIOZÁBAL,U1,36.0,13.0,49.0
CHIAPAS,BERRIOZÁBAL,U2,56.0,617.0,673.0
CHIAPAS,BERRIOZÁBAL,U3,1885.0,338.0,2223.0
CHIAPAS,CACAHOATÁN,U2,2.0,1.0,3.0
CHIAPAS,CHIAPA DE CORZO,FC,2597.0,841.0,3438.0
CHIAPAS,CHIAPA DE CORZO,U1,72.0,0.0,72.0
CHIAPAS,CHIAPA DE CORZO,U2,1238.0,73.0,1311.0
CHIAPAS,CHIAPA DE CORZO,U3,236.0,133.0,369.0
CHIAPAS,CINTALAPA DE FIGUEROA,U1,61.0,9.0,70.0
CHIAPAS,CINTALAPA DE FIGUEROA,U2,10.0,5.0,15.0
CHIAPAS,CINTALAPA DE FIGUEROA,U3,9.0,6.0,15.0
CHIAPAS,COMITÁN DE DOMÍNGUEZ,FC,446.0,0.0,446.0
CHIAPAS,COMITÁN DE DOMÍNGUEZ,U1,1.0,1.0,2.0
CHIAPAS,COMITÁN DE DOMÍNGUEZ,U2,1221.0,537.0,1758.0
CHIAPAS,COMITÁN DE DOMÍNGUEZ,U3,1099.0,373.0,1472.0
CHIAPAS,ESCUINTLA,FC,3.0,6.0,9.0
CHIAPAS,HUEHUETÁN,FC,484.0,22.0,506.0
CHIAPAS,HUIXTLA,FC,83.0,0.0,83.0
CHIAPAS,HUIXTLA,ND,25.0,0.0,25.0
CHIAPAS,HUIXTLA,U3,34.0,4.0,38.0
CHIAPAS,LA LIBERTAD,FC,4.0,2.0,6.0
CHIAPAS,OCOSINGO,FC,16.0,10.0,26.0
CHIAPAS,OCOSINGO,U1,4.0,0.0,4.0
CHIAPAS,OCOSINGO,U2,89.0,29.0,118.0
CHIAPAS,OCOSINGO,U3,7.0,0.0,7.0
CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,FC,946.0,272.0,1218.0
CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,U2,88.0,1.0,89.0
CHIAPAS,PALENQUE,FC,1012.0,0.0,1012.0
CHIAPAS,PALENQUE,U1,381.0,459.0,840.0
CHIAPAS,PALENQUE,U2,60.0,1.0,61.0
CHIAPAS,PALENQUE,U3,4.0,3.0,7.0
CHIAPAS,PICHUCALCO,FC,9.0,3.0,12.0
CHIAPAS,PICHUCALCO,U2,2.0,3.0,5.0
CHIAPAS,PICHUCALCO,U3,3.0,2.0,5.0
CHIAPAS,PIJIJIAPAN,U3,11.0,4.0,15.0
CHIAPAS,REFORMA,U2,4.0,0.0,4.0
CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,FC,85.0,0.0,85.0
CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,U2,128.0,9.0,137.0
CHIAPAS,SAN CRISTÓBAL DE LAS CASAS,U3,31.0,0.0,31.0
CHIAPAS,SAN FERNANDO,FC,33.0,12.0,45.0
CHIAPAS,TAPACHULA,FC,6213.0,1026.0,7239.0
CHIAPAS,TAPACHULA,U1,187.0,70.0,257.0
CHIAPAS,TAPACHULA,U2,2222.0,844.0,3066.0
CHIAPAS,TAPACHULA,U3,3815.0,612.0,4427.0
CHIAPAS,TONALÁ,FC,944.0,335.0,1279.0
CHIAPAS,TONALÁ,U2,314.0,142.0,456.0
CHIAPAS,TONALÁ,U3,3.0,0.0,3.0
CHIAPAS,TUXTLA CHICO,FC,41.0,0.0,41.0
CHIAPAS,TUXTLA CHICO,ND,12.0,0.0,12.0
CHIAPAS,TUXTLA GUTIÉRREZ,FC,1789.0,567.0,2356.0
CHIAPAS,TUXTLA GUTIÉRREZ,U1,2967.0,346.0,3313.0
CHIAPAS,TUXTLA GUTIÉRREZ,U2,9174.0,1795.0,10969.0
CHIAPAS,TUXTLA GUTIÉRREZ,U3,2877.0,453.0,3330.0
CHIAPAS,VILLAFLORES,FC,154.0,9.0,163.0
CHIAPAS,VILLAFLORES,U1,19.0,0.0,19.0
CHIAPAS,VILLAFLORES,U2,155.0,14.0,169.0
CHIAPAS,VILLAFLORES,U3,587.0,351.0,938.0
CHIHUAHUA,ALDAMA,FC,399.0,0.0,399.0
CHIHUAHUA,ALDAMA,U2,320.0,474.0,794.0
CHIHUAHUA,ALDAMA,U3,80.0,25.0,105.0
CHIHUAHUA,ALLENDE,FC,17.0,10.0,27.0
CHIHUAHUA,AQUILES SERDÁN,FC,1499.0,463.0,1962.0
CHIHUAHUA,AQUILES SERDÁN,U2,256.0,647.0,903.0
CHIHUAHUA,AQUILES SERDÁN,U3,2508.0,1284.0,3792.0
CHIHUAHUA,ASCENSIÓN,FC,531.0,238.0,769.0
CHIHUAHUA,ASCENSIÓN,U1,0.0,7.0,7.0
CHIHUAHUA,BOCOYNA,FC,115.0,57.0,172.0
CHIHUAHUA,BUENAVENTURA,FC,467.0,0.0,467.0
CHIHUAHUA,CAMARGO,FC,14.0,0.0,14.0
CHIHUAHUA,CAMARGO,U1,269.0,48.0,317.0
CHIHUAHUA,CAMARGO,U2,245.0,9.0,254.0
CHIHUAHUA,CASAS GRANDES,FC,10.0,4.0,14.0
CHIHUAHUA,CHIHUAHUA,FC,3581.0,793.0,4374.0
CHIHUAHUA,CHIHUAHUA,U1,1692.0,251.0,1943.0
CHIHUAHUA,CHIHUAHUA,U2,16150.0,12315.0,28465.0
CHIHUAHUA,CHIHUAHUA,U3,30703.0,14332.0,45035.0
CHIHUAHUA,CUAUHTÉMOC,FC,310.0,46.0,356.0
CHIHUAHUA,CUAUHTÉMOC,U1,187.0,73.0,260.0
CHIHUAHUA,CUAUHTÉMOC,U2,2153.0,2283.0,4436.0
CHIHUAHUA,CUAUHTÉMOC,U3,6139.0,2446.0,8585.0
CHIHUAHUA,DELICIAS,FC,295.0,2.0,297.0
CHIHUAHUA,DELICIAS,U1,652.0,462.0,1114.0
CHIHUAHUA,DELICIAS,U2,3479.0,1458.0,4937.0
CHIHUAHUA,DELICIAS,U3,1409.0,885.0,2294.0
CHIHUAHUA,GUACHOCHI,FC,683.0,479.0,1162.0
CHIHUAHUA,GUACHOCHI,U1,0.0,5.0,5.0
CHIHUAHUA,GUACHOCHI,U3,707.0,298.0,1005.0
CHIHUAHUA,GUADALUPE Y CALVO,FC,1.0,0.0,1.0
CHIHUAHUA,HIDALGO DEL PARRAL,FC,4.0,0.0,4.0
CHIHUAHUA,HIDALGO DEL PARRAL,U1,1390.0,1258.0,2648.0
CHIHUAHUA,HIDALGO DEL PARRAL,U2,1172.0,663.0,1835.0
CHIHUAHUA,HIDALGO DEL PARRAL,U3,208.0,0.0,208.0
CHIHUAHUA,IGNACIO ZARAGOZA,FC,18.0,6.0,24.0
CHIHUAHUA,JIMÉNEZ,FC,12.0,0.0,12.0
CHIHUAHUA,JIMÉNEZ,U1,45.0,33.0,78.0
CHIHUAHUA,JIMÉNEZ,U2,127.0,115.0,242.0
CHIHUAHUA,JUÁREZ,FC,629.0,35.0,664.0
CHIHUAHUA,JUÁREZ,U1,8460.0,1867.0,10327.0
CHIHUAHUA,JUÁREZ,U2,25048.0,18147.0,43195.0
CHIHUAHUA,JUÁREZ,U3,8312.0,3240.0,11552.0
CHIHUAHUA,MATAMOROS,FC,98.0,0.0,98.0
CHIHUAHUA,MEOQUI,FC,82.0,0.0,82.0
CHIHUAHUA,MEOQUI,ND,2.0,0.0,2.0
CHIHUAHUA,MEOQUI,U1,10.0,6.0,16.0
CHIHUAHUA,MEOQUI,U2,216.0,288.0,504.0
CHIHUAHUA,NUEVO CASAS GRANDES,U1,185.0,83.0,268.0
CHIHUAHUA,NUEVO CASAS GRANDES,U2,1818.0,1456.0,3274.0
CHIHUAHUA,NUEVO CASAS GRANDES,U3,498.0,427.0,925.0
CHIHUAHUA,OJINAGA,U2,107.0,0.0,107.0
CHIHUAHUA,OJINAGA,U3,245.0,77.0,322.0
CHIHUAHUA,PRAXEDIS G. GUERRERO,FC,171.0,26.0,197.0
CHIHUAHUA,SANTA BÁRBARA,FC,2.0,1.0,3.0
CHIHUAHUA,SAUCILLO,FC,12.0,2.0,14.0
CIUDAD DE MÉXICO,AZCAPOTZALCO,U1,8931.0,2098.0,11029.0
CIUDAD DE MÉXICO,AZCAPOTZALCO,U2,2716.0,339.0,3055.0
CIUDAD DE MÉXICO,BENITO JUÁREZ,U1,2106.0,211.0,2317.0
CIUDAD DE MÉXICO,BENITO JUÁREZ,U2,88.0,0.0,88.0
CIUDAD DE MÉXICO,COYOACÁN,U1,517.0,151.0,668.0
CIUDAD DE MÉXICO,COYOACÁN,U2,1685.0,362.0,2047.0
CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,U1,43.0,1.0,44.0
CIUDAD DE MÉXICO,CUAUHTÉMOC,U1,14555.0,2700.0,17255.0
CIUDAD DE MÉXICO,CUAUHTÉMOC,U2,4211.0,1006.0,5217.0
CIUDAD DE MÉXICO,GUSTAVO A. MADERO,U1,5051.0,1147.0,6198.0
CIUDAD DE MÉXICO,GUSTAVO A. MADERO,U2,7056.0,1106.0,8162.0
CIUDAD DE MÉXICO,IZTACALCO,FC,118.0,0.0,118.0
CIUDAD DE MÉXICO,IZTACALCO,ND,41.0,0.0,41.0
CIUDAD DE MÉXICO,IZTACALCO,U1,16578.0,4529.0,21107.0
CIUDAD DE MÉXICO,IZTACALCO,U2,3068.0,652.0,3720.0
CIUDAD DE MÉXICO,IZTAPALAPA,FC,3.0,0.0,3.0
CIUDAD DE MÉXICO,IZTAPALAPA,U1,4139.0,1437.0,5576.0
CIUDAD DE MÉXICO,IZTAPALAPA,U2,1449.0,621.0,2070.0
CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS,U1,2.0,0.0,2.0
CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS,U2,20.0,0.0,20.0
CIUDAD DE MÉXICO,MIGUEL HIDALGO,U1,4421.0,709.0,5130.0
CIUDAD DE MÉXICO,MIGUEL HIDALGO,U2,714.0,37.0,751.0
CIUDAD DE MÉXICO,TLALPAN,U1,73.0,9.0,82.0
CIUDAD DE MÉXICO,TLALPAN,U2,889.0,155.0,1044.0
CIUDAD DE MÉXICO,TLALPAN,U3,6.0,0.0,6.0
CIUDAD DE MÉXICO,TLÁHUAC,U1,712.0,320.0,1032.0
CIUDAD DE MÉXICO,TLÁHUAC,U2,789.0,104.0,893.0
CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,U1,10587.0,2347.0,12934.0
CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,U2,1766.0,530.0,2296.0
CIUDAD DE MÉXICO,XOCHIMILCO,U2,6.0,1.0,7.0
CIUDAD DE MÉXICO,XOCHIMILCO,U3,8.0,5.0,13.0
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,FC,8.0,0.0,8.0
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,U1,861.0,93.0,954.0
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,U2,389.0,14.0,403.0
COAHUILA DE ZARAGOZA,ACUÑA,FC,213.0,215.0,428.0
COAHUILA DE ZARAGOZA,ACUÑA,ND,18.0,0.0,18.0
COAHUILA DE ZARAGOZA,ACUÑA,U1,1473.0,1460.0,2933.0
COAHUILA DE ZARAGOZA,ACUÑA,U2,4037.0,4070.0,8107.0
COAHUILA DE ZARAGOZA,ACUÑA,U3,4885.0,5310.0,10195.0
COAHUILA DE ZARAGOZA,ALLENDE,FC,1.0,0.0,1.0
COAHUILA DE ZARAGOZA,ALLENDE,U1,31.0,16.0,47.0
COAHUILA DE ZARAGOZA,ALLENDE,U2,1042.0,584.0,1626.0
COAHUILA DE ZARAGOZA,ALLENDE,U3,0.0,13.0,13.0
COAHUILA DE ZARAGOZA,ARTEAGA,FC,103.0,1.0,104.0
COAHUILA DE ZARAGOZA,ARTEAGA,U1,203.0,297.0,500.0
COAHUILA DE ZARAGOZA,ARTEAGA,U2,245.0,43.0,288.0
COAHUILA DE ZARAGOZA,ARTEAGA,U3,2627.0,2016.0,4643.0
COAHUILA DE ZARAGOZA,CASTAÑOS,U1,0.0,16.0,16.0
COAHUILA DE ZARAGOZA,CASTAÑOS,U2,635.0,298.0,933.0
COAHUILA DE ZARAGOZA,CASTAÑOS,U3,4.0,0.0,4.0
COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,FC,62.0,22.0,84.0
COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,FC,4.0,0.0,4.0
COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,U1,1731.0,1374.0,3105.0
COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,U2,335.0,517.0,852.0
COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,U3,867.0,352.0,1219.0
COAHUILA DE ZARAGOZA,FRONTERA,FC,10.0,0.0,10.0
COAHUILA DE ZARAGOZA,FRONTERA,U1,1673.0,1123.0,2796.0
COAHUILA DE ZARAGOZA,FRONTERA,U2,827.0,391.0,1218.0
COAHUILA DE ZARAGOZA,FRONTERA,U3,117.0,95.0,212.0
COAHUILA DE ZARAGOZA,GENERAL CEPEDA,FC,59.0,24.0,83.0
COAHUILA DE ZARAGOZA,MATAMOROS,FC,397.0,36.0,433.0
COAHUILA DE ZARAGOZA,MATAMOROS,U1,30.0,0.0,30.0
COAHUILA DE ZARAGOZA,MATAMOROS,U2,845.0,817.0,1662.0
COAHUILA DE ZARAGOZA,MATAMOROS,U3,4010.0,2673.0,6683.0
COAHUILA DE ZARAGOZA,MONCLOVA,FC,1661.0,0.0,1661.0
COAHUILA DE ZARAGOZA,MONCLOVA,U1,1845.0,1344.0,3189.0
COAHUILA DE ZARAGOZA,MONCLOVA,U2,1748.0,1252.0,3000.0
COAHUILA DE ZARAGOZA,MONCLOVA,U3,986.0,360.0,1346.0
COAHUILA DE ZARAGOZA,MORELOS,FC,46.0,41.0,87.0
COAHUILA DE ZARAGOZA,MÚZQUIZ,FC,108.0,0.0,108.0
COAHUILA DE ZARAGOZA,MÚZQUIZ,U1,394.0,83.0,477.0
COAHUILA DE ZARAGOZA,MÚZQUIZ,U2,318.0,190.0,508.0
COAHUILA DE ZARAGOZA,MÚZQUIZ,U3,1552.0,721.0,2273.0
COAHUILA DE ZARAGOZA,NADADORES,FC,4.0,0.0,4.0
COAHUILA DE ZARAGOZA,NADADORES,U2,10.0,24.0,34.0
COAHUILA DE ZARAGOZA,NADADORES,U3,30.0,0.0,30.0
COAHUILA DE ZARAGOZA,NAVA,FC,183.0,129.0,312.0
COAHUILA DE ZARAGOZA,NAVA,U1,109.0,10.0,119.0
COAHUILA DE ZARAGOZA,NAVA,U2,634.0,963.0,1597.0
COAHUILA DE ZARAGOZA,NAVA,U3,1183.0,822.0,2005.0
COAHUILA DE ZARAGOZA,OCAMPO,FC,2.0,2.0,4.0
COAHUILA DE ZARAGOZA,PARRAS,U1,5.0,21.0,26.0
COAHUILA DE ZARAGOZA,PARRAS,U2,417.0,629.0,1046.0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,FC,106.0,276.0,382.0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,ND,1.0,0.0,1.0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,U1,1943.0,542.0,2485.0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,U2,1385.0,2270.0,3655.0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,U3,5215.0,4934.0,10149.0
COAHUILA DE ZARAGOZA,RAMOS ARIZPE,FC,61.0,4.0,65.0
COAHUILA DE ZARAGOZA,RAMOS ARIZPE,U1,2159.0,660.0,2819.0
COAHUILA DE ZARAGOZA,RAMOS ARIZPE,U2,4477.0,4724.0,9201.0
COAHUILA DE ZARAGOZA,RAMOS ARIZPE,U3,4295.0,1303.0,5598.0
COAHUILA DE ZARAGOZA,SABINAS,FC,488.0,53.0,541.0
COAHUILA DE ZARAGOZA,SABINAS,U1,56.0,12.0,68.0
COAHUILA DE ZARAGOZA,SABINAS,U2,1729.0,1658.0,3387.0
COAHUILA DE ZARAGOZA,SABINAS,U3,865.0,126.0,991.0
COAHUILA DE ZARAGOZA,SACRAMENTO,FC,47.0,89.0,136.0
COAHUILA DE ZARAGOZA,SALTILLO,FC,1110.0,222.0,1332.0
COAHUILA DE ZARAGOZA,SALTILLO,U1,7425.0,4630.0,12055.0
COAHUILA DE ZARAGOZA,SALTILLO,U2,18247.0,14458.0,32705.0
COAHUILA DE ZARAGOZA,SALTILLO,U3,10306.0,5631.0,15937.0
COAHUILA DE ZARAGOZA,SAN BUENAVENTURA,FC,12.0,2.0,14.0
COAHUILA DE ZARAGOZA,SAN BUENAVENTURA,U1,4.0,6.0,10.0
COAHUILA DE ZARAGOZA,SAN BUENAVENTURA,U2,313.0,201.0,514.0
COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,FC,116.0,87.0,203.0
COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,U1,3.0,0.0,3.0
COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,U2,255.0,105.0,360.0
COAHUILA DE ZARAGOZA,SAN JUAN DE SABINAS,U3,742.0,427.0,1169.0
COAHUILA DE ZARAGOZA,SAN PEDRO,FC,2490.0,0.0,2490.0
COAHUILA DE ZARAGOZA,SAN PEDRO,U1,100.0,98.0,198.0
COAHUILA DE ZARAGOZA,SAN PEDRO,U2,612.0,528.0,1140.0
COAHUILA DE ZARAGOZA,SAN PEDRO,U3,249.0,268.0,517.0
COAHUILA DE ZARAGOZA,TORREÓN,FC,3707.0,1523.0,5230.0
COAHUILA DE ZARAGOZA,TORREÓN,U1,2986.0,866.0,3852.0
COAHUILA DE ZARAGOZA,TORREÓN,U2,23125.0,15637.0,38762.0
COAHUILA DE ZARAGOZA,TORREÓN,U3,8344.0,4267.0,12611.0
COAHUILA DE ZARAGOZA,VILLA UNIÓN,FC,15.0,17.0,32.0
COAHUILA DE ZARAGOZA,ZARAGOZA,FC,211.0,75.0,286.0
COLIMA,ARMERÍA,U1,19.0,13.0,32.0
COLIMA,ARMERÍA,U2,135.0,103.0,238.0
COLIMA,ARMERÍA,U3,14.0,2.0,16.0
COLIMA,COLIMA,FC,591.0,44.0,635.0
COLIMA,COLIMA,ND,6.0,0.0,6.0
COLIMA,COLIMA,U1,2734.0,1662.0,4396.0
COLIMA,COLIMA,U2,4577.0,2374.0,6951.0
COLIMA,COLIMA,U3,2966.0,1540.0,4506.0
COLIMA,COMALA,FC,8.0,1.0,9.0
COLIMA,COMALA,U2,14.0,6.0,20.0
COLIMA,COMALA,U3,38.0,11.0,49.0
COLIMA,COQUIMATLÁN,FC,271.0,462.0,733.0
COLIMA,COQUIMATLÁN,U2,37.0,193.0,230.0
COLIMA,COQUIMATLÁN,U3,662.0,233.0,895.0
COLIMA,CUAUHTÉMOC,FC,580.0,285.0,865.0
COLIMA,MANZANILLO,FC,1599.0,0.0,1599.0
COLIMA,MANZANILLO,ND,15.0,0.0,15.0
COLIMA,MANZANILLO,U1,217.0,53.0,270.0
COLIMA,MANZANILLO,U2,4697.0,3053.0,7750.0
COLIMA,MANZANILLO,U3,6621.0,3215.0,9836.0
COLIMA,TECOMÁN,U1,1627.0,1446.0,3073.0
COLIMA,TECOMÁN,U2,1256.0,946.0,2202.0
COLIMA,TECOMÁN,U3,319.0,116.0,435.0
COLIMA,VILLA DE ÁLVAREZ,FC,2217.0,12.0,2229.0
COLIMA,VILLA DE ÁLVAREZ,ND,1.0,0.0,1.0
COLIMA,VILLA DE ÁLVAREZ,U1,1059.0,394.0,1453.0
COLIMA,VILLA DE ÁLVAREZ,U2,7342.0,4960.0,12302.0
COLIMA,VILLA DE ÁLVAREZ,U3,12110.0,5071.0,17181.0
DURANGO,CANATLÁN,FC,87.0,2.0,89.0
DURANGO,DURANGO,FC,10878.0,1640.0,12518.0
DURANGO,DURANGO,ND,1.0,0.0,1.0
DURANGO,DURANGO,U1,4086.0,1492.0,5578.0
DURANGO,DURANGO,U2,5590.0,4205.0,9795.0
DURANGO,DURANGO,U3,13575.0,6199.0,19774.0
DURANGO,GUADALUPE VICTORIA,U2,190.0,53.0,243.0
DURANGO,GÓMEZ PALACIO,FC,545.0,0.0,545.0
DURANGO,GÓMEZ PALACIO,U1,1890.0,515.0,2405.0
DURANGO,GÓMEZ PALACIO,U2,9995.0,4576.0,14571.0
DURANGO,GÓMEZ PALACIO,U3,716.0,469.0,1185.0
DURANGO,LERDO,FC,376.0,0.0,376.0
DURANGO,LERDO,U1,922.0,829.0,1751.0
DURANGO,LERDO,U2,2535.0,1487.0,4022.0
DURANGO,LERDO,U3,1713.0,1168.0,2881.0
DURANGO,MAPIMÍ,FC,8.0,0.0,8.0
DURANGO,NOMBRE DE DIOS,FC,100.0,0.0,100.0
DURANGO,POANAS,FC,73.0,35.0,108.0
DURANGO,PÁNUCO DE CORONADO,FC,8.0,0.0,8.0
DURANGO,SANTIAGO PAPASQUIARO,U2,140.0,63.0,203.0
DURANGO,SANTIAGO PAPASQUIARO,U3,35.0,24.0,59.0
DURANGO,VICENTE GUERRERO,U2,24.0,11.0,35.0
DURANGO,VICENTE GUERRERO,U3,1.0,10.0,11.0
