Estado,Pagina_Extraida,Fecha_Consulta,Precio,Ubicacion,Caracteristicas,URL_Propiedad
Yucatan,444,2026-04-06 05:37,"$4,147,000 MXN","Se vende casa en CASA EN VENTA MERIDADZITYAMODELO FLORAENTREGA INMEDIATA., Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30293999",3 Recámaras | 2 Baños | 159 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-meridadzityamodelo-floraentrega-inmediata-dzitya-yucatan-30293999
Yucatan,444,2026-04-06 05:37,"$4,500,000 MXN","Venta de casa ., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30130391",2 Recámaras | 2 Baños | 182 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30130391
Yucatan,444,2026-04-06 05:37,"$6,900,000 MXN","Casa en venta, Dzityá, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30293216",3 Recámaras | 5 Baños | 311 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-dzitya-yucatan-30293216
Yucatan,444,2026-04-06 05:37,"$3,790,000 MXN","Venta de casa en - #-, Col. X-Cuyum, Conkal, Yucatán, México, C.P. 97346, ID: 29293836",3 Recámaras | 4 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta--xcuyum-yucatan-29293836
Yucatan,444,2026-04-06 05:37,"$4,850,000 MXN","Zendera 116, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30768193",3 Recámaras | 4 Baños | 252 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-zendera-116-conkal-yucatan-30768193
Yucatan,444,2026-04-06 05:37,"$10,490,000 MXN","Venta casa en , Col. Dzibilchaltún, Mérida, Yucatán, México, C.P. 97305, ID: 28998800",3 Recámaras | 4 Baños | 427 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzibilchaltun-yucatan-28998800
Yucatan,444,2026-04-06 05:37,"$499,000 USD","Casa en venta disponible en , Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30484799",3 Recámaras | 3 Baños | 210 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-centro-yucatan-30484799
Yucatan,444,2026-04-06 05:37,"$3,590,000 MXN","Casa disponible en venta en Boreana, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 27313992",2 Recámaras | 2 Baños | 179 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-boreana-cholul-yucatan-27313992
Yucatan,444,2026-04-06 05:37,"$3,890,000 MXN","Conkal, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30307964",3 Recámaras | 3 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-30307964
Yucatan,444,2026-04-06 05:37,"$265,000 USD","Casa en venta disponible en , Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30354499",3 Recámaras | 2 Baños | 164 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-centro-yucatan-30354499
Yucatan,444,2026-04-06 05:37,"$4,600,000 MXN","Se vende casa en -, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30833175",3 Recámaras | 3 Baños | 225 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30833175
Yucatan,444,2026-04-06 05:37,"$2,895,000 MXN","Venta de casa en , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29010198",3 Recámaras | 2 Baños | 227 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29010198
Yucatan,444,2026-04-06 05:37,"$3,300,000 MXN","Venta de casa en Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30729182",3 Recámaras | 2 Baños,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30729182
Yucatan,444,2026-04-06 05:37,"$3,890,000 MXN","Se vende casa en capri, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 28946812",3 Recámaras | 4 Baños | 224 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-capri-conkal-yucatan-28946812
Yucatan,444,2026-04-06 05:37,"$5,923,000 MXN","Casa en venta disponible en ***, Col. Santa Gertrudis Copo, Mérida, Yucatán, México, C.P. 97305, ID: 27046125",4 Recámaras | 4 Baños | 271 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-santa-gertrudis-copo-yucatan-27046125
Yucatan,444,2026-04-06 05:37,"$6,800,000 MXN","Venta casa en , Col. Santa Maria de Guadalupe, Mérida, Yucatán, México, C.P. 97269, ID: 30288148",3 Recámaras | 3 Baños | 145 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-santa-maria-de-guadalupe-yucatan-30288148
Yucatan,444,2026-04-06 05:37,"$8,490,000 MXN","Venta de casa Tamanche, Col. Tamanché, Mérida, Yucatán, México, C.P. 97304, ID: 27696902",4 Recámaras | 5 Baños | 372 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tamanche-tamanche-yucatan-27696902
Yucatan,444,2026-04-06 05:37,"$22,750,000 MXN","Venta casa en , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 30890471",4 Recámaras | 6 Baños | 580 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-30890471
Yucatan,444,2026-04-06 05:37,"$4,600,000 MXN","Se vende casa 44, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30428645",3 Recámaras | 4 Baños | 253 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-44-dzitya-yucatan-30428645
Yucatan,444,2026-04-06 05:37,"$4,750,000 MXN","Venta casa en Praderas del Mayab #S/N, Col. Praderas del Mayab, Conkal, Yucatán, México, C.P. 97347, ID: 30700467",3 Recámaras | 4 Baños | 252 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-praderas-del-mayab-sn-praderas-del-mayab-yucatan-30700467
Yucatan,445,2026-04-06 05:37,"$5,500,000 MXN","Se vende casa TULIPANES, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 28433390",3 Recámaras | 4 Baños | 303 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tulipanes-conkal-yucatan-28433390
Yucatan,445,2026-04-06 05:37,"$3,230,000 MXN","Venta de casa en , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 28991331",2 Recámaras | 2 Baños | 116 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-28991331
Yucatan,445,2026-04-06 05:37,"$8,000,000 MXN",", Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30818977",6 Recámaras | 6 Baños | 453 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-centro-yucatan-30818977
Yucatan,445,2026-04-06 05:37,"$7,100,000 MXN","Se vende casa en 71, Col. Montes de Ame, Mérida, Yucatán, México, C.P. 97115, ID: 30856790",3 Recámaras | 3 Baños | 329 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-71-montes-de-ame-yucatan-30856790
Yucatan,445,2026-04-06 05:37,"$5,100,000 MXN","Casa en venta, , Col. Arcos del Sol, Mérida, Yucatán, México, C.P. 97203, ID: 30419095",4 Recámaras | 4 Baños | 232 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-arcos-del-sol-yucatan-30419095
Yucatan,445,2026-04-06 05:37,"$5,960,000 MXN","Venta casa en ., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29497771",3 Recámaras | 5 Baños | 293 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29497771
Yucatan,445,2026-04-06 05:37,"$3,250,000 MXN","Venta casa en 0, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 28527400",2 Recámaras | 2 Baños | 140 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-28527400
Yucatan,445,2026-04-06 05:37,"$3,390,000 MXN","Venta de casa en , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30120114",2 Recámaras | 2 Baños | 141 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30120114
Yucatan,445,2026-04-06 05:37,"$3,580,000 MXN","Casa en venta disponible en , Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 14092222",2 Recámaras | 3 Baños,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-yucatan-14092222
Yucatan,445,2026-04-06 05:37,"$5,950,000 MXN","Col. Privada San Antonio Cucul, Mérida, Yucatán, México, C.P. 97116, ID: 31002777",4 Recámaras | 4 Baños | 220 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-san-antonio-cucul-yucatan-31002777
Yucatan,445,2026-04-06 05:37,"$2,900,000 MXN","Casa en venta, , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30628172",3 Recámaras | 3 Baños | 117 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30628172
Yucatan,445,2026-04-06 05:37,"$6,500,000 MXN","Venta de casa en , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 27690275",3 Recámaras | 4 Baños | 390 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-27690275
Yucatan,445,2026-04-06 05:37,"$4,800,000 MXN","Casa disponible en venta en , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 21789146",3 Recámaras | 4 Baños | 243 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-21789146
Yucatan,445,2026-04-06 05:37,"$5,233,700 MXN","Se vende casa tablaje 25177, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 30104296",3 Recámaras | 3 Baños | 233 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tablaje-25177-temozon-norte-yucatan-30104296
Yucatan,445,2026-04-06 05:37,"$4,696,000 MXN","Venta de casa Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30510628",3 Recámaras | 4 Baños | 215 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30510628
Yucatan,445,2026-04-06 05:37,"$3,395,000 MXN",", Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29421427",3 Recámaras | 3 Baños | 152 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29421427
Yucatan,445,2026-04-06 05:37,"$14,500,000 MXN","Casa disponible en venta en X, Col. Komchen, Mérida, Yucatán, México, C.P. 97302, ID: 30781970",4 Recámaras | 4 Baños | 500 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-x-komchen-yucatan-30781970
Yucatan,445,2026-04-06 05:37,"$4,665,000 MXN","Casa en venta disponible en 1, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30355566",3 Recámaras | 3 Baños | 243 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-conkal-yucatan-30355566
Yucatan,445,2026-04-06 05:37,"$6,950,000 MXN","Casa disponible en venta en Soluna, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 30322483",3 Recámaras | 4 Baños | 283 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-soluna-temozon-norte-yucatan-30322483
Yucatan,445,2026-04-06 05:37,"$7,600,000 MXN","Casa en venta, 30, Col. Montebello, Mérida, Yucatán, México, C.P. 97113, ID: 30253427",3 Recámaras | 4 Baños | 320 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-30-montebello-yucatan-30253427
Yucatan,445,2026-04-06 05:37,"$7,200,000 MXN","Casa en venta disponible en San Sebastian, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30462242",2 Recámaras | 2 Baños | 184 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-san-sebastian-merida-centro-yucatan-30462242
Yucatan,445,2026-04-06 05:37,"$3,400,000 MXN","Mérida, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29954165",3 Recámaras | 3 Baños | 170 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-conkal-yucatan-29954165
Yucatan,445,2026-04-06 05:37,"$5,790,000 MXN","Casa en venta disponible en ., Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30301993",3 Recámaras | 3 Baños | 243 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30301993
Yucatan,445,2026-04-06 05:37,"$3,700,000 MXN","s/n, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 27716163",3 Recámaras | 4 Baños | 208 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-sn-dzitya-yucatan-27716163
Yucatan,445,2026-04-06 05:37,"$3,490,000 MXN","Venta de casa , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29421428",4 Recámaras | 4 Baños | 165 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29421428
Yucatan,445,2026-04-06 05:37,"$3,390,000 MXN","Venta casa en , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30553021",3 Recámaras | 3 Baños | 159 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30553021
Yucatan,445,2026-04-06 05:37,"$3,150,000 MXN","., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30301994",2 Recámaras | 2 Baños | 142 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30301994
Yucatan,445,2026-04-06 05:37,"$5,300,000 MXN","Venta de casa 97302, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 30731509",3 Recámaras | 3 Baños | 252 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-97302-temozon-norte-yucatan-30731509
Yucatan,445,2026-04-06 05:37,"$3,345,000 MXN","Casa en venta disponible en , Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 27687624",3 Recámaras | 3 Baños | 180 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-27687624
Yucatan,445,2026-04-06 05:37,"$19,500,000 MXN","temozon norte, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 26973401",3 Recámaras | 5 Baños | 698 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-temozon-norte-yucatan-26973401
Yucatan,445,2026-04-06 05:37,"$5,490,000 MXN","Casa en venta, 56, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 29524141",3 Recámaras | 4 Baños | 200 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-56-cholul-yucatan-29524141
Yucatan,445,2026-04-06 05:37,"$4,595,000 MXN",", Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30274993",3 Recámaras | 3 Baños | 204 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-yucatan-30274993
Yucatan,445,2026-04-06 05:37,"$5,985,000 MXN","Casa en venta, 1, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 28964148",3 Recámaras | 3 Baños | 289 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-cholul-yucatan-28964148
Yucatan,445,2026-04-06 05:37,"$4,850,000 MXN","Casa en venta disponible en Conkal, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30654634",3 Recámaras | 4 Baños | 252 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-conkal-yucatan-30654634
Yucatan,445,2026-04-06 05:37,"$4,490,000 MXN","Casa en venta disponible en , Col. Arcos del Sol, Mérida, Yucatán, México, C.P. 97203, ID: 30155750",3 Recámaras | 3 Baños | 210 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-arcos-del-sol-yucatan-30155750
Yucatan,445,2026-04-06 05:37,"$2,575,000 MXN","Venta de casa en PINOS DEL NORTE, Col. Pinos Norte II, Mérida, Yucatán, México, C.P. 97138, ID: 29843396",2 Recámaras | 1 Baño | 108 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-pinos-del-norte-pinos-norte-ii-yucatan-29843396
Yucatan,445,2026-04-06 05:37,"$8,700,000 MXN","Privada Dzitya, Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 29089598",5 Recámaras | 6 Baños | 558 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-dzitya-dzitya-yucatan-29089598
Yucatan,445,2026-04-06 05:37,"$3,565,000 MXN","Casa en venta, Morera Residencial, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30678665",3 Recámaras | 3 Baños | 177 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-morera-residencial-cholul-yucatan-30678665
Yucatan,445,2026-04-06 05:37,"$2,910,000 MXN","Casa en venta, , Col. Garcia Gineres, Mérida, Yucatán, México, C.P. 97070, ID: 29775941",250 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-garcia-gineres-yucatan-29775941
Yucatan,445,2026-04-06 05:37,"$4,600,000 MXN","Temozón, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 29495110",2 Recámaras | 2 Baños | 235 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-temozon-norte-yucatan-29495110
Yucatan,445,2026-04-06 05:37,"$10,500,000 MXN","Se vende casa en , Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30727235",6 Recámaras | 3 Baños | 443 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-centro-yucatan-30727235
Yucatan,445,2026-04-06 05:37,"$39,000,000 MXN","Venta de casa en , Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 30726101",4 Recámaras | 5 Baños | 612 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-yucatan-country-club-yucatan-30726101
Yucatan,445,2026-04-06 05:37,"$3,650,000 MXN","Casa en venta, x, Col. Kiktel, Mérida, Yucatán, México, C.P. 97303, ID: 30693153",3 Recámaras | 3 Baños | 167 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-x-kiktel-yucatan-30693153
Yucatan,446,2026-04-06 05:37,"$3,300,000 MXN","Calle 27 Diagonal 165, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30856589",2 Recámaras | 2 Baños | 154 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-27-diagonal-165-cholul-yucatan-30856589
Yucatan,446,2026-04-06 05:37,"$3,695,000 MXN","Se vende casa , Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 25785370",3 Recámaras | 2 Baños | 195 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-yucatan-25785370
Yucatan,446,2026-04-06 05:37,"$5,300,000 MXN","Casa en venta disponible en centro, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 30185217",2 Recámaras | 2 Baños | 130 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-centro-merida-centro-yucatan-30185217
Yucatan,446,2026-04-06 05:37,"$4,800,000 MXN","Se vende casa Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30792000",3 Recámaras | 3 Baños | 243 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30792000
Yucatan,446,2026-04-06 05:37,"$6,380,000 MXN","Casa en venta, , Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 22028717",3 Recámaras | 4 Baños | 365 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-norte-yucatan-22028717
Yucatan,446,2026-04-06 05:37,"$6,500,000 MXN","Venta de casa ., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30419979",3 Recámaras | 4 Baños | 285 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30419979
Yucatan,446,2026-04-06 05:37,"$6,950,000 MXN","Casa disponible en venta en Merida, Col. Merida Centro, Mérida, Yucatán, México, C.P. 97000, ID: 29863347",3 Recámaras | 1 Baño | 172 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-merida-centro-yucatan-29863347
Yucatan,446,2026-04-06 05:37,"$15,133,000 MXN","1, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29917069",786 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-conkal-yucatan-29917069
Yucatan,446,2026-04-06 05:37,"$5,900,000 MXN","Col. Montebello, Mérida, Yucatán, México, C.P. 97113, ID: 30937066",3 Recámaras | 2 Baños | 207 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-montebello-yucatan-30937066
Yucatan,446,2026-04-06 05:37,"$950,000 MXN","Casa en venta disponible en Tekanto, Col. Tekanto, Tekantó, Yucatán, México, C.P. 97520, ID: 29975620",2 Recámaras | 1 Baño | 102 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-tekanto-tekanto-yucatan-29975620
Yucatan,446,2026-04-06 05:37,"$11,600,000 MXN","Casa en venta disponible en Col. Komchen, Mérida, Yucatán, México, C.P. 97302, ID: 30731996",4 Recámaras | 4 Baños | 358 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-komchen-yucatan-30731996
Yucatan,446,2026-04-06 05:37,"$4,100,000 MXN","Norte, Col. Gran Santa Fe, Mérida, Yucatán, México, C.P. 97314, ID: 30801823",6 Recámaras | 5 Baños | 279 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-norte-gran-santa-fe-yucatan-30801823
Yucatan,446,2026-04-06 05:37,"$2,362,500 MXN","Venta casa en Mérida, Col. Jardines de Miraflores, Mérida, Yucatán, México, C.P. 97168, ID: 30683934",2 Recámaras | 3 Baños | 191 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-jardines-de-miraflores-yucatan-30683934
Yucatan,446,2026-04-06 05:37,"$5,985,000 MXN","Casa disponible en venta en Cholul, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 30071209",3 Recámaras | 3 Baños | 280 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-cholul-cholul-yucatan-30071209
Yucatan,446,2026-04-06 05:37,"$7,600,000 MXN","Se vende casa calle, Col. Residencial Xcanatún, Mérida, Yucatán, México, C.P. 97302, ID: 30113374",4 Recámaras | 5 Baños | 325 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-residencial-xcanatun-yucatan-30113374
Yucatan,446,2026-04-06 05:37,"$5,300,000 MXN","Casa en venta disponible en ., Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29740493",3 Recámaras | 3 Baños | 273 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29740493
Yucatan,446,2026-04-06 05:37,"$4,700,000 MXN","Privada Nadira, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 31002452",3 Recámaras | 3 Baños | 271 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-nadira-conkal-yucatan-31002452
Yucatan,446,2026-04-06 05:37,"$3,790,000 MXN","Se vende casa 1, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 26347538",3 Recámaras | 2 Baños | 180 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-conkal-yucatan-26347538
Yucatan,446,2026-04-06 05:37,"$7,500,000 MXN","Venta de casa en TEMOZÓN, Col. Temozon Norte, Mérida, Yucatán, México, C.P. 97302, ID: 30894842",3 Recámaras | 3 Baños | 272 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-temozon-temozon-norte-yucatan-30894842
Yucatan,446,2026-04-06 05:37,"$3,091,000 MXN","Mérida Yucatán, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30783534",2 Recámaras | 2 Baños | 116 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-merida-yucatan-conkal-yucatan-30783534
Yucatan,446,2026-04-06 05:37,"$5,250,000 MXN","Se vende casa 0, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 29908313",3 Recámaras | 3 Baños | 260 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-29908313
Yucatan,446,2026-04-06 05:37,"$3,000,000 MXN","Venta de casa 1, Col. Chicxulub, Chicxulub Pueblo, Yucatán, México, C.P. 97340, ID: 30369976",2 Recámaras | 2 Baños | 93 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-1-chicxulub-yucatan-30369976
Yucatan,446,2026-04-06 05:37,"$17,900,000 MXN","Venta casa en N/a, Col. Yucatán Country Club, Mérida, Yucatán, México, C.P. 97308, ID: 30606828",5 Recámaras | 5 Baños | 500 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-na-yucatan-country-club-yucatan-30606828
Yucatan,446,2026-04-06 05:37,"$4,900,000 MXN","Venta de casa , Col. Dzitya, Mérida, Yucatán, México, C.P. 97302, ID: 30771205",3 Recámaras | 3 Baños | 197 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-dzitya-yucatan-30771205
Yucatan,446,2026-04-06 05:37,"$3,449,000 MXN",", Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30810065",3 Recámaras | 2 Baños | 128 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-conkal-yucatan-30810065
Yucatan,446,2026-04-06 05:37,"$5,100,000 MXN","7, Col. Cholul, Mérida, Yucatán, México, C.P. 97305, ID: 29749061",3 Recámaras | 4 Baños | 200 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-7-cholul-yucatan-29749061
Yucatan,446,2026-04-06 05:37,"$2,680,000 MXN","Calle 20 S/N por 10, Col. Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 25217010",3 Recámaras | 3 Baños | 175 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-calle-20-sn-por-10-conkal-yucatan-25217010
Yucatan,446,2026-04-06 05:37,"$5,450,000 MXN","Venta de casa Carretera Mérida Progreso, Col. Arcos del Sol, Mérida, Yucatán, México, C.P. 97203, ID: 30450567",4 Recámaras | 4 Baños | 237 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-carretera-merida-progreso-arcos-del-sol-yucatan-30450567
Yucatan,446,2026-04-06 05:37,"$4,125,000 MXN","PRIVADA GUAYACAN, Col. Villas de Conkal, Conkal, Yucatán, México, C.P. 97345, ID: 30889058",3 Recámaras | 2 Baños | 162 m 2,https://propiedades.comhttps://propiedades.com/inmuebles/casa-en-venta-privada-guayacan-villas-de-conkal-yucatan-30889058
