ano,estado,municipio,pcu,tipo_vivienda,viviendas,clave_municipio,clave_estado
2018,Hidalgo,Tulancingo de Bravo,U2,Horizontal,33,077,13
2018,Nayarit,Tepic,U2,Vertical,3,017,18
2019,Hidalgo,Atotonilco de Tula,U1,Horizontal,526,013,13
2020,Puebla,Puebla,U2,Horizontal,119,114,21
2019,Sonora,Empalme,U1,Horizontal,1,025,26
2020,Puebla,Hueytamalco,FC,Horizontal,2,076,21
2020,Coahuila de Zaragoza,Piedras Negras,FC,Horizontal,1,025,05
2019,Ciudad de México,Venustiano Carranza,U2,Vertical,57,017,09
2020,Morelos,Zacatepec,FC,Horizontal,10,031,17
2019,Jalisco,San Pedro Tlaquepaque,U1,Horizontal,6,098,14
2019,Tabasco,Huimanguillo,FC,Horizontal,9,008,27
2019,Quintana Roo,Benito Juárez,U3,Horizontal,2857,005,23
2018,Veracruz de Ignacio de la Llave,Xalapa,U2,Horizontal,14,087,30
2019,México,Huehuetoca,U3,Horizontal,1,035,15
2019,Guanajuato,Silao de la Victoria,U2,Vertical,558,037,11
2020,Colima,Villa de Álvarez,U3,Horizontal,685,010,06
2019,Quintana Roo,Othón P. Blanco,U1,Horizontal,1,004,23
2020,Michoacán de Ocampo,Apatzingán,U1,Horizontal,1,006,16
2019,Guanajuato,Apaseo el Grande,FC,Horizontal,724,005,11
2020,Aguascalientes,Rincón de Romos,U2,Horizontal,59,007,01
2019,Sinaloa,Mazatlán,U1,Vertical,187,012,25
2020,Jalisco,Zapopan,U1,Vertical,80,120,14
2020,Sonora,Santa Ana,FC,Horizontal,5,058,26
2019,Chihuahua,Cuauhtémoc,U3,Horizontal,521,017,08
2020,Veracruz de Ignacio de la Llave,Papantla,U3,Horizontal,11,124,30
2019,Michoacán de Ocampo,Pátzcuaro,U2,Horizontal,2,066,16
2019,Jalisco,Guadalajara,U1,Vertical,205,039,14
2018,Yucatán,Mérida,U2,Horizontal,592,050,31
2018,Michoacán de Ocampo,Morelia,FC,Horizontal,131,053,16
2018,Yucatán,Progreso,U2,Horizontal,50,059,31
2018,Coahuila de Zaragoza,Matamoros,U2,Horizontal,12,017,05
2018,Morelos,Emiliano Zapata,U2,Horizontal,1,008,17
2019,Zacatecas,Río Grande,U3,Horizontal,72,039,32
2020,Michoacán de Ocampo,Apatzingán,U2,Horizontal,4,006,16
2018,Coahuila de Zaragoza,San Pedro,U3,Horizontal,1,033,05
2020,Nuevo León,San Nicolás de los Garza,U2,Horizontal,3,046,19
2018,Coahuila de Zaragoza,Monclova,U3,Horizontal,130,018,05
2018,Tlaxcala,Yauhquemehcan,U2,Horizontal,33,043,29
2019,Nayarit,Tepic,U1,Vertical,5,017,18
2019,Morelos,Jiutepec,U2,Vertical,20,011,17
2019,Aguascalientes,San Francisco de los Romo,FC,Horizontal,191,011,01
2020,Sonora,Cananea,U3,Horizontal,24,019,26
2019,Tamaulipas,Altamira,U3,Horizontal,10,003,28
2020,México,Huehuetoca,U2,Horizontal,3,035,15
2020,Oaxaca,Santa Lucía del Camino,U1,Horizontal,1,390,20
2020,Ciudad de México,Álvaro Obregón,U2,Vertical,233,010,09
2019,Chihuahua,Jiménez,U2,Horizontal,9,036,08
2020,Nuevo León,Pesquería,U3,Horizontal,1277,041,19
2019,Quintana Roo,Benito Juárez,U2,Horizontal,428,005,23
2019,México,Huehuetoca,U3,Vertical,271,035,15
2018,Veracruz de Ignacio de la Llave,Veracruz,U2,Vertical,356,193,30
2020,Baja California Sur,La Paz,U3,Horizontal,453,003,03
2020,Chihuahua,Casas Grandes,FC,Horizontal,1,013,08
2018,Yucatán,Kanasín,U2,Horizontal,611,041,31
2018,México,Huixquilucan,U1,Horizontal,68,037,15
2020,Jalisco,Sayula,U3,Horizontal,16,082,14
2020,Veracruz de Ignacio de la Llave,Xalapa,U1,Vertical,51,087,30
2019,Jalisco,Tonalá,FC,Vertical,104,101,14
2020,Tlaxcala,Amaxac de Guerrero,FC,Horizontal,4,001,29
2018,Sonora,Puerto Peñasco,FC,Horizontal,13,048,26
2018,Guanajuato,Purísima del Rincón,FC,Horizontal,10,025,11
2020,San Luis Potosí,Tamuín,U2,Horizontal,8,040,24
2020,Zacatecas,Guadalupe,U1,Horizontal,47,017,32
2020,Guerrero,Coyuca de Benítez,U2,Horizontal,4,021,12
2019,Veracruz de Ignacio de la Llave,Veracruz,U3,Vertical,1454,193,30
2020,Hidalgo,San Agustín Tlaxiaca,U2,Horizontal,2,052,13
2018,Oaxaca,Heroica Ciudad de Huajuapan de León,U3,Horizontal,2,039,20
2020,Quintana Roo,Solidaridad,U1,Vertical,86,008,23
2018,Hidalgo,Tizayuca,U3,Vertical,366,069,13
2020,Hidalgo,Mineral de la Reforma,U2,Horizontal,6,051,13
2018,Chihuahua,Guachochi,FC,Horizontal,167,027,08
2019,Oaxaca,San Jacinto Amilpas,U1,Horizontal,17,157,20
2019,Puebla,Puebla,U1,Vertical,179,114,21
2020,Aguascalientes,Calvillo,FC,Horizontal,3,003,01
2020,Coahuila de Zaragoza,Saltillo,U2,Vertical,264,030,05
2020,Guerrero,Coyuca de Benítez,FC,Horizontal,4,021,12
2019,Puebla,Cuautlancingo,U1,Horizontal,817,041,21
2019,Guanajuato,Acámbaro,FC,Horizontal,7,002,11
2019,Guerrero,Quechultenango,FC,Horizontal,5,051,12
2018,Tabasco,Teapa,U3,Horizontal,4,016,27
2020,Zacatecas,Jerez,U3,Horizontal,3,020,32
2018,Chiapas,San Cristóbal de las Casas,U3,Horizontal,61,078,07
2020,Puebla,Tianguismanalco,FC,Vertical,160,175,21
2018,Jalisco,Puerto Vallarta,FC,Vertical,252,067,14
2020,Puebla,Yaonáhuac,U2,Horizontal,1,204,21
2018,Querétaro,El Marqués,U3,Horizontal,860,011,22
2020,Nuevo León,Guadalupe,U3,Horizontal,27,026,19
2018,Guanajuato,Irapuato,U1,Horizontal,120,017,11
2020,Nuevo León,Guadalupe,U2,Vertical,142,026,19
2018,Hidalgo,Atotonilco de Tula,U1,Vertical,497,013,13
2018,Ciudad de México,Miguel Hidalgo,U2,Vertical,7,016,09
2019,Guanajuato,Celaya,FC,Horizontal,157,007,11
2018,Michoacán de Ocampo,Tarímbaro,U2,Horizontal,2,088,16
2018,Veracruz de Ignacio de la Llave,Cosoleacaque,U2,Vertical,168,048,30
2020,Hidalgo,Apan,U3,Horizontal,4,008,13
2018,Oaxaca,Santa María Atzompa,U1,Horizontal,49,399,20
2019,Colima,Villa de Álvarez,U2,Horizontal,283,010,06
2019,Jalisco,San Juan de los Lagos,U2,Horizontal,1,073,14
2020,Baja California,Tijuana,U3,Vertical,1173,004,02
2020,Coahuila de Zaragoza,Arteaga,U2,Horizontal,5,004,05
2018,San Luis Potosí,Ciudad Valles,U1,Horizontal,3,013,24
2018,San Luis Potosí,San Luis Potosí,U1,Vertical,164,028,24
2020,Sonora,San Luis Río Colorado,U2,Horizontal,248,055,26
2020,Zacatecas,Fresnillo,U1,Horizontal,11,010,32
2020,Guerrero,Acapulco de Juárez,U2,Vertical,35,001,12
2020,Coahuila de Zaragoza,Ramos Arizpe,U3,Horizontal,199,027,05
2019,Puebla,Chignautla,U3,Horizontal,2,054,21
2019,Michoacán de Ocampo,Los Reyes,U2,Horizontal,12,075,16
2019,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,U3,Vertical,124,085,30
2020,Jalisco,Poncitlán,U2,Horizontal,91,066,14
2020,Puebla,Puebla,U3,Vertical,55,114,21
2020,Nuevo León,Pesquería,FC,Vertical,48,041,19
2019,Puebla,Tehuacán,U2,Vertical,5,156,21
2020,Jalisco,El Salto,FC,Horizontal,719,070,14
2019,Nayarit,Tepic,U1,Horizontal,9,017,18
2019,Quintana Roo,Solidaridad,U1,Vertical,118,008,23
2019,Sonora,Navojoa,U2,Horizontal,3,042,26
2020,Yucatán,Mérida,FC,Horizontal,191,050,31
2018,Jalisco,Lagos de Moreno,U2,Horizontal,245,053,14
2019,Tamaulipas,Valle Hermoso,U1,Horizontal,4,040,28
2018,Michoacán de Ocampo,Morelia,U1,Horizontal,429,053,16
2018,Michoacán de Ocampo,Zamora,U2,Horizontal,74,108,16
2019,Michoacán de Ocampo,Morelia,U1,Horizontal,25,053,16
2018,Tlaxcala,Chiautempan,U2,Horizontal,3,010,29
2018,Jalisco,San Pedro Tlaquepaque,U1,Horizontal,6,098,14
2020,México,Nezahualcóyotl,U2,Horizontal,6,058,15
2019,Michoacán de Ocampo,Morelia,U1,Vertical,17,053,16
2020,Coahuila de Zaragoza,Castaños,U2,Horizontal,26,006,05
2020,Michoacán de Ocampo,Tarímbaro,FC,Vertical,96,088,16
2018,México,Tonanitla,U3,Horizontal,22,125,15
2020,Morelos,Yecapixtla,FC,Horizontal,20,030,17
2019,Veracruz de Ignacio de la Llave,Veracruz,U2,Horizontal,327,193,30
2018,Hidalgo,Ixmiquilpan,U2,Horizontal,5,030,13
2018,Michoacán de Ocampo,Zamora,FC,Horizontal,28,108,16
2020,Guanajuato,San Felipe,U3,Vertical,16,030,11
2018,Ciudad de México,Tláhuac,U2,Vertical,130,011,09
2018,Guanajuato,Silao de la Victoria,U1,Horizontal,6,037,11
2019,Veracruz de Ignacio de la Llave,Ixhuatlancillo,U2,Horizontal,1,081,30
2020,Sonora,Nogales,U3,Horizontal,417,043,26
2020,Querétaro,Querétaro,U3,Horizontal,584,014,22
2019,Baja California,Tijuana,U3,Vertical,856,004,02
2018,Jalisco,Tala,U1,Horizontal,28,083,14
2018,Coahuila de Zaragoza,Nava,U1,Horizontal,107,022,05
2019,Chihuahua,Delicias,U1,Horizontal,72,021,08
2020,Guanajuato,Purísima del Rincón,FC,Horizontal,8,025,11
2019,Tlaxcala,Zacatelco,U1,Horizontal,1,044,29
2018,Coahuila de Zaragoza,Piedras Negras,U2,Horizontal,180,025,05
2018,Hidalgo,Mineral de la Reforma,FC,Horizontal,98,051,13
2019,Sonora,Nogales,U2,Vertical,42,043,26
2019,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,U1,Horizontal,2,141,30
2018,Nuevo León,Monterrey,U1,Vertical,603,039,19
2019,Quintana Roo,Solidaridad,U2,Vertical,50,008,23
2018,Jalisco,San Pedro Tlaquepaque,U2,Vertical,710,098,14
2019,Guanajuato,León,U3,Vertical,1330,020,11
2020,México,Huixquilucan,U1,Vertical,36,037,15
2018,Nuevo León,General Escobedo,U3,Horizontal,354,021,19
2020,Zacatecas,Morelos,FC,Horizontal,4,032,32
2019,Jalisco,Zapotiltic,U3,Horizontal,29,121,14
2018,Chiapas,Palenque,U1,Horizontal,9,065,07
2018,Zacatecas,Guadalupe,U2,Horizontal,131,017,32
2020,México,Otzolotepec,FC,Horizontal,486,067,15
2020,Coahuila de Zaragoza,Saltillo,U1,Vertical,210,030,05
2018,Tabasco,Emiliano Zapata,U2,Horizontal,8,007,27
2018,Chiapas,Tuxtla Gutiérrez,U2,Vertical,50,101,07
2020,Yucatán,Umán,U3,Horizontal,606,101,31
2019,Coahuila de Zaragoza,Monclova,U2,Horizontal,115,018,05
2018,México,Toluca,U1,Horizontal,230,106,15
2018,Puebla,Tehuacán,U3,Horizontal,102,156,21
2020,Michoacán de Ocampo,La Piedad,U1,Horizontal,36,069,16
2020,Sonora,Cananea,U2,Horizontal,14,019,26
2019,Aguascalientes,Rincón de Romos,U3,Horizontal,8,007,01
2019,Guanajuato,San José Iturbide,FC,Horizontal,154,032,11
2018,Coahuila de Zaragoza,Francisco I. Madero,U2,Horizontal,15,009,05
2020,Sinaloa,Culiacán,U3,Horizontal,1644,006,25
2020,Michoacán de Ocampo,Zitácuaro,U3,Horizontal,3,112,16
2020,Puebla,Teziutlán,U3,Horizontal,28,174,21
2020,Nuevo León,Monterrey,U1,Vertical,253,039,19
2018,Hidalgo,Apan,U2,Horizontal,7,008,13
2018,Jalisco,Zapopan,U1,Horizontal,7,120,14
2020,Oaxaca,Matías Romero Avendaño,U1,Horizontal,1,057,20
2018,Veracruz de Ignacio de la Llave,Veracruz,U3,Vertical,1328,193,30
2018,Guerrero,Acapulco de Juárez,U3,Horizontal,174,001,12
2019,Nuevo León,Salinas Victoria,U2,Horizontal,189,045,19
2019,Nayarit,Santiago Ixcuintla,FC,Horizontal,2,015,18
2020,San Luis Potosí,Ciudad Valles,U3,Vertical,23,013,24
2020,Tamaulipas,Matamoros,U1,Horizontal,45,022,28
2019,México,Lerma,U1,Horizontal,7,051,15
2018,Tamaulipas,Tampico,U1,Horizontal,26,038,28
2018,Jalisco,Puerto Vallarta,U3,Horizontal,682,067,14
2019,Ciudad de México,Álvaro Obregón,U1,Vertical,575,010,09
2019,Sinaloa,Culiacán,FC,Horizontal,41,006,25
2018,Zacatecas,Calera,U3,Horizontal,45,005,32
2019,Guanajuato,Apaseo el Grande,FC,Vertical,862,005,11
2018,Colima,Armería,U1,Horizontal,1,001,06
2019,Veracruz de Ignacio de la Llave,Orizaba,U2,Horizontal,48,118,30
2018,Yucatán,Kanasín,U3,Horizontal,1063,041,31
2018,Hidalgo,Pachuca de Soto,U2,Horizontal,13,048,13
2018,Morelos,Yecapixtla,FC,Vertical,896,030,17
2019,México,La Paz,U2,Horizontal,8,070,15
2020,Puebla,Coronango,U3,Vertical,312,034,21
2020,Nuevo León,El Carmen,FC,Horizontal,3,010,19
2018,Hidalgo,Mineral de la Reforma,U2,Horizontal,403,051,13
2019,San Luis Potosí,Rioverde,U3,Horizontal,82,024,24
2019,Zacatecas,Zacatecas,U3,Horizontal,70,056,32
2020,Chihuahua,Hidalgo del Parral,U1,Horizontal,27,032,08
2020,México,Huixquilucan,U2,Vertical,129,037,15
2019,San Luis Potosí,San Luis Potosí,U1,Horizontal,119,028,24
2019,Chihuahua,Chihuahua,U1,Horizontal,216,019,08
2018,Baja California,Ensenada,U3,Vertical,72,001,02
2019,Morelos,Emiliano Zapata,U1,Horizontal,147,008,17
2020,Quintana Roo,Tulum,U3,Vertical,60,009,23
2019,Nuevo León,Salinas Victoria,FC,Horizontal,47,045,19
2019,Jalisco,El Salto,U3,Vertical,1416,070,14
2020,Sonora,Puerto Peñasco,U1,Horizontal,5,048,26
2018,Oaxaca,Santa María Atzompa,FC,Horizontal,5,399,20
2020,Guerrero,Chilpancingo de los Bravo,U2,Horizontal,1,029,12
2018,Colima,Manzanillo,U2,Vertical,21,007,06
2018,Guerrero,Acapulco de Juárez,U3,Vertical,304,001,12
2020,Chiapas,Tuxtla Gutiérrez,U2,Vertical,146,101,07
2019,Tamaulipas,Ciudad Madero,U2,Vertical,6,009,28
2019,Zacatecas,Loreto,U2,Horizontal,8,024,32
2018,Sinaloa,Mazatlán,U2,Horizontal,211,012,25
2020,Tlaxcala,Tlaxcala,U2,Vertical,32,033,29
2018,Nuevo León,Juárez,U2,Horizontal,881,031,19
2020,México,Toluca,FC,Horizontal,32,106,15
2018,Veracruz de Ignacio de la Llave,Veracruz,U3,Horizontal,1012,193,30
2020,Baja California,Tijuana,U1,Horizontal,380,004,02
2018,Puebla,San Andrés Cholula,U2,Vertical,40,119,21
2020,Chiapas,Pijijiapan,U3,Horizontal,2,069,07
2018,Michoacán de Ocampo,Los Reyes,U2,Vertical,8,075,16
2020,Yucatán,Umán,U2,Vertical,147,101,31
2019,Yucatán,Motul,U3,Horizontal,3,052,31
2018,Tamaulipas,Nuevo Laredo,U2,Horizontal,13,027,28
2019,Chiapas,Tuxtla Gutiérrez,U1,Horizontal,5,101,07
2019,Guerrero,Acapulco de Juárez,U1,Vertical,378,001,12
2018,Quintana Roo,Solidaridad,FC,Horizontal,467,008,23
2020,Veracruz de Ignacio de la Llave,Veracruz,U3,Vertical,933,193,30
2018,Guanajuato,Salamanca,FC,Vertical,162,027,11
2020,Tlaxcala,Yauhquemehcan,U2,Horizontal,16,043,29
2020,Yucatán,Kanasín,FC,Horizontal,134,041,31
2019,Ciudad de México,Cuauhtémoc,U1,Horizontal,9,015,09
2019,Baja California Sur,Comondú,U2,Horizontal,18,001,03
2020,Guanajuato,Irapuato,U1,Horizontal,44,017,11
2018,México,Cuautitlán,U2,Horizontal,227,024,15
2019,Aguascalientes,Aguascalientes,U2,Horizontal,842,001,01
2018,Jalisco,El Arenal,FC,Vertical,444,009,14
2018,Sonora,Hermosillo,U1,Horizontal,126,030,26
2019,Morelos,Cuernavaca,U1,Vertical,58,007,17
2018,Jalisco,Zapopan,U3,Horizontal,844,120,14
2020,Yucatán,Mérida,U2,Vertical,12,050,31
2020,México,Acolman,U3,Horizontal,35,002,15
2020,Colima,Villa de Álvarez,U1,Horizontal,64,010,06
2018,Veracruz de Ignacio de la Llave,Boca del Río,U1,Vertical,2,028,30
2019,Jalisco,San Juan de los Lagos,U3,Horizontal,206,073,14
2019,Michoacán de Ocampo,Sahuayo,U3,Horizontal,22,076,16
2019,Guanajuato,León,U2,Horizontal,564,020,11
2018,Ciudad de México,Tlalpan,U1,Horizontal,2,012,09
2018,Querétaro,Querétaro,FC,Vertical,69,014,22
2019,Sinaloa,Mazatlán,U3,Vertical,420,012,25
2018,Puebla,Puebla,U1,Vertical,140,114,21
2018,Jalisco,Ameca,U3,Horizontal,9,006,14
2018,Guanajuato,Salamanca,U3,Vertical,158,027,11
2020,Querétaro,San Juan del Río,U3,Horizontal,803,016,22
2018,México,Cuautitlán Izcalli,U3,Horizontal,9,121,15
2019,Hidalgo,Zempoala,U3,Horizontal,354,083,13
2018,Tamaulipas,Altamira,U2,Horizontal,9,003,28
2018,Coahuila de Zaragoza,Monclova,U2,Horizontal,108,018,05
2019,México,Coacalco de Berriozábal,U2,Horizontal,145,020,15
2018,Coahuila de Zaragoza,Múzquiz,U1,Horizontal,66,020,05
2018,Veracruz de Ignacio de la Llave,Tantoyuca,U3,Horizontal,2,155,30
2019,Baja California,Mexicali,U1,Horizontal,747,002,02
2020,Guanajuato,Irapuato,FC,Horizontal,31,017,11
2018,Baja California Sur,Loreto,U2,Horizontal,6,009,03
2019,Tabasco,Paraíso,U2,Horizontal,6,014,27
2019,Chiapas,Arriaga,U2,Horizontal,3,009,07
2019,Baja California,Mexicali,U2,Horizontal,609,002,02
2018,San Luis Potosí,Tamazunchale,U1,Horizontal,1,037,24
2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,U2,Horizontal,91,039,30
2019,Hidalgo,Tepeapulco,U2,Horizontal,14,061,13
2018,Jalisco,Etzatlán,FC,Horizontal,27,036,14
2019,Baja California,Tijuana,U1,Horizontal,164,004,02
2020,Colima,Villa de Álvarez,U2,Vertical,6,010,06
2020,Tabasco,Emiliano Zapata,U1,Horizontal,1,007,27
2018,México,Chalco,U3,Horizontal,309,025,15
2019,Chihuahua,Nuevo Casas Grandes,U3,Horizontal,8,050,08
2019,Jalisco,Zapotlán el Grande,U3,Vertical,260,023,14
2018,Coahuila de Zaragoza,General Cepeda,FC,Horizontal,5,011,05
2019,Sonora,Caborca,U2,Horizontal,27,017,26
2018,Ciudad de México,La Magdalena Contreras,U2,Horizontal,24,008,09
2018,Sinaloa,Navolato,U2,Horizontal,1,018,25
2019,Nuevo León,Linares,U2,Horizontal,108,033,19
2019,Durango,Durango,U1,Vertical,58,005,10
2018,Yucatán,Mérida,FC,Horizontal,130,050,31
2018,Nuevo León,Salinas Victoria,U3,Horizontal,172,045,19
2018,Colima,Manzanillo,U2,Horizontal,137,007,06
2020,Colima,Villa de Álvarez,U2,Horizontal,176,010,06
2020,Hidalgo,Mineral de la Reforma,U3,Horizontal,993,051,13
2019,Nayarit,Santiago Ixcuintla,U3,Horizontal,22,015,18
2018,Jalisco,Tlajomulco de Zúñiga,U1,Vertical,66,097,14
2020,Zacatecas,Río Grande,U1,Horizontal,3,039,32
2020,Quintana Roo,Puerto Morelos,FC,Horizontal,165,011,23
2020,Guerrero,Acapulco de Juárez,FC,Horizontal,29,001,12
2019,Oaxaca,Santa Cruz Xoxocotlán,U3,Horizontal,28,385,20
2020,Veracruz de Ignacio de la Llave,Veracruz,U2,Horizontal,439,193,30
2018,Sonora,Empalme,U3,Horizontal,76,025,26
2020,Baja California,Tijuana,FC,Horizontal,335,004,02
2018,Jalisco,Acatlán de Juárez,FC,Horizontal,60,002,14
2019,Chiapas,Berriozábal,FC,Horizontal,105,012,07
2020,Chihuahua,Cuauhtémoc,U2,Horizontal,168,017,08
2018,Sinaloa,Ahome,U1,Horizontal,112,001,25
2018,Tlaxcala,Xaloztoc,U1,Vertical,20,039,29
2019,Sonora,Navojoa,U1,Horizontal,22,042,26
2019,Jalisco,Tuxpan,U3,Horizontal,1,108,14
2020,Oaxaca,Salina Cruz,U2,Horizontal,42,079,20
2018,Puebla,San Martín Texmelucan,U2,Horizontal,14,132,21
2020,México,Zinacantepec,U3,Horizontal,63,118,15
2019,Chihuahua,Ignacio Zaragoza,FC,Horizontal,78,034,08
2020,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U3,Horizontal,10,131,30
2018,Sonora,Nogales,U2,Vertical,3,043,26
2019,Baja California,Tijuana,U3,Horizontal,986,004,02
2019,Nuevo León,Juárez,FC,Horizontal,405,031,19
2020,Nuevo León,García,U3,Horizontal,5534,018,19
2019,Sonora,Santa Ana,FC,Horizontal,4,058,26
2019,Hidalgo,Tulancingo de Bravo,U3,Horizontal,4,077,13
2019,Baja California Sur,Los Cabos,U3,Horizontal,96,008,03
2020,Chihuahua,Nuevo Casas Grandes,U1,Horizontal,6,050,08
2018,Durango,Durango,U2,Vertical,24,005,10
2019,Chiapas,Escuintla,FC,Horizontal,2,032,07
2018,Hidalgo,San Agustín Tlaxiaca,U1,Horizontal,1,052,13
2020,Hidalgo,Mineral de la Reforma,FC,Horizontal,193,051,13
2018,Tamaulipas,Río Bravo,U2,Horizontal,137,033,28
2019,México,Atlacomulco,U1,Horizontal,16,014,15
2020,Zacatecas,Fresnillo,U3,Horizontal,147,010,32
2020,Baja California Sur,Loreto,U2,Horizontal,1,009,03
2018,Baja California,Tijuana,U1,Vertical,256,004,02
2018,Baja California Sur,Los Cabos,FC,Vertical,24,008,03
2020,Guanajuato,Salamanca,FC,Horizontal,311,027,11
2019,Hidalgo,Mineral de la Reforma,FC,Horizontal,353,051,13
2019,Veracruz de Ignacio de la Llave,Huatusco,U2,Horizontal,1,071,30
2018,Puebla,Puebla,U1,Horizontal,58,114,21
2018,Jalisco,Poncitlán,U1,Horizontal,3,066,14
2018,Guanajuato,Silao de la Victoria,U2,Horizontal,28,037,11
2018,Tlaxcala,Huamantla,U2,Horizontal,5,013,29
2019,Guanajuato,Purísima del Rincón,FC,Horizontal,18,025,11
2018,Jalisco,El Salto,U1,Horizontal,1,070,14
2019,Tabasco,Comalcalco,U2,Horizontal,1,005,27
2020,México,Cuautitlán,U3,Horizontal,1432,024,15
2019,Sinaloa,Rosario,U1,Horizontal,18,014,25
2019,Jalisco,Zapopan,U1,Horizontal,70,120,14
2020,Guanajuato,San Felipe,U3,Horizontal,46,030,11
2020,Coahuila de Zaragoza,Allende,U1,Horizontal,9,003,05
2019,Puebla,Coronango,U1,Horizontal,221,034,21
2019,Jalisco,Ameca,U1,Horizontal,1,006,14
2019,Puebla,Huejotzingo,U3,Vertical,1226,074,21
2018,Tabasco,Nacajuca,U2,Horizontal,153,013,27
2018,Puebla,Ocoyucan,U3,Horizontal,2,106,21
2019,Michoacán de Ocampo,Apatzingán,U2,Horizontal,6,006,16
2020,San Luis Potosí,San Luis Potosí,U1,Horizontal,84,028,24
2020,Quintana Roo,Solidaridad,U2,Horizontal,45,008,23
2019,Chihuahua,Hidalgo del Parral,U2,Horizontal,72,032,08
2019,Puebla,San Martín Texmelucan,U2,Vertical,36,132,21
2020,Coahuila de Zaragoza,Allende,U2,Horizontal,76,003,05
2019,Hidalgo,Zempoala,U1,Horizontal,35,083,13
2018,Jalisco,Tonalá,FC,Vertical,88,101,14
2018,Veracruz de Ignacio de la Llave,Emiliano Zapata,U3,Horizontal,170,065,30
2020,Guanajuato,San Miguel de Allende,FC,Horizontal,313,003,11
2020,Michoacán de Ocampo,Apatzingán,U3,Horizontal,31,006,16
2018,Puebla,Izúcar de Matamoros,U2,Horizontal,15,085,21
2019,Yucatán,Kanasín,U3,Horizontal,596,041,31
2020,Michoacán de Ocampo,Zamora,U3,Horizontal,71,108,16
2020,Zacatecas,Jerez,U1,Horizontal,4,020,32
2020,Michoacán de Ocampo,Lázaro Cárdenas,U3,Horizontal,1,052,16
2018,Ciudad de México,Xochimilco,U1,Vertical,7,013,09
2019,Guanajuato,Villagrán,U3,Horizontal,342,044,11
2020,México,Tecámac,U3,Vertical,460,081,15
2018,Jalisco,Tlajomulco de Zúñiga,U2,Vertical,485,097,14
2020,Baja California Sur,Comondú,U3,Horizontal,21,001,03
2018,Veracruz de Ignacio de la Llave,Pánuco,U3,Horizontal,2,123,30
2020,Chiapas,Comitán de Domínguez,U3,Horizontal,121,019,07
2019,Querétaro,Querétaro,U2,Horizontal,343,014,22
2018,Nuevo León,Ciénega de Flores,U2,Horizontal,805,012,19
2018,Jalisco,San Juan de los Lagos,U1,Horizontal,2,073,14
2020,Michoacán de Ocampo,Zacapu,U1,Horizontal,5,107,16
2019,Sonora,Guaymas,FC,Horizontal,27,029,26
2019,Guerrero,Chilpancingo de los Bravo,U2,Horizontal,1,029,12
2018,Veracruz de Ignacio de la Llave,Xalapa,U2,Vertical,21,087,30
2018,Querétaro,Corregidora,FC,Horizontal,322,006,22
2018,Sinaloa,Navolato,U2,Vertical,1,018,25
2019,Colima,Tecomán,U2,Horizontal,187,009,06
2020,Hidalgo,Tepeapulco,U2,Horizontal,5,061,13
2020,Jalisco,Tonalá,U3,Vertical,925,101,14
2019,Jalisco,Ocotlán,U1,Horizontal,28,063,14
2018,Nuevo León,Santa Catarina,U1,Vertical,40,048,19
2018,Guanajuato,Purísima del Rincón,U2,Horizontal,61,025,11
2018,Querétaro,Querétaro,U1,Horizontal,128,014,22
2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,U3,Horizontal,12,039,30
2019,Coahuila de Zaragoza,Matamoros,U3,Horizontal,128,017,05
2018,Oaxaca,Heroica Ciudad de Huajuapan de León,U2,Horizontal,21,039,20
2020,Morelos,Yecapixtla,FC,Vertical,640,030,17
2018,Oaxaca,Santa Cruz Xoxocotlán,U2,Horizontal,1,385,20
2020,Nuevo León,Cadereyta Jiménez,U2,Horizontal,88,009,19
2018,Michoacán de Ocampo,Pátzcuaro,U1,Horizontal,7,066,16
2018,San Luis Potosí,Ciudad Valles,FC,Horizontal,72,013,24
2020,Coahuila de Zaragoza,San Pedro,U3,Horizontal,264,033,05
2020,San Luis Potosí,San Luis Potosí,U3,Horizontal,453,028,24
2020,Querétaro,El Marqués,FC,Horizontal,849,011,22
2018,Chiapas,Tapachula,FC,Horizontal,171,089,07
2020,Jalisco,Valle de Guadalupe,FC,Horizontal,109,111,14
2019,Sinaloa,Mazatlán,U1,Horizontal,20,012,25
2019,Jalisco,Lagos de Moreno,U1,Horizontal,16,053,14
2020,Tamaulipas,Río Bravo,U2,Horizontal,153,033,28
2019,Michoacán de Ocampo,Zamora,U1,Vertical,20,108,16
2020,Jalisco,Tuxpan,U1,Horizontal,1,108,14
2018,Puebla,Puebla,U3,Horizontal,439,114,21
2019,Coahuila de Zaragoza,Saltillo,U1,Horizontal,184,030,05
2020,Puebla,Coronango,U3,Horizontal,388,034,21
2019,Sonora,Guaymas,U3,Horizontal,22,029,26
2018,Tlaxcala,Xaloztoc,U2,Horizontal,2,039,29
2018,Chihuahua,Hidalgo del Parral,U2,Horizontal,63,032,08
2019,Puebla,Teziutlán,U1,Vertical,54,174,21
2019,Querétaro,Querétaro,U2,Vertical,281,014,22
2020,Chiapas,Pichucalco,U2,Horizontal,1,068,07
2018,Coahuila de Zaragoza,Acuña,U2,Horizontal,399,002,05
