clave_municipio,clave_estado,ano,estado,municipio,modalidad,linea_apoyo,acciones,monto
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Autoproducción,Ampliación de vivienda,462,41580000.0
087,30,2020,Veracruz de Ignacio de la Llave,Xalapa,Autoproducción,Mejoramiento,642,22470000.0
089,30,2020,Veracruz de Ignacio de la Llave,Jáltipan,Reconstrucción de vivienda,Reconstrucción total de vivienda,4,1090100.0
089,30,2020,Veracruz de Ignacio de la Llave,Jáltipan,Autoproducción,Ampliación de vivienda,4,360000.0
108,30,2020,Veracruz de Ignacio de la Llave,Minatitlán,Reconstrucción de vivienda,Reconstrucción total de vivienda,27,7232300.0
108,30,2020,Veracruz de Ignacio de la Llave,Minatitlán,Autoproducción,Ampliación de vivienda,237,21330000.0
108,30,2020,Veracruz de Ignacio de la Llave,Minatitlán,Autoproducción,Mejoramiento,454,15890000.0
116,30,2020,Veracruz de Ignacio de la Llave,Oluta,Autoproducción,Ampliación de vivienda,117,10530000.0
116,30,2020,Veracruz de Ignacio de la Llave,Oluta,Autoproducción,Mejoramiento,132,4620000.0
138,30,2020,Veracruz de Ignacio de la Llave,Río Blanco,Autoproducción,Ampliación de vivienda,1,90000.0
141,30,2020,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,Autoproducción,Ampliación de vivienda,345,31050000.0
141,30,2020,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,Autoproducción,Mejoramiento,462,16170000.0
144,30,2020,Veracruz de Ignacio de la Llave,Sayula de Alemán,Autoproducción,Ampliación de vivienda,135,12150000.0
144,30,2020,Veracruz de Ignacio de la Llave,Sayula de Alemán,Autoproducción,Mejoramiento,167,5845000.0
149,30,2020,Veracruz de Ignacio de la Llave,Soteapan,Autoproducción,Ampliación de vivienda,145,13050000.0
149,30,2020,Veracruz de Ignacio de la Llave,Soteapan,Autoproducción,Mejoramiento,159,5565000.0
172,30,2020,Veracruz de Ignacio de la Llave,Texistepec,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,108000.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Autoproducción,Ampliación de vivienda,214,9891080.0
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Autoproducción,Autoproducción,363,38625283.68
193,30,2020,Veracruz de Ignacio de la Llave,Veracruz,Autoproducción,Mejoramiento,112,5176640.0
011,31,2020,Yucatán,Celestún,Autoproducción,Autoproducción,33,3050530.56
019,31,2020,Yucatán,Chemax,Autoproducción,Ampliación de vivienda,44,3960000.0
019,31,2020,Yucatán,Chemax,Autoproducción,Mejoramiento,81,2835000.0
038,31,2020,Yucatán,Hunucmá,Autoproducción,Autoproducción,59,5453978.88
040,31,2020,Yucatán,Izamal,Autoproducción,Ampliación de vivienda,132,11880000.0
040,31,2020,Yucatán,Izamal,Autoproducción,Mejoramiento,116,4060000.0
048,31,2020,Yucatán,Maxcanú,Autoproducción,Ampliación de vivienda,173,15570000.0
048,31,2020,Yucatán,Maxcanú,Autoproducción,Mejoramiento,88,3080000.0
050,31,2020,Yucatán,Mérida,Autoproducción,Ampliación de vivienda,393,35370000.0
050,31,2020,Yucatán,Mérida,Autoproducción,Autoproducción,2,184880.64
050,31,2020,Yucatán,Mérida,Autoproducción,Mejoramiento,490,17150000.0
059,31,2020,Yucatán,Progreso,Autoproducción,Ampliación de vivienda,71,3088012.96
059,31,2020,Yucatán,Progreso,Autoproducción,Autoproducción,83,7672546.56
059,31,2020,Yucatán,Progreso,Autoproducción,Mejoramiento,101,4668236.16
066,31,2020,Yucatán,Santa Elena,Autoproducción,Autoproducción,8,739522.56
091,31,2020,Yucatán,Tinum,Autoproducción,Ampliación de vivienda,36,3240000.0
091,31,2020,Yucatán,Tinum,Autoproducción,Mejoramiento,51,1785000.0
101,31,2020,Yucatán,Umán,Autoproducción,Autoproducción,14,1294164.48
102,31,2020,Yucatán,Valladolid,Autoproducción,Ampliación de vivienda,101,9090000.0
102,31,2020,Yucatán,Valladolid,Autoproducción,Mejoramiento,104,3640000.0
010,32,2020,Zacatecas,Fresnillo,Autoproducción,Ampliación de vivienda,342,30780000.0
010,32,2020,Zacatecas,Fresnillo,Autoproducción,Mejoramiento,466,16310000.0
001,02,2021,Baja California,Ensenada,Autoproducción,Ampliación de vivienda,498,44820000.0
001,02,2021,Baja California,Ensenada,Autoproducción,Mejoramiento,1193,41755000.0
002,02,2021,Baja California,Mexicali,Autoproducción,Ampliación de vivienda,29,1981321.04
002,02,2021,Baja California,Mexicali,Autoproducción,Mejoramiento,10,721750.0
002,02,2021,Baja California,Mexicali,Autoproducción,Vivienda nueva,23,2384885.0
004,02,2021,Baja California,Tijuana,Autoproducción,Vivienda nueva,273,63306533.93
004,02,2021,Baja California,Tijuana,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,40,9599729.99
004,02,2021,Baja California,Tijuana,Reubicación de Vivienda,Adquisición de vivienda usada para reubicación,10,173660.0
005,02,2021,Baja California,Playas de Rosarito,Autoproducción,Vivienda nueva,1,245995.15
001,04,2021,Campeche,Calkiní,Autoproducción,Ampliación de vivienda,89,8010000.0
001,04,2021,Campeche,Calkiní,Autoproducción,Mejoramiento,353,12355000.0
001,04,2021,Campeche,Calkiní,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,698480.0
002,04,2021,Campeche,Campeche,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,10,6333817.12
003,04,2021,Campeche,Carmen,Autoproducción,Ampliación de vivienda,501,45090000.0
003,04,2021,Campeche,Carmen,Autoproducción,Mejoramiento,1358,47530000.0
004,04,2021,Campeche,Champotón,Autoproducción,Ampliación de vivienda,6,540000.0
004,04,2021,Campeche,Champotón,Reubicación de Vivienda,Vivienda nueva,24,16336950.0
004,04,2021,Campeche,Champotón,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,14,15296655.91
004,04,2021,Campeche,Champotón,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,619979.68
005,04,2021,Campeche,Hecelchakán,Reubicación de Vivienda,Vivienda nueva,6,3900000.0
008,04,2021,Campeche,Tenabo,Reubicación de Vivienda,Vivienda nueva,13,8448260.0
008,04,2021,Campeche,Tenabo,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,2,1287768.91
009,04,2021,Campeche,Escárcega,Autoproducción,Ampliación de vivienda,254,22935000.0
009,04,2021,Campeche,Escárcega,Autoproducción,Mejoramiento,426,14910000.0
009,04,2021,Campeche,Escárcega,Autoproducción,Vivienda nueva,22,9167350.0
009,04,2021,Campeche,Escárcega,Reubicación de Vivienda,Vivienda nueva,35,23659541.5
009,04,2021,Campeche,Escárcega,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,52,67175853.12
010,04,2021,Campeche,Calakmul,Autoproducción,Ampliación de vivienda,185,16650000.0
010,04,2021,Campeche,Calakmul,Autoproducción,Mejoramiento,157,5495000.0
011,04,2021,Campeche,Candelaria,Autoproducción,Ampliación de vivienda,105,9450000.0
011,04,2021,Campeche,Candelaria,Autoproducción,Mejoramiento,526,18410000.0
011,04,2021,Campeche,Candelaria,Reubicación de Vivienda,Vivienda nueva,5,3769130.0
011,04,2021,Campeche,Candelaria,Reubicación de Vivienda,Edificación de conjunto habitacional para reubicación,114,95250211.74
009,05,2021,Coahuila de Zaragoza,Francisco I. Madero,Autoproducción,Ampliación de vivienda,16,1440000.0
010,05,2021,Coahuila de Zaragoza,Frontera,Autoproducción,Vivienda nueva,1,463156.16
010,05,2021,Coahuila de Zaragoza,Frontera,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,463156.16
018,05,2021,Coahuila de Zaragoza,Monclova,Autoproducción,Ampliación de vivienda,1,92631.23
020,05,2021,Coahuila de Zaragoza,Múzquiz,Autoproducción,Ampliación de vivienda,2,635910.84
020,05,2021,Coahuila de Zaragoza,Múzquiz,Autoproducción,Mejoramiento,1,246362.0
020,05,2021,Coahuila de Zaragoza,Múzquiz,Autoproducción,Vivienda nueva,6,2778936.96
020,05,2021,Coahuila de Zaragoza,Múzquiz,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,3,1389468.48
022,05,2021,Coahuila de Zaragoza,Nava,Autoproducción,Ampliación de vivienda,1,92631.23
028,05,2021,Coahuila de Zaragoza,Sabinas,Autoproducción,Vivienda nueva,1,463156.16
028,05,2021,Coahuila de Zaragoza,Sabinas,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,4,1852624.64
030,05,2021,Coahuila de Zaragoza,Saltillo,Autoproducción,Ampliación de vivienda,1,92631.23
032,05,2021,Coahuila de Zaragoza,San Juan de Sabinas,Autoproducción,Ampliación de vivienda,2,185262.46
032,05,2021,Coahuila de Zaragoza,San Juan de Sabinas,Autoproducción,Vivienda nueva,4,1857646.32
032,05,2021,Coahuila de Zaragoza,San Juan de Sabinas,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,7,3242093.12
003,07,2021,Chiapas,Acapetahua,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,25,2504000.0
003,07,2021,Chiapas,Acapetahua,Reconstrucción de vivienda,Reconstrucción total de vivienda,115,16841772.0
005,07,2021,Chiapas,Amatán,Autoproducción,Ampliación de vivienda,10,1838000.0
005,07,2021,Chiapas,Amatán,Autoproducción,Mejoramiento,4,400000.0
005,07,2021,Chiapas,Amatán,Autoproducción,Vivienda nueva,39,10758000.0
006,07,2021,Chiapas,Amatenango de la Frontera,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,170000.0
006,07,2021,Chiapas,Amatenango de la Frontera,Reconstrucción de vivienda,Reconstrucción total de vivienda,34,6380000.0
008,07,2021,Chiapas,Ángel Albino Corzo,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,5,510000.0
008,07,2021,Chiapas,Ángel Albino Corzo,Reconstrucción de vivienda,Reconstrucción total de vivienda,108,19330000.0
017,07,2021,Chiapas,Cintalapa de Figueroa,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,9,841000.0
017,07,2021,Chiapas,Cintalapa de Figueroa,Reconstrucción de vivienda,Reconstrucción total de vivienda,113,20824292.0
017,07,2021,Chiapas,Cintalapa de Figueroa,Reconstrucción de vivienda,Rehabilitación de vivienda con valor patrimonial,1,1200000.0
019,07,2021,Chiapas,Comitán de Domínguez,Autoproducción,Ampliación de vivienda,380,34200000.0
019,07,2021,Chiapas,Comitán de Domínguez,Autoproducción,Mejoramiento,942,32970000.0
020,07,2021,Chiapas,La Concordia,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,184,13823000.0
020,07,2021,Chiapas,La Concordia,Reconstrucción de vivienda,Reconstrucción total de vivienda,700,126214177.38
022,07,2021,Chiapas,Chalchihuitán,Autoproducción,Vivienda nueva,18,3960000.0
026,07,2021,Chiapas,Chenalhó,Autoproducción,Mejoramiento,420,9365000.0
026,07,2021,Chiapas,Chenalhó,Autoproducción,Vivienda nueva,30,9000000.0
033,07,2021,Chiapas,Francisco León,Autoproducción,Ampliación de vivienda,22,3914000.0
033,07,2021,Chiapas,Francisco León,Autoproducción,Vivienda nueva,30,8408000.0
044,07,2021,Chiapas,Ixtapa,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,785696.0
046,07,2021,Chiapas,Jiquipilas,Reconstrucción de vivienda,Reconstrucción total de vivienda,8,1292696.0
051,07,2021,Chiapas,Mapastepec,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,90000.0
051,07,2021,Chiapas,Mapastepec,Reconstrucción de vivienda,Reconstrucción total de vivienda,92,14862340.0
057,07,2021,Chiapas,Motozintla,Reconstrucción de vivienda,Reconstrucción total de vivienda,4,860000.0
059,07,2021,Chiapas,Ocosingo,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,210000.0
065,07,2021,Chiapas,Palenque,Autoproducción,Ampliación de vivienda,263,23670000.0
065,07,2021,Chiapas,Palenque,Autoproducción,Mejoramiento,1335,46725000.0
065,07,2021,Chiapas,Palenque,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,712819.0
069,07,2021,Chiapas,Pijijiapan,Reconstrucción de vivienda,Reconstrucción total de vivienda,31,5830000.0
070,07,2021,Chiapas,El Porvenir,Reconstrucción de vivienda,Reconstrucción total de vivienda,2,430000.0
073,07,2021,Chiapas,Rayón,Autoproducción,Ampliación de vivienda,22,3673000.0
073,07,2021,Chiapas,Rayón,Autoproducción,Mejoramiento,6,810000.0
073,07,2021,Chiapas,Rayón,Autoproducción,Vivienda nueva,16,4350000.0
078,07,2021,Chiapas,San Cristóbal de las Casas,Autoproducción,Ampliación de vivienda,259,23310000.0
078,07,2021,Chiapas,San Cristóbal de las Casas,Autoproducción,Mejoramiento,1303,45605000.0
089,07,2021,Chiapas,Tapachula,Autoproducción,Vivienda nueva,70,15400000.0
092,07,2021,Chiapas,Tecpatán,Autoproducción,Ampliación de vivienda,31,5576000.0
092,07,2021,Chiapas,Tecpatán,Autoproducción,Mejoramiento,7,980000.0
092,07,2021,Chiapas,Tecpatán,Autoproducción,Vivienda nueva,22,6550000.0
097,07,2021,Chiapas,Tonalá,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,233020.0
101,07,2021,Chiapas,Tuxtla Gutiérrez,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,205000.0
101,07,2021,Chiapas,Tuxtla Gutiérrez,Autoproducción,Ampliación de vivienda,192,17280000.0
101,07,2021,Chiapas,Tuxtla Gutiérrez,Autoproducción,Mejoramiento,1407,49245000.0
105,07,2021,Chiapas,Unión Juárez,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,27,2281000.0
105,07,2021,Chiapas,Unión Juárez,Reconstrucción de vivienda,Reconstrucción total de vivienda,30,4415000.0
107,07,2021,Chiapas,Villa Corzo,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,13,1213000.0
107,07,2021,Chiapas,Villa Corzo,Reconstrucción de vivienda,Reconstrucción total de vivienda,281,48532516.0
113,07,2021,Chiapas,Aldama,Autoproducción,Mejoramiento,68,1475000.0
113,07,2021,Chiapas,Aldama,Autoproducción,Vivienda nueva,10,2200000.0
113,07,2021,Chiapas,Aldama,Reubicación de Vivienda,Vivienda nueva,12,3120000.0
117,07,2021,Chiapas,Montecristo de Guerrero,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,170000.0
117,07,2021,Chiapas,Montecristo de Guerrero,Reconstrucción de vivienda,Reconstrucción total de vivienda,37,6264948.0
029,08,2021,Chihuahua,Guadalupe y Calvo,Autoproducción,Ampliación de vivienda,49,4410000.0
065,08,2021,Chihuahua,Urique,Autoproducción,Ampliación de vivienda,36,3240000.0
003,09,2021,Ciudad de México,Coyoacán,Reconstrucción de vivienda,Rehabilitación de vivienda con valor patrimonial,1,3300000.0
001,12,2021,Guerrero,Acapulco de Juárez,Autoproducción,Vivienda nueva,1,313310.72
008,12,2021,Guerrero,Atenango del Río,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,266000.0
008,12,2021,Guerrero,Atenango del Río,Reconstrucción de vivienda,Reconstrucción total de vivienda,15,3078048.0
008,12,2021,Guerrero,Atenango del Río,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,2,438444.0
024,12,2021,Guerrero,Cualác,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,10,953600.0
024,12,2021,Guerrero,Cualác,Reconstrucción de vivienda,Reconstrucción total de vivienda,14,2620000.0
024,12,2021,Guerrero,Cualác,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,32,5032300.0
029,12,2021,Guerrero,Chilpancingo de los Bravo,Autoproducción,Ampliación de vivienda,312,28080000.0
029,12,2021,Guerrero,Chilpancingo de los Bravo,Autoproducción,Mejoramiento,1390,48650000.0
034,12,2021,Guerrero,Huitzuco de los Figueroa,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,3,399000.0
034,12,2021,Guerrero,Huitzuco de los Figueroa,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,1030648.0
034,12,2021,Guerrero,Huitzuco de los Figueroa,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,3,390420.0
035,12,2021,Guerrero,Iguala de la Independencia,Autoproducción,Ampliación de vivienda,107,9630000.0
035,12,2021,Guerrero,Iguala de la Independencia,Autoproducción,Mejoramiento,1502,52570000.0
041,12,2021,Guerrero,Malinaltepec,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,10,1776367.43
045,12,2021,Guerrero,Olinalá,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,116000.0
045,12,2021,Guerrero,Olinalá,Reconstrucción de vivienda,Reconstrucción total de vivienda,8,1870000.0
045,12,2021,Guerrero,Olinalá,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,32,4422000.0
049,12,2021,Guerrero,Pilcaya,Reconstrucción de vivienda,Reconstrucción total de vivienda,11,2176000.0
055,12,2021,Guerrero,Taxco de Alarcón,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,108000.0
055,12,2021,Guerrero,Taxco de Alarcón,Reconstrucción de vivienda,Reconstrucción total de vivienda,4,813796.0
055,12,2021,Guerrero,Taxco de Alarcón,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,14,2940000.0
058,12,2021,Guerrero,Teloloapan,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,7,1002554.0
058,12,2021,Guerrero,Teloloapan,Reconstrucción de vivienda,Reconstrucción total de vivienda,9,1750035.0
059,12,2021,Guerrero,Tepecoacuilco de Trujano,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,200000.0
059,12,2021,Guerrero,Tepecoacuilco de Trujano,Reconstrucción de vivienda,Rehabilitación de vivienda con valor patrimonial,1,1457740.0
060,12,2021,Guerrero,Tetipac,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,198000.0
060,12,2021,Guerrero,Tetipac,Reconstrucción de vivienda,Reconstrucción total de vivienda,10,2131000.0
060,12,2021,Guerrero,Tetipac,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,9,1688000.0
066,12,2021,Guerrero,Tlapa de Comonfort,Reconstrucción de vivienda,Reconstrucción total de vivienda,14,2998500.0
066,12,2021,Guerrero,Tlapa de Comonfort,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,29,4010000.0
053,13,2021,Hidalgo,San Bartolo Tutotepec,Reubicación de Vivienda,Vivienda nueva,2,440000.0
015,15,2021,México,Atlautla,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,7,632000.0
015,15,2021,México,Atlautla,Reconstrucción de vivienda,Reconstrucción total de vivienda,10,1828000.0
025,15,2021,México,Chalco,Autoproducción,Vivienda nueva,1,260000.0
033,15,2021,México,Ecatepec de Morelos,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,180000.0
033,15,2021,México,Ecatepec de Morelos,Autoproducción,Ampliación de vivienda,6,540000.0
033,15,2021,México,Ecatepec de Morelos,Autoproducción,Vivienda nueva,24,475534.56
034,15,2021,México,Ecatzingo,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,230000.0
044,15,2021,México,Jaltenco,Autoproducción,Ampliación de vivienda,247,22230000.0
044,15,2021,México,Jaltenco,Autoproducción,Mejoramiento,512,17920000.0
049,15,2021,México,Joquicingo,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,7,641000.0
049,15,2021,México,Joquicingo,Reconstrucción de vivienda,Reconstrucción total de vivienda,9,1675000.0
052,15,2021,México,Malinalco,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,7,656000.0
052,15,2021,México,Malinalco,Reconstrucción de vivienda,Reconstrucción total de vivienda,43,7645000.0
058,15,2021,México,Nezahualcóyotl,Reconstrucción de vivienda,Reconstrucción total de vivienda,1,180000.0
059,15,2021,México,Nextlalpan,Autoproducción,Ampliación de vivienda,256,23040000.0
059,15,2021,México,Nextlalpan,Autoproducción,Mejoramiento,251,8785000.0
059,15,2021,México,Nextlalpan,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,2,896000.0
063,15,2021,México,Ocuilan,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,108000.0
063,15,2021,México,Ocuilan,Reconstrucción de vivienda,Reconstrucción total de vivienda,17,3023000.0
068,15,2021,México,Ozumba,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,7,644000.0
068,15,2021,México,Ozumba,Reconstrucción de vivienda,Reconstrucción total de vivienda,29,5560000.0
081,15,2021,México,Tecámac,Autoproducción,Ampliación de vivienda,177,15930000.0
081,15,2021,México,Tecámac,Autoproducción,Mejoramiento,1234,43190000.0
088,15,2021,México,Tenancingo,Reconstrucción de vivienda,Reconstrucción total de vivienda,4,825000.0
090,15,2021,México,Tenango del Valle,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,15,1297000.0
090,15,2021,México,Tenango del Valle,Reconstrucción de vivienda,Reconstrucción total de vivienda,23,4470000.0
094,15,2021,México,Tepetlixpa,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,6,562000.0
094,15,2021,México,Tepetlixpa,Reconstrucción de vivienda,Reconstrucción total de vivienda,11,1896292.64
098,15,2021,México,Texcalyacac,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,108000.0
101,15,2021,México,Tianguistenco,Reconstrucción de vivienda,Reconstrucción total de vivienda,6,1344400.0
104,15,2021,México,Tlalnepantla de Baz,Autoproducción,Ampliación de vivienda,2,180000.0
108,15,2021,México,Tultepec,Autoproducción,Ampliación de vivienda,877,78930000.0
108,15,2021,México,Tultepec,Autoproducción,Mejoramiento,1113,38955000.0
109,15,2021,México,Tultitlán,Autoproducción,Ampliación de vivienda,849,76410000.0
109,15,2021,México,Tultitlán,Autoproducción,Mejoramiento,1492,52220000.0
113,15,2021,México,Villa Guerrero,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,8,696000.0
113,15,2021,México,Villa Guerrero,Reconstrucción de vivienda,Reconstrucción total de vivienda,33,6180000.0
119,15,2021,México,Zumpahuacán,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,50000.0
119,15,2021,México,Zumpahuacán,Reconstrucción de vivienda,Reconstrucción total de vivienda,11,2105000.0
120,15,2021,México,Zumpango,Autoproducción,Ampliación de vivienda,126,11340000.0
120,15,2021,México,Zumpango,Autoproducción,Mejoramiento,1335,46725000.0
120,15,2021,México,Zumpango,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,3,1344000.0
125,15,2021,México,Tonanitla,Autoproducción,Ampliación de vivienda,309,27810000.0
125,15,2021,México,Tonanitla,Autoproducción,Mejoramiento,360,12600000.0
053,16,2021,Michoacán de Ocampo,Morelia,Autoproducción,Ampliación de vivienda,42,2073800.72
053,16,2021,Michoacán de Ocampo,Morelia,Autoproducción,Mejoramiento,2,64371.74
053,16,2021,Michoacán de Ocampo,Morelia,Autoproducción,Vivienda nueva,23,1960046.37
001,17,2021,Morelos,Amacuzac,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,4,683000.0
001,17,2021,Morelos,Amacuzac,Reconstrucción de vivienda,Reconstrucción total de vivienda,9,2204400.0
003,17,2021,Morelos,Axochiapan,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,44,5057488.0
003,17,2021,Morelos,Axochiapan,Reconstrucción de vivienda,Reconstrucción total de vivienda,96,20092258.0
003,17,2021,Morelos,Axochiapan,Reconstrucción de vivienda,Rehabilitación de vivienda edificada con sistemas tradicionales,4,570000.0
004,17,2021,Morelos,Ayala,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,6,730023.0
004,17,2021,Morelos,Ayala,Reconstrucción de vivienda,Reconstrucción total de vivienda,18,3175834.0
006,17,2021,Morelos,Cuautla,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,170,31960000.0
006,17,2021,Morelos,Cuautla,Autoproducción,Ampliación de vivienda,730,65700000.0
006,17,2021,Morelos,Cuautla,Autoproducción,Mejoramiento,1332,46620000.0
006,17,2021,Morelos,Cuautla,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,212400.0
007,17,2021,Morelos,Cuernavaca,Reconstrucción de vivienda,Reconstrucción total de vivienda,2,280000.0
007,17,2021,Morelos,Cuernavaca,Autoproducción,Ampliación de vivienda,538,48420000.0
007,17,2021,Morelos,Cuernavaca,Autoproducción,Mejoramiento,1284,44940000.0
007,17,2021,Morelos,Cuernavaca,Reubicación de Vivienda,Adquisición de vivienda nueva para reubicación,1,212400.0
008,17,2021,Morelos,Emiliano Zapata,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,95000.0
008,17,2021,Morelos,Emiliano Zapata,Reconstrucción de vivienda,Reconstrucción total de vivienda,4,674717.0
008,17,2021,Morelos,Emiliano Zapata,Autoproducción,Ampliación de vivienda,1,90000.0
008,17,2021,Morelos,Emiliano Zapata,Autoproducción,Mejoramiento,1,35000.0
008,17,2021,Morelos,Emiliano Zapata,Autoproducción,Vivienda nueva,1,324444.0
010,17,2021,Morelos,Jantetelco,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,6,591000.0
010,17,2021,Morelos,Jantetelco,Reconstrucción de vivienda,Reconstrucción total de vivienda,14,2644500.0
011,17,2021,Morelos,Jiutepec,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,61,11164000.0
011,17,2021,Morelos,Jiutepec,Reconstrucción de vivienda,Reconstrucción total de vivienda,2,384717.0
011,17,2021,Morelos,Jiutepec,Autoproducción,Ampliación de vivienda,846,76140000.0
011,17,2021,Morelos,Jiutepec,Autoproducción,Mejoramiento,1400,49000000.0
012,17,2021,Morelos,Jojutla,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,25,3612354.0
012,17,2021,Morelos,Jojutla,Reconstrucción de vivienda,Reconstrucción total de vivienda,35,8211133.0
012,17,2021,Morelos,Jojutla,Autoproducción,Ampliación de vivienda,733,65970000.0
012,17,2021,Morelos,Jojutla,Autoproducción,Mejoramiento,1656,57960000.0
015,17,2021,Morelos,Miacatlán,Reconstrucción de vivienda,Reconstrucción total de vivienda,2,459434.0
016,17,2021,Morelos,Ocuituco,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,6,628900.0
016,17,2021,Morelos,Ocuituco,Reconstrucción de vivienda,Reconstrucción total de vivienda,25,4336860.0
017,17,2021,Morelos,Puente de Ixtla,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,25,4038000.0
017,17,2021,Morelos,Puente de Ixtla,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,1417684.0
018,17,2021,Morelos,Temixco,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,1,95000.0
018,17,2021,Morelos,Temixco,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,710000.0
021,17,2021,Morelos,Tetecala,Reconstrucción de vivienda,Reconstrucción total de vivienda,5,1273834.0
022,17,2021,Morelos,Tetela del Volcán,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,6,720000.0
022,17,2021,Morelos,Tetela del Volcán,Reconstrucción de vivienda,Reconstrucción total de vivienda,11,2421453.0
022,17,2021,Morelos,Tetela del Volcán,Reconstrucción de vivienda,Rehabilitación de vivienda con valor patrimonial,3,3394683.9
023,17,2021,Morelos,Tlalnepantla,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,2,251400.0
023,17,2021,Morelos,Tlalnepantla,Reconstrucción de vivienda,Reconstrucción total de vivienda,7,1833200.0
024,17,2021,Morelos,Tlaltizapán de Zapata,Reconstrucción de vivienda,Reconstrucción parcial de vivienda,45,6040000.0
024,17,2021,Morelos,Tlaltizapán de Zapata,Reconstrucción de vivienda,Reconstrucción total de vivienda,16,3888868.0
