clave_municipio,clave_estado,ano,estado,municipio,modalidad,linea_apoyo,acciones,monto
099,15,2019,México,Texcoco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,20,600000.0
100,15,2019,México,Tezoyuca,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,11,330000.0
103,15,2019,México,Tlalmanalco,Adquisición de Vivienda,Adquisición de vivienda nueva,2,160000.0
104,15,2019,México,Tlalnepantla de Baz,Autoproducción,Rentas,3,37236.54
109,15,2019,México,Tultitlán,Autoproducción,Mejoramiento,1,30806.92
109,15,2019,México,Tultitlán,Autoproducción,Rentas,5,75423.7
110,15,2019,México,Valle de Bravo,Vivienda en Espacio Edificable Rural o Urbano,Mejoramiento,1,64212.5
111,15,2019,México,Villa de Allende,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,139,4170000.0
113,15,2019,México,Villa Guerrero,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,29,870000.0
114,15,2019,México,Villa Victoria,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,16,480000.0
118,15,2019,México,Zinacantepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,36,1080000.0
120,15,2019,México,Zumpango,Autoproducción,Vivienda nueva,42,1924794.72
121,15,2019,México,Cuautitlán Izcalli,Autoproducción,Rentas,2,31431.51
122,15,2019,México,Valle de Chalco Solidaridad,Autoproducción,Rentas,1,12892.22
124,15,2019,México,San José del Rincón,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,155,4650000.0
000,16,2019,Michoacán de Ocampo,No distribuido,Autoproducción,Rentas,5,68077.55
004,16,2019,Michoacán de Ocampo,Angamacutiro,Autoproducción,Autoproducción,1,74486.38
006,16,2019,Michoacán de Ocampo,Apatzingán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,65,1950000.0
012,16,2019,Michoacán de Ocampo,Buenavista,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
013,16,2019,Michoacán de Ocampo,Carácuaro,Autoproducción,Autoproducción,9,670377.42
016,16,2019,Michoacán de Ocampo,Coeneo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,16,480000.0
032,16,2019,Michoacán de Ocampo,Erongarícuaro,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
034,16,2019,Michoacán de Ocampo,Hidalgo,Autoproducción,Autoproducción,57,4245723.66
035,16,2019,Michoacán de Ocampo,La Huacana,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
035,16,2019,Michoacán de Ocampo,La Huacana,Autoproducción,Autoproducción,27,2011132.26
036,16,2019,Michoacán de Ocampo,Huandacareo,Autoproducción,Autoproducción,4,297945.52
039,16,2019,Michoacán de Ocampo,Huiramba,Autoproducción,Autoproducción,11,819350.18
039,16,2019,Michoacán de Ocampo,Huiramba,Autoproducción,Mejoramiento,35,1078768.25
045,16,2019,Michoacán de Ocampo,Jiquilpan,Autoproducción,Vivienda nueva,9,416159.8
053,16,2019,Michoacán de Ocampo,Morelia,Adquisición de Vivienda,Adquisición de vivienda nueva,148,25160000.0
053,16,2019,Michoacán de Ocampo,Morelia,Vivienda en Lote Urbano,Ampliación de vivienda,86,8700000.0
053,16,2019,Michoacán de Ocampo,Morelia,Vivienda en Lote Urbano,Mejoramiento,2,128000.0
053,16,2019,Michoacán de Ocampo,Morelia,Vivienda en Lote Urbano,Vivienda nueva,84,16172000.0
053,16,2019,Michoacán de Ocampo,Morelia,Autoproducción,Autoproducción,25,1862159.5
053,16,2019,Michoacán de Ocampo,Morelia,Autoproducción,Mejoramiento,1,30821.95
053,16,2019,Michoacán de Ocampo,Morelia,Autoproducción,Vivienda nueva,191,11348776.64
055,16,2019,Michoacán de Ocampo,Múgica,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,12,360000.0
056,16,2019,Michoacán de Ocampo,Nahuatzen,Autoproducción,Autoproducción,35,2607023.3
060,16,2019,Michoacán de Ocampo,Numarán,Autoproducción,Vivienda nueva,3,148614.39
064,16,2019,Michoacán de Ocampo,Parácuaro,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,9,270000.0
064,16,2019,Michoacán de Ocampo,Parácuaro,Autoproducción,Autoproducción,10,744863.8
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Autoproducción,Autoproducción,1,74486.38
066,16,2019,Michoacán de Ocampo,Pátzcuaro,Autoproducción,Mejoramiento,2,61643.9
068,16,2019,Michoacán de Ocampo,Peribán,Autoproducción,Autoproducción,22,1638700.36
074,16,2019,Michoacán de Ocampo,Cojumatlán de Régules,Autoproducción,Autoproducción,30,2234591.4
076,16,2019,Michoacán de Ocampo,Sahuayo,Autoproducción,Vivienda nueva,6,337035.72
082,16,2019,Michoacán de Ocampo,Tacámbaro,Autoproducción,Autoproducción,60,4469182.8
088,16,2019,Michoacán de Ocampo,Tarímbaro,Autoproducción,Vivienda nueva,52,3519458.97
095,16,2019,Michoacán de Ocampo,Tocumbo,Autoproducción,Autoproducción,13,968322.94
101,16,2019,Michoacán de Ocampo,Tzitzio,Autoproducción,Autoproducción,21,1564213.98
102,16,2019,Michoacán de Ocampo,Uruapan,Autoproducción,Mejoramiento,1,30821.95
105,16,2019,Michoacán de Ocampo,Vista Hermosa,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,25,750000.0
108,16,2019,Michoacán de Ocampo,Zamora,Autoproducción,Vivienda nueva,85,5508216.37
112,16,2019,Michoacán de Ocampo,Zitácuaro,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,21,630000.0
112,16,2019,Michoacán de Ocampo,Zitácuaro,Autoproducción,Autoproducción,10,744863.8
113,16,2019,Michoacán de Ocampo,José Sixto Verduzco,Autoproducción,Autoproducción,7,521404.66
000,17,2019,Morelos,No distribuido,Autoproducción,Rentas,35,475562.5
001,17,2019,Morelos,Amacuzac,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
001,17,2019,Morelos,Amacuzac,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,2,100000.0
001,17,2019,Morelos,Amacuzac,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,64,13820000.0
002,17,2019,Morelos,Atlatlahucan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
003,17,2019,Morelos,Axochiapan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
003,17,2019,Morelos,Axochiapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,8,615000.0
003,17,2019,Morelos,Axochiapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,83,16460000.0
004,17,2019,Morelos,Ayala,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,19,570000.0
004,17,2019,Morelos,Ayala,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,35,2270000.0
004,17,2019,Morelos,Ayala,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,121,23306450.0
004,17,2019,Morelos,Ayala,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,1,220000.0
004,17,2019,Morelos,Ayala,Autoproducción,Autoproducción,9,670377.42
005,17,2019,Morelos,Coatlán del Río,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,19,570000.0
006,17,2019,Morelos,Cuautla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
007,17,2019,Morelos,Cuernavaca,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
007,17,2019,Morelos,Cuernavaca,Autoproducción,Mejoramiento,2,61643.9
007,17,2019,Morelos,Cuernavaca,Autoproducción,Rentas,4,55516.56
008,17,2019,Morelos,Emiliano Zapata,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
008,17,2019,Morelos,Emiliano Zapata,Autoproducción,Rentas,1,14653.65
009,17,2019,Morelos,Huitzilac,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,5,150000.0
009,17,2019,Morelos,Huitzilac,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,5,962900.0
009,17,2019,Morelos,Huitzilac,Autoproducción,Rentas,2,26556.42
010,17,2019,Morelos,Jantetelco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,42,1260000.0
010,17,2019,Morelos,Jantetelco,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,18,805873.72
010,17,2019,Morelos,Jantetelco,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,18,3466600.0
010,17,2019,Morelos,Jantetelco,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,1,1452400.0
010,17,2019,Morelos,Jantetelco,Autoproducción,Mejoramiento,8,246575.6
011,17,2019,Morelos,Jiutepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
012,17,2019,Morelos,Jojutla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,57,1710000.0
012,17,2019,Morelos,Jojutla,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,204,12748250.0
012,17,2019,Morelos,Jojutla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,476,91599050.0
012,17,2019,Morelos,Jojutla,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,1,450000.0
012,17,2019,Morelos,Jojutla,Autoproducción,Mejoramiento,170,5239731.5
013,17,2019,Morelos,Jonacatepec de Leandro Valle,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,15,450000.0
014,17,2019,Morelos,Mazatepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,19,570000.0
015,17,2019,Morelos,Miacatlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,100,3000000.0
015,17,2019,Morelos,Miacatlán,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,6,1155600.0
016,17,2019,Morelos,Ocuituco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,40,1200000.0
016,17,2019,Morelos,Ocuituco,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,233,18118279.74
016,17,2019,Morelos,Ocuituco,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,368,66256313.41
016,17,2019,Morelos,Ocuituco,Autoproducción,Mejoramiento,22,678082.9
017,17,2019,Morelos,Puente de Ixtla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,132,3960000.0
017,17,2019,Morelos,Puente de Ixtla,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,153,12360000.0
017,17,2019,Morelos,Puente de Ixtla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,317,62455000.0
017,17,2019,Morelos,Puente de Ixtla,Autoproducción,Mejoramiento,37,1140412.15
018,17,2019,Morelos,Temixco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,20,600000.0
019,17,2019,Morelos,Tepalcingo,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
019,17,2019,Morelos,Tepalcingo,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,12,670000.0
019,17,2019,Morelos,Tepalcingo,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,47,8010000.0
020,17,2019,Morelos,Tepoztlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,26,780000.0
021,17,2019,Morelos,Tetecala,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,10,300000.0
021,17,2019,Morelos,Tetecala,Autoproducción,Mejoramiento,20,616439.0
022,17,2019,Morelos,Tetela del Volcán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,13,390000.0
022,17,2019,Morelos,Tetela del Volcán,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,152,12334497.18
022,17,2019,Morelos,Tetela del Volcán,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,782,149603562.31
023,17,2019,Morelos,Tlalnepantla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,22,660000.0
023,17,2019,Morelos,Tlalnepantla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,3,635200.0
023,17,2019,Morelos,Tlalnepantla,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,4,1354270.0
024,17,2019,Morelos,Tlaltizapán de Zapata,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1,210000.0
024,17,2019,Morelos,Tlaltizapán de Zapata,Rehabilitación de Vivienda en Inmuebles Catalogados,Rehabilitación de vivienda en inmuebles catalogados,1,1000000.0
025,17,2019,Morelos,Tlaquiltenango,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,43,1290000.0
025,17,2019,Morelos,Tlaquiltenango,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,15,1060000.0
025,17,2019,Morelos,Tlaquiltenango,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,48,9760000.0
026,17,2019,Morelos,Tlayacapan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,69,2070000.0
026,17,2019,Morelos,Tlayacapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,25,1840000.0
026,17,2019,Morelos,Tlayacapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,81,16806300.0
026,17,2019,Morelos,Tlayacapan,Autoproducción,Autoproducción,47,3500859.86
027,17,2019,Morelos,Totolapan,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,23,690000.0
027,17,2019,Morelos,Totolapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,50,4373009.12
027,17,2019,Morelos,Totolapan,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,144,26853705.28
027,17,2019,Morelos,Totolapan,Autoproducción,Autoproducción,22,1604406.16
028,17,2019,Morelos,Xochitepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,26,780000.0
028,17,2019,Morelos,Xochitepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,1,110000.0
028,17,2019,Morelos,Xochitepec,Autoproducción,Mejoramiento,10,308219.5
028,17,2019,Morelos,Xochitepec,Autoproducción,Rentas,1,14236.53
029,17,2019,Morelos,Yautepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,23,1870000.0
029,17,2019,Morelos,Yautepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,119,23455000.0
030,17,2019,Morelos,Yecapixtla,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,30,900000.0
030,17,2019,Morelos,Yecapixtla,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,17,3200900.0
031,17,2019,Morelos,Zacatepec,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,16,480000.0
031,17,2019,Morelos,Zacatepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,101,7825000.0
031,17,2019,Morelos,Zacatepec,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,244,48150000.0
033,17,2019,Morelos,Temoac,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
000,18,2019,Nayarit,No distribuido,Autoproducción,Rentas,1,13171.18
001,18,2019,Nayarit,Acaponeta,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,96,2879999.95
001,18,2019,Nayarit,Acaponeta,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,16,3840000.0
002,18,2019,Nayarit,Ahuacatlán,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
002,18,2019,Nayarit,Ahuacatlán,Autoproducción,Autoproducción,7,521404.66
003,18,2019,Nayarit,Amatlán de Cañas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,17,510000.0
003,18,2019,Nayarit,Amatlán de Cañas,Autoproducción,Autoproducción,48,3575346.24
004,18,2019,Nayarit,Compostela,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,2,60000.0
005,18,2019,Nayarit,Huajicori,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,16,480000.0
005,18,2019,Nayarit,Huajicori,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,24,5619999.98
006,18,2019,Nayarit,Ixtlán del Río,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,4,120000.0
007,18,2019,Nayarit,Jala,Autoproducción,Autoproducción,2,148972.76
008,18,2019,Nayarit,Xalisco,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,1,30000.0
008,18,2019,Nayarit,Xalisco,Autoproducción,Autoproducción,24,1610446.84
009,18,2019,Nayarit,Del Nayar,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,219,52463279.76
010,18,2019,Nayarit,Rosamorada,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,47,1410000.0
010,18,2019,Nayarit,Rosamorada,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,3,720000.0
010,18,2019,Nayarit,Rosamorada,Autoproducción,Autoproducción,7,521404.66
011,18,2019,Nayarit,Ruíz,Autoproducción,Autoproducción,13,968322.94
012,18,2019,Nayarit,San Blas,Autoproducción,Autoproducción,9,670377.42
014,18,2019,Nayarit,Santa María del Oro,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,47,1410000.0
014,18,2019,Nayarit,Santa María del Oro,Autoproducción,Autoproducción,11,819350.18
015,18,2019,Nayarit,Santiago Ixcuintla,Autoproducción,Autoproducción,2,148972.76
016,18,2019,Nayarit,Tecuala,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,112,3359999.93
016,18,2019,Nayarit,Tecuala,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,13,2390000.0
016,18,2019,Nayarit,Tecuala,Autoproducción,Autoproducción,1,74486.38
017,18,2019,Nayarit,Tepic,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,11,330000.0
017,18,2019,Nayarit,Tepic,Autoproducción,Autoproducción,3,223459.14
017,18,2019,Nayarit,Tepic,Autoproducción,Vivienda nueva,11,516552.75
018,18,2019,Nayarit,Tuxpan,Vivienda en Espacio Edificable Rural o Urbano,Reparación parcial de vivienda,681,20429999.86
018,18,2019,Nayarit,Tuxpan,Vivienda en Espacio Edificable Rural o Urbano,Reparación total de vivienda,55,9428188.94
018,18,2019,Nayarit,Tuxpan,Autoproducción,Autoproducción,4,297945.52
020,18,2019,Nayarit,Bahía de Banderas,Vivienda en Espacio Edificable Rural o Urbano,Ampliación de vivienda,13,390000.0
020,18,2019,Nayarit,Bahía de Banderas,Vivienda en Lote Urbano,Ampliación de vivienda,803,89762999.94
020,18,2019,Nayarit,Bahía de Banderas,Vivienda en Lote Urbano,Mejoramiento,180,10268937.63
020,18,2019,Nayarit,Bahía de Banderas,Vivienda en Lote Urbano,Vivienda nueva,232,51545002.43
020,18,2019,Nayarit,Bahía de Banderas,Autoproducción,Vivienda nueva,37,1926389.36
000,19,2019,Nuevo León,No distribuido,Autoproducción,Rentas,19,239777.12
