clave_municipio,clave_estado,ano,estado,municipio,sexo,grupo_edad,acciones,monto
192,30,2022,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,30 a 59,18,243000.0
192,30,2021,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,60 o más,2,24000.0
192,30,2022,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,29 o menos,5,67500.0
192,30,2021,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,30 a 59,6,72000.0
192,30,2022,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,60 o más,10,135000.0
192,30,2023,Veracruz de Ignacio de la Llave,Vega de Alatorre,Hombre,30 a 59,4,54000.0
192,30,2023,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,30 a 59,5,67500.0
192,30,2022,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,30 a 59,26,351000.0
192,30,2023,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,60 o más,1,13500.0
192,30,2022,Veracruz de Ignacio de la Llave,Vega de Alatorre,Mujer,60 o más,11,148500.0
193,30,2022,Veracruz de Ignacio de la Llave,Veracruz,Mujer,60 o más,2,27000.0
193,30,2022,Veracruz de Ignacio de la Llave,Veracruz,Mujer,29 o menos,2,27000.0
193,30,2021,Veracruz de Ignacio de la Llave,Veracruz,Mujer,60 o más,5,60000.0
193,30,2022,Veracruz de Ignacio de la Llave,Veracruz,Hombre,30 a 59,3,40500.0
193,30,2022,Veracruz de Ignacio de la Llave,Veracruz,Mujer,30 a 59,8,108000.0
193,30,2021,Veracruz de Ignacio de la Llave,Veracruz,Mujer,30 a 59,1,12000.0
193,30,2021,Veracruz de Ignacio de la Llave,Veracruz,Hombre,30 a 59,1,12000.0
027,31,2023,Yucatán,Dzidzantún,Mujer,30 a 59,1,13500.0
059,31,2021,Yucatán,Progreso,Mujer,29 o menos,2,24000.0
059,31,2021,Yucatán,Progreso,Hombre,30 a 59,2,24000.0
059,31,2021,Yucatán,Progreso,Mujer,30 a 59,6,72000.0
059,31,2023,Yucatán,Progreso,Mujer,60 o más,3,40500.0
059,31,2023,Yucatán,Progreso,Hombre,30 a 59,4,54000.0
059,31,2023,Yucatán,Progreso,Hombre,60 o más,1,13500.0
059,31,2023,Yucatán,Progreso,Mujer,29 o menos,5,67500.0
059,31,2023,Yucatán,Progreso,Hombre,29 o menos,1,13500.0
059,31,2023,Yucatán,Progreso,Mujer,30 a 59,9,121500.0
059,31,2021,Yucatán,Progreso,Mujer,60 o más,1,12000.0
059,31,2021,Yucatán,Progreso,Hombre,29 o menos,2,24000.0
083,31,2023,Yucatán,Telchac Puerto,Mujer,29 o menos,1,13500.0
083,31,2023,Yucatán,Telchac Puerto,Hombre,30 a 59,1,13500.0
083,31,2021,Yucatán,Telchac Puerto,Mujer,30 a 59,2,24000.0
083,31,2021,Yucatán,Telchac Puerto,Hombre,29 o menos,1,12000.0
083,31,2023,Yucatán,Telchac Puerto,Mujer,30 a 59,2,27000.0
096,31,2023,Yucatán,Tizimín,Hombre,60 o más,2,27000.0
096,31,2023,Yucatán,Tizimín,Hombre,29 o menos,3,40500.0
096,31,2023,Yucatán,Tizimín,Mujer,29 o menos,3,40500.0
096,31,2023,Yucatán,Tizimín,Mujer,30 a 59,4,54000.0
096,31,2023,Yucatán,Tizimín,Hombre,30 a 59,8,108000.0
002,32,2023,Zacatecas,Apulco,Mujer,60 o más,2,27000.0
002,32,2023,Zacatecas,Apulco,Hombre,30 a 59,3,40500.0
002,32,2023,Zacatecas,Apulco,Mujer,30 a 59,27,364500.0
002,32,2023,Zacatecas,Apulco,Hombre,60 o más,1,13500.0
002,32,2023,Zacatecas,Apulco,Hombre,29 o menos,1,13500.0
017,32,2023,Zacatecas,Guadalupe,Mujer,60 o más,5,67500.0
017,32,2023,Zacatecas,Guadalupe,Hombre,60 o más,5,67500.0
017,32,2023,Zacatecas,Guadalupe,Mujer,30 a 59,14,189000.0
017,32,2023,Zacatecas,Guadalupe,Mujer,29 o menos,3,40500.0
017,32,2023,Zacatecas,Guadalupe,Hombre,30 a 59,17,229500.0
017,32,2023,Zacatecas,Guadalupe,Hombre,29 o menos,6,81000.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Hombre,29 o menos,6,81000.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Mujer,30 a 59,52,702000.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Hombre,60 o más,1,13500.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Hombre,29 o menos,5,67500.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Mujer,29 o menos,3,40500.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Mujer,60 o más,9,121500.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Mujer,30 a 59,45,607500.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Mujer,60 o más,9,121500.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Mujer,29 o menos,8,108000.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Hombre,60 o más,3,40500.0
017,07,2025,Chiapas,Cintalapa de Figueroa,Hombre,30 a 59,27,364500.0
017,07,2024,Chiapas,Cintalapa de Figueroa,Hombre,30 a 59,16,216000.0
003,02,2024,Baja California,Tecate,Hombre,30 a 59,5,67500.0
003,02,2024,Baja California,Tecate,Hombre,29 o menos,1,13500.0
003,02,2024,Baja California,Tecate,Mujer,30 a 59,9,121500.0
003,02,2024,Baja California,Tecate,Mujer,60 o más,4,54000.0
004,02,2024,Baja California,Tijuana,Hombre,29 o menos,1,13500.0
004,02,2024,Baja California,Tijuana,Mujer,60 o más,4,54000.0
004,02,2024,Baja California,Tijuana,Mujer,29 o menos,2,27000.0
004,02,2024,Baja California,Tijuana,Hombre,30 a 59,14,189000.0
004,02,2024,Baja California,Tijuana,Mujer,30 a 59,21,283500.0
004,02,2024,Baja California,Tijuana,Hombre,60 o más,4,54000.0
005,02,2024,Baja California,Playas de Rosarito,Hombre,29 o menos,1,13500.0
005,02,2024,Baja California,Playas de Rosarito,Hombre,60 o más,9,121500.0
005,02,2024,Baja California,Playas de Rosarito,Mujer,30 a 59,51,688500.0
005,02,2024,Baja California,Playas de Rosarito,Mujer,60 o más,12,162000.0
005,02,2025,Baja California,Playas de Rosarito,Hombre,30 a 59,8,108000.0
005,02,2025,Baja California,Playas de Rosarito,Mujer,30 a 59,16,216000.0
005,02,2025,Baja California,Playas de Rosarito,Hombre,60 o más,5,67500.0
005,02,2025,Baja California,Playas de Rosarito,Mujer,60 o más,4,54000.0
005,02,2025,Baja California,Playas de Rosarito,Mujer,29 o menos,2,27000.0
005,02,2024,Baja California,Playas de Rosarito,Hombre,30 a 59,26,351000.0
006,02,2025,Baja California,San Quintín,Hombre,29 o menos,34,466500.0
006,02,2025,Baja California,San Quintín,Mujer,29 o menos,20,270000.0
006,02,2025,Baja California,San Quintín,Mujer,60 o más,3,48000.0
006,02,2025,Baja California,San Quintín,Hombre,60 o más,3,40500.0
006,02,2025,Baja California,San Quintín,Mujer,30 a 59,97,1377000.0
006,02,2025,Baja California,San Quintín,Hombre,30 a 59,88,1248000.0
001,04,2024,Campeche,Calkiní,Hombre,30 a 59,39,526500.0
001,04,2024,Campeche,Calkiní,Mujer,29 o menos,10,135000.0
001,04,2024,Campeche,Calkiní,Mujer,30 a 59,33,445500.0
001,04,2024,Campeche,Calkiní,Mujer,60 o más,5,67500.0
001,04,2024,Campeche,Calkiní,Hombre,29 o menos,8,108000.0
001,04,2024,Campeche,Calkiní,Hombre,60 o más,5,67500.0
004,04,2025,Campeche,Champotón,Hombre,30 a 59,2,27000.0
004,04,2025,Campeche,Champotón,Mujer,30 a 59,6,81000.0
004,04,2025,Campeche,Champotón,Mujer,60 o más,2,27000.0
010,04,2025,Campeche,Calakmul,Hombre,60 o más,19,256500.0
010,04,2025,Campeche,Calakmul,Mujer,29 o menos,16,216000.0
010,04,2025,Campeche,Calakmul,Hombre,30 a 59,40,540000.0
010,04,2025,Campeche,Calakmul,Hombre,29 o menos,15,202500.0
010,04,2025,Campeche,Calakmul,Mujer,60 o más,24,324000.0
010,04,2025,Campeche,Calakmul,Mujer,30 a 59,73,985500.0
011,04,2025,Campeche,Candelaria,Hombre,30 a 59,22,297000.0
011,04,2025,Campeche,Candelaria,Hombre,29 o menos,3,40500.0
011,04,2025,Campeche,Candelaria,Hombre,60 o más,7,94500.0
011,04,2025,Campeche,Candelaria,Mujer,60 o más,10,135000.0
011,04,2025,Campeche,Candelaria,Mujer,30 a 59,63,850500.0
011,04,2025,Campeche,Candelaria,Mujer,29 o menos,6,81000.0
002,05,2024,Coahuila de Zaragoza,Acuña,Hombre,30 a 59,1,13500.0
002,05,2024,Coahuila de Zaragoza,Acuña,Mujer,30 a 59,4,54000.0
002,05,2024,Coahuila de Zaragoza,Acuña,Hombre,60 o más,1,13500.0
003,05,2024,Coahuila de Zaragoza,Allende,Mujer,60 o más,1,13500.0
003,05,2024,Coahuila de Zaragoza,Allende,Mujer,30 a 59,1,13500.0
003,05,2024,Coahuila de Zaragoza,Allende,Hombre,60 o más,2,27000.0
014,05,2024,Coahuila de Zaragoza,Jiménez,Hombre,30 a 59,1,13500.0
014,05,2025,Coahuila de Zaragoza,Jiménez,Hombre,30 a 59,3,40500.0
014,05,2025,Coahuila de Zaragoza,Jiménez,Mujer,30 a 59,1,13500.0
014,05,2025,Coahuila de Zaragoza,Jiménez,Hombre,29 o menos,1,13500.0
017,05,2024,Coahuila de Zaragoza,Matamoros,Hombre,30 a 59,2,27000.0
017,05,2025,Coahuila de Zaragoza,Matamoros,Hombre,29 o menos,1,13500.0
017,05,2024,Coahuila de Zaragoza,Matamoros,Mujer,30 a 59,1,13500.0
017,05,2025,Coahuila de Zaragoza,Matamoros,Mujer,30 a 59,1,13500.0
017,05,2025,Coahuila de Zaragoza,Matamoros,Hombre,30 a 59,2,27000.0
018,05,2024,Coahuila de Zaragoza,Monclova,Hombre,30 a 59,2,27000.0
018,05,2024,Coahuila de Zaragoza,Monclova,Hombre,60 o más,1,13500.0
018,05,2024,Coahuila de Zaragoza,Monclova,Mujer,29 o menos,1,13500.0
018,05,2024,Coahuila de Zaragoza,Monclova,Mujer,30 a 59,6,81000.0
018,05,2024,Coahuila de Zaragoza,Monclova,Mujer,60 o más,3,40500.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Mujer,60 o más,3,40500.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Hombre,60 o más,3,40500.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Mujer,30 a 59,14,189000.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Mujer,29 o menos,5,67500.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Hombre,29 o menos,2,27000.0
033,05,2025,Coahuila de Zaragoza,San Pedro,Hombre,30 a 59,10,135000.0
035,05,2024,Coahuila de Zaragoza,Torreón,Mujer,30 a 59,1,13500.0
009,06,2025,Colima,Tecomán,Hombre,30 a 59,1,13500.0
009,06,2025,Colima,Tecomán,Mujer,60 o más,1,13500.0
012,07,2025,Chiapas,Berriozábal,Mujer,60 o más,1,13500.0
012,07,2024,Chiapas,Berriozábal,Hombre,60 o más,1,13500.0
012,07,2024,Chiapas,Berriozábal,Hombre,30 a 59,1,13500.0
027,07,2024,Chiapas,Chiapa de Corzo,Hombre,29 o menos,2,27000.0
027,07,2025,Chiapas,Chiapa de Corzo,Mujer,29 o menos,8,108000.0
027,07,2024,Chiapas,Chiapa de Corzo,Mujer,29 o menos,1,13500.0
027,07,2025,Chiapas,Chiapa de Corzo,Hombre,29 o menos,7,94500.0
027,07,2025,Chiapas,Chiapa de Corzo,Mujer,30 a 59,37,499500.0
027,07,2024,Chiapas,Chiapa de Corzo,Mujer,60 o más,1,13500.0
027,07,2024,Chiapas,Chiapa de Corzo,Hombre,30 a 59,3,40500.0
027,07,2025,Chiapas,Chiapa de Corzo,Hombre,30 a 59,32,432000.0
027,07,2025,Chiapas,Chiapa de Corzo,Hombre,60 o más,14,189000.0
027,07,2024,Chiapas,Chiapa de Corzo,Mujer,30 a 59,3,40500.0
027,07,2025,Chiapas,Chiapa de Corzo,Mujer,60 o más,5,67500.0
123,07,2024,Chiapas,Emiliano Zapata,Hombre,30 a 59,1,13500.0
123,07,2024,Chiapas,Emiliano Zapata,Mujer,60 o más,1,13500.0
123,07,2024,Chiapas,Emiliano Zapata,Mujer,30 a 59,2,27000.0
019,08,2025,Chihuahua,Chihuahua,Mujer,30 a 59,7,94500.0
019,08,2024,Chihuahua,Chihuahua,Mujer,30 a 59,3,40500.0
019,08,2025,Chihuahua,Chihuahua,Mujer,60 o más,2,27000.0
019,08,2024,Chihuahua,Chihuahua,Mujer,60 o más,1,13500.0
019,08,2025,Chihuahua,Chihuahua,Hombre,30 a 59,4,54000.0
019,08,2024,Chihuahua,Chihuahua,Hombre,30 a 59,1,13500.0
019,08,2025,Chihuahua,Chihuahua,Hombre,60 o más,2,27000.0
036,08,2025,Chihuahua,Jiménez,Mujer,29 o menos,2,27000.0
036,08,2025,Chihuahua,Jiménez,Hombre,30 a 59,3,40500.0
036,08,2025,Chihuahua,Jiménez,Hombre,29 o menos,2,27000.0
036,08,2025,Chihuahua,Jiménez,Mujer,30 a 59,4,54000.0
036,08,2025,Chihuahua,Jiménez,Hombre,60 o más,1,13500.0
017,11,2024,Guanajuato,Irapuato,Hombre,30 a 59,18,243000.0
017,11,2024,Guanajuato,Irapuato,Mujer,30 a 59,37,499500.0
017,11,2024,Guanajuato,Irapuato,Mujer,29 o menos,6,81000.0
017,11,2024,Guanajuato,Irapuato,Hombre,29 o menos,2,27000.0
017,11,2024,Guanajuato,Irapuato,Mujer,60 o más,10,135000.0
017,11,2024,Guanajuato,Irapuato,Hombre,60 o más,5,67500.0
030,11,2024,Guanajuato,San Felipe,Mujer,30 a 59,7,94500.0
030,11,2024,Guanajuato,San Felipe,Mujer,29 o menos,2,27000.0
007,12,2025,Guerrero,Arcelia,Mujer,60 o más,3,40500.0
007,12,2025,Guerrero,Arcelia,Mujer,30 a 59,6,81000.0
007,12,2025,Guerrero,Arcelia,Hombre,60 o más,4,54000.0
007,12,2025,Guerrero,Arcelia,Hombre,30 a 59,9,121500.0
007,12,2025,Guerrero,Arcelia,Mujer,29 o menos,2,27000.0
014,12,2025,Guerrero,Benito Juárez,Mujer,60 o más,8,108000.0
014,12,2025,Guerrero,Benito Juárez,Mujer,29 o menos,4,54000.0
014,12,2024,Guerrero,Benito Juárez,Hombre,60 o más,1,13500.0
014,12,2025,Guerrero,Benito Juárez,Hombre,30 a 59,5,67500.0
014,12,2025,Guerrero,Benito Juárez,Mujer,30 a 59,6,81000.0
014,12,2024,Guerrero,Benito Juárez,Mujer,60 o más,1,13500.0
014,12,2025,Guerrero,Benito Juárez,Hombre,29 o menos,1,13500.0
014,12,2025,Guerrero,Benito Juárez,Hombre,60 o más,6,81000.0
021,12,2024,Guerrero,Coyuca de Benítez,Mujer,29 o menos,1,13500.0
021,12,2024,Guerrero,Coyuca de Benítez,Hombre,30 a 59,3,40500.0
021,12,2024,Guerrero,Coyuca de Benítez,Hombre,60 o más,3,40500.0
021,12,2024,Guerrero,Coyuca de Benítez,Mujer,60 o más,1,13500.0
021,12,2024,Guerrero,Coyuca de Benítez,Mujer,30 a 59,11,148500.0
022,12,2024,Guerrero,Coyuca de Catalán,Hombre,30 a 59,2,27000.0
022,12,2025,Guerrero,Coyuca de Catalán,Mujer,60 o más,1,13500.0
034,12,2024,Guerrero,Huitzuco de los Figueroa,Hombre,60 o más,3,40500.0
034,12,2024,Guerrero,Huitzuco de los Figueroa,Mujer,30 a 59,3,40500.0
034,12,2024,Guerrero,Huitzuco de los Figueroa,Hombre,30 a 59,3,40500.0
034,12,2024,Guerrero,Huitzuco de los Figueroa,Mujer,60 o más,2,27000.0
035,12,2024,Guerrero,Iguala de la Independencia,Hombre,29 o menos,2,27000.0
035,12,2024,Guerrero,Iguala de la Independencia,Mujer,60 o más,4,54000.0
035,12,2025,Guerrero,Iguala de la Independencia,Hombre,29 o menos,1,13500.0
035,12,2024,Guerrero,Iguala de la Independencia,Hombre,30 a 59,3,40500.0
035,12,2025,Guerrero,Iguala de la Independencia,Mujer,30 a 59,5,67500.0
035,12,2024,Guerrero,Iguala de la Independencia,Mujer,30 a 59,10,135000.0
035,12,2025,Guerrero,Iguala de la Independencia,Hombre,30 a 59,3,40500.0
035,12,2024,Guerrero,Iguala de la Independencia,Mujer,29 o menos,1,13500.0
035,12,2025,Guerrero,Iguala de la Independencia,Mujer,60 o más,1,13500.0
050,12,2024,Guerrero,Pungarabato,Hombre,29 o menos,1,13500.0
050,12,2025,Guerrero,Pungarabato,Hombre,30 a 59,4,54000.0
050,12,2024,Guerrero,Pungarabato,Hombre,30 a 59,9,121500.0
050,12,2024,Guerrero,Pungarabato,Mujer,29 o menos,1,13500.0
050,12,2025,Guerrero,Pungarabato,Mujer,60 o más,5,67500.0
050,12,2024,Guerrero,Pungarabato,Hombre,60 o más,5,67500.0
050,12,2024,Guerrero,Pungarabato,Mujer,30 a 59,5,67500.0
050,12,2025,Guerrero,Pungarabato,Hombre,60 o más,1,13500.0
050,12,2025,Guerrero,Pungarabato,Mujer,29 o menos,1,13500.0
050,12,2025,Guerrero,Pungarabato,Mujer,30 a 59,6,81000.0
050,12,2025,Guerrero,Pungarabato,Hombre,29 o menos,1,13500.0
050,12,2024,Guerrero,Pungarabato,Mujer,60 o más,4,54000.0
074,12,2025,Guerrero,Zitlala,Hombre,29 o menos,2,27000.0
074,12,2025,Guerrero,Zitlala,Hombre,30 a 59,19,256500.0
074,12,2025,Guerrero,Zitlala,Mujer,29 o menos,7,94500.0
074,12,2025,Guerrero,Zitlala,Mujer,30 a 59,30,405000.0
074,12,2025,Guerrero,Zitlala,Hombre,60 o más,6,81000.0
074,12,2025,Guerrero,Zitlala,Mujer,60 o más,3,40500.0
075,12,2024,Guerrero,Eduardo Neri,Mujer,29 o menos,2,27000.0
075,12,2025,Guerrero,Eduardo Neri,Hombre,30 a 59,13,175500.0
075,12,2025,Guerrero,Eduardo Neri,Mujer,60 o más,5,67500.0
075,12,2024,Guerrero,Eduardo Neri,Hombre,30 a 59,7,94500.0
075,12,2025,Guerrero,Eduardo Neri,Hombre,60 o más,5,67500.0
075,12,2024,Guerrero,Eduardo Neri,Mujer,60 o más,5,67500.0
075,12,2024,Guerrero,Eduardo Neri,Mujer,30 a 59,14,189000.0
075,12,2025,Guerrero,Eduardo Neri,Mujer,30 a 59,26,351000.0
075,12,2025,Guerrero,Eduardo Neri,Hombre,29 o menos,4,54000.0
075,12,2025,Guerrero,Eduardo Neri,Mujer,29 o menos,4,54000.0
075,12,2024,Guerrero,Eduardo Neri,Hombre,60 o más,3,40500.0
028,13,2024,Hidalgo,Huejutla de Reyes,Mujer,30 a 59,8,108000.0
028,13,2024,Hidalgo,Huejutla de Reyes,Mujer,60 o más,1,13500.0
028,13,2024,Hidalgo,Huejutla de Reyes,Hombre,30 a 59,1,13500.0
028,13,2024,Hidalgo,Huejutla de Reyes,Mujer,29 o menos,1,13500.0
048,13,2025,Hidalgo,Pachuca de Soto,Mujer,60 o más,3,40500.0
048,13,2025,Hidalgo,Pachuca de Soto,Mujer,30 a 59,23,310500.0
048,13,2025,Hidalgo,Pachuca de Soto,Hombre,60 o más,5,67500.0
048,13,2025,Hidalgo,Pachuca de Soto,Hombre,29 o menos,2,27000.0
048,13,2025,Hidalgo,Pachuca de Soto,Hombre,30 a 59,15,202500.0
048,13,2025,Hidalgo,Pachuca de Soto,Mujer,29 o menos,7,94500.0
070,14,2024,Jalisco,El Salto,Hombre,30 a 59,12,162000.0
070,14,2025,Jalisco,El Salto,Hombre,30 a 59,7,94500.0
070,14,2025,Jalisco,El Salto,Mujer,30 a 59,3,40500.0
070,14,2024,Jalisco,El Salto,Mujer,60 o más,8,108000.0
070,14,2024,Jalisco,El Salto,Hombre,60 o más,9,121500.0
070,14,2024,Jalisco,El Salto,Mujer,30 a 59,13,175500.0
070,14,2025,Jalisco,El Salto,Hombre,29 o menos,1,13500.0
070,14,2025,Jalisco,El Salto,Mujer,60 o más,1,13500.0
070,14,2025,Jalisco,El Salto,Hombre,60 o más,1,13500.0
070,14,2024,Jalisco,El Salto,Mujer,29 o menos,1,13500.0
098,14,2025,Jalisco,San Pedro Tlaquepaque,Hombre,30 a 59,1,13500.0
098,14,2025,Jalisco,San Pedro Tlaquepaque,Mujer,30 a 59,1,13500.0
098,14,2025,Jalisco,San Pedro Tlaquepaque,Hombre,60 o más,1,13500.0
120,14,2024,Jalisco,Zapopan,Mujer,60 o más,3,40500.0
120,14,2024,Jalisco,Zapopan,Hombre,60 o más,5,67500.0
120,14,2025,Jalisco,Zapopan,Mujer,30 a 59,1,13500.0
120,14,2025,Jalisco,Zapopan,Hombre,60 o más,1,13500.0
120,14,2024,Jalisco,Zapopan,Hombre,30 a 59,11,148500.0
120,14,2024,Jalisco,Zapopan,Mujer,30 a 59,22,297000.0
120,14,2025,Jalisco,Zapopan,Hombre,30 a 59,3,40500.0
120,14,2024,Jalisco,Zapopan,Mujer,29 o menos,4,54000.0
013,15,2025,México,Atizapán de Zaragoza,Mujer,29 o menos,2,27000.0
013,15,2025,México,Atizapán de Zaragoza,Mujer,60 o más,113,1525500.0
013,15,2025,México,Atizapán de Zaragoza,Hombre,30 a 59,129,1741500.0
013,15,2025,México,Atizapán de Zaragoza,Hombre,29 o menos,5,67500.0
013,15,2025,México,Atizapán de Zaragoza,Hombre,60 o más,145,1957500.0
013,15,2025,México,Atizapán de Zaragoza,Mujer,30 a 59,121,1633500.0
025,15,2024,México,Chalco,Hombre,30 a 59,4,54000.0
025,15,2024,México,Chalco,Mujer,29 o menos,1,13500.0
025,15,2025,México,Chalco,Hombre,60 o más,2,27000.0
025,15,2024,México,Chalco,Mujer,60 o más,6,81000.0
025,15,2025,México,Chalco,Mujer,60 o más,3,40500.0
025,15,2025,México,Chalco,Mujer,30 a 59,4,54000.0
025,15,2024,México,Chalco,Mujer,30 a 59,9,121500.0
025,15,2024,México,Chalco,Hombre,60 o más,2,27000.0
025,15,2025,México,Chalco,Hombre,30 a 59,6,81000.0
057,15,2025,México,Naucalpan de Juárez,Mujer,60 o más,9,121500.0
057,15,2025,México,Naucalpan de Juárez,Hombre,60 o más,15,202500.0
057,15,2025,México,Naucalpan de Juárez,Mujer,30 a 59,6,81000.0
057,15,2025,México,Naucalpan de Juárez,Hombre,30 a 59,2,27000.0
084,15,2025,México,Temascalapa,Hombre,60 o más,12,162000.0
084,15,2025,México,Temascalapa,Mujer,30 a 59,26,351000.0
084,15,2025,México,Temascalapa,Mujer,29 o menos,1,13500.0
084,15,2025,México,Temascalapa,Hombre,29 o menos,1,13500.0
084,15,2025,México,Temascalapa,Hombre,30 a 59,26,351000.0
084,15,2025,México,Temascalapa,Mujer,60 o más,8,108000.0
106,15,2025,México,Toluca,Mujer,60 o más,2,27000.0
106,15,2025,México,Toluca,Mujer,30 a 59,2,27000.0
106,15,2025,México,Toluca,Hombre,30 a 59,4,54000.0
106,15,2025,México,Toluca,Hombre,60 o más,3,40500.0
109,15,2024,México,Tultitlán,Mujer,30 a 59,7,94500.0
109,15,2025,México,Tultitlán,Mujer,60 o más,2,27000.0
109,15,2024,México,Tultitlán,Hombre,60 o más,3,40500.0
109,15,2025,México,Tultitlán,Mujer,30 a 59,2,27000.0
109,15,2024,México,Tultitlán,Mujer,29 o menos,1,13500.0
109,15,2025,México,Tultitlán,Hombre,29 o menos,1,13500.0
109,15,2024,México,Tultitlán,Hombre,30 a 59,6,81000.0
109,15,2025,México,Tultitlán,Hombre,60 o más,6,81000.0
109,15,2025,México,Tultitlán,Hombre,30 a 59,6,81000.0
109,15,2024,México,Tultitlán,Hombre,29 o menos,1,13500.0
109,15,2024,México,Tultitlán,Mujer,60 o más,4,54000.0
118,15,2025,México,Zinacantepec,Hombre,60 o más,1,13500.0
118,15,2025,México,Zinacantepec,Hombre,30 a 59,2,27000.0
122,15,2025,México,Valle de Chalco Solidaridad,Mujer,60 o más,2,27000.0
122,15,2025,México,Valle de Chalco Solidaridad,Mujer,30 a 59,2,27000.0
122,15,2025,México,Valle de Chalco Solidaridad,Hombre,30 a 59,1,13500.0
006,16,2025,Michoacán de Ocampo,Apatzingán,Hombre,60 o más,2,27000.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Hombre,30 a 59,9,121500.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Hombre,60 o más,3,40500.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Mujer,30 a 59,12,162000.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Mujer,29 o menos,3,40500.0
006,16,2025,Michoacán de Ocampo,Apatzingán,Hombre,30 a 59,2,27000.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Hombre,29 o menos,1,13500.0
006,16,2024,Michoacán de Ocampo,Apatzingán,Mujer,60 o más,6,81000.0
006,16,2025,Michoacán de Ocampo,Apatzingán,Mujer,29 o menos,1,13500.0
006,16,2025,Michoacán de Ocampo,Apatzingán,Mujer,30 a 59,5,58184.0
006,16,2025,Michoacán de Ocampo,Apatzingán,Hombre,29 o menos,1,13500.0
011,16,2024,Michoacán de Ocampo,Briseñas,Mujer,60 o más,6,81000.0
011,16,2024,Michoacán de Ocampo,Briseñas,Hombre,30 a 59,15,202500.0
011,16,2024,Michoacán de Ocampo,Briseñas,Hombre,29 o menos,3,40500.0
011,16,2024,Michoacán de Ocampo,Briseñas,Mujer,30 a 59,7,94500.0
011,16,2025,Michoacán de Ocampo,Briseñas,Hombre,30 a 59,1,13500.0
011,16,2025,Michoacán de Ocampo,Briseñas,Mujer,30 a 59,1,13500.0
011,16,2024,Michoacán de Ocampo,Briseñas,Hombre,60 o más,5,67500.0
011,16,2025,Michoacán de Ocampo,Briseñas,Mujer,60 o más,1,13500.0
014,16,2025,Michoacán de Ocampo,Coahuayana,Hombre,60 o más,1,13500.0
014,16,2024,Michoacán de Ocampo,Coahuayana,Mujer,60 o más,4,54000.0
014,16,2025,Michoacán de Ocampo,Coahuayana,Mujer,30 a 59,3,40500.0
014,16,2025,Michoacán de Ocampo,Coahuayana,Hombre,29 o menos,3,40500.0
014,16,2024,Michoacán de Ocampo,Coahuayana,Hombre,30 a 59,2,27000.0
014,16,2025,Michoacán de Ocampo,Coahuayana,Hombre,30 a 59,9,121500.0
014,16,2024,Michoacán de Ocampo,Coahuayana,Mujer,29 o menos,1,13500.0
014,16,2024,Michoacán de Ocampo,Coahuayana,Mujer,30 a 59,6,81000.0
014,16,2025,Michoacán de Ocampo,Coahuayana,Mujer,60 o más,1,13500.0
033,16,2025,Michoacán de Ocampo,Gabriel Zamora,Mujer,30 a 59,8,108000.0
033,16,2025,Michoacán de Ocampo,Gabriel Zamora,Hombre,30 a 59,2,27000.0
033,16,2025,Michoacán de Ocampo,Gabriel Zamora,Mujer,60 o más,1,13500.0
033,16,2024,Michoacán de Ocampo,Gabriel Zamora,Hombre,30 a 59,7,94500.0
033,16,2024,Michoacán de Ocampo,Gabriel Zamora,Mujer,30 a 59,4,54000.0
033,16,2024,Michoacán de Ocampo,Gabriel Zamora,Hombre,29 o menos,1,13500.0
033,16,2025,Michoacán de Ocampo,Gabriel Zamora,Mujer,29 o menos,3,40500.0
033,16,2025,Michoacán de Ocampo,Gabriel Zamora,Hombre,29 o menos,1,13500.0
052,16,2025,Michoacán de Ocampo,Lázaro Cárdenas,Mujer,60 o más,1,13500.0
052,16,2024,Michoacán de Ocampo,Lázaro Cárdenas,Hombre,30 a 59,3,40500.0
