linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea IV,048,08,2018,Chihuahua,Namiquipa,Ampliación y rehabilitación,6,127828.040704
Linea II,050,08,2018,Chihuahua,Nuevo Casas Grandes,Nueva,209,72840577.1208928
Linea II,050,08,2018,Chihuahua,Nuevo Casas Grandes,Existente,174,69787530.085344
Linea IV,050,08,2018,Chihuahua,Nuevo Casas Grandes,Ampliación y rehabilitación,94,0.0
Linea IV,051,08,2018,Chihuahua,Ocampo,Ampliación y rehabilitación,25,0.0
Linea II,052,08,2018,Chihuahua,Ojinaga,Existente,14,6693899.450784
Linea IV,052,08,2018,Chihuahua,Ojinaga,Ampliación y rehabilitación,42,0.0
Linea II,053,08,2018,Chihuahua,Praxedis G. Guerrero,Nueva,2,567396.694944
Linea IV,053,08,2018,Chihuahua,Praxedis G. Guerrero,Ampliación y rehabilitación,8,0.0
Linea II,055,08,2018,Chihuahua,Rosales,Existente,75,24415270.867072
Linea IV,055,08,2018,Chihuahua,Rosales,Ampliación y rehabilitación,63,2036380.3076688
Linea II,058,08,2018,Chihuahua,San Francisco de Conchos,Existente,1,658394.714416
Linea II,059,08,2018,Chihuahua,San Francisco del Oro,Existente,5,2195226.0036016
Linea III,059,08,2018,Chihuahua,San Francisco del Oro,Con disponibilidad de terreno,1,477520.91784
Linea IV,059,08,2018,Chihuahua,San Francisco del Oro,Ampliación y rehabilitación,17,0.0
Linea II,060,08,2018,Chihuahua,Santa Bárbara,Existente,8,4302208.815184
Linea IV,060,08,2018,Chihuahua,Santa Bárbara,Ampliación y rehabilitación,31,0.0
Linea II,062,08,2018,Chihuahua,Saucillo,Existente,75,24732373.03264
Linea IV,062,08,2018,Chihuahua,Saucillo,Ampliación y rehabilitación,65,2525894.83536
Linea IV,063,08,2018,Chihuahua,Temósachic,Ampliación y rehabilitación,1,0.0
Linea IV,067,08,2018,Chihuahua,Valle de Zaragoza,Ampliación y rehabilitación,1,0.0
Linea II,002,09,2018,Ciudad de México,Azcapotzalco,Nueva,398,275150740.96664
Linea II,002,09,2018,Ciudad de México,Azcapotzalco,Existente,301,200894797.550032
Linea IV,002,09,2018,Ciudad de México,Azcapotzalco,Ampliación y rehabilitación,664,15726209.2591312
Linea V,002,09,2018,Ciudad de México,Azcapotzalco,Pago de pasivos,2,922112.274448
Linea II,003,09,2018,Ciudad de México,Coyoacán,Nueva,133,91326185.223408
Linea II,003,09,2018,Ciudad de México,Coyoacán,Existente,292,225092020.5842016
Linea IV,003,09,2018,Ciudad de México,Coyoacán,Ampliación y rehabilitación,552,29068353.8586048
Linea V,003,09,2018,Ciudad de México,Coyoacán,Pago de pasivos,8,6176614.2406784
Linea II,004,09,2018,Ciudad de México,Cuajimalpa de Morelos,Nueva,67,52638114.6425696
Linea II,004,09,2018,Ciudad de México,Cuajimalpa de Morelos,Existente,64,51246543.4687776
Linea IV,004,09,2018,Ciudad de México,Cuajimalpa de Morelos,Ampliación y rehabilitación,210,11316668.869
Linea V,004,09,2018,Ciudad de México,Cuajimalpa de Morelos,Pago de pasivos,3,3714593.317048
Linea II,005,09,2018,Ciudad de México,Gustavo A. Madero,Nueva,209,146590108.15232
Linea II,005,09,2018,Ciudad de México,Gustavo A. Madero,Existente,373,258867216.3737152
Linea III,005,09,2018,Ciudad de México,Gustavo A. Madero,Con disponibilidad de terreno,2,2980417.737264
Linea IV,005,09,2018,Ciudad de México,Gustavo A. Madero,Ampliación y rehabilitación,1535,52063206.2382352
Linea V,005,09,2018,Ciudad de México,Gustavo A. Madero,Pago de pasivos,6,4333648.982896
Linea II,006,09,2018,Ciudad de México,Iztacalco,Nueva,621,377900628.5839136
Linea II,006,09,2018,Ciudad de México,Iztacalco,Existente,162,113187923.4272336
Linea IV,006,09,2018,Ciudad de México,Iztacalco,Ampliación y rehabilitación,461,14859541.5380352
Linea V,006,09,2018,Ciudad de México,Iztacalco,Pago de pasivos,4,2073964.053088
Linea II,007,09,2018,Ciudad de México,Iztapalapa,Nueva,151,102621519.3338928
Linea II,007,09,2018,Ciudad de México,Iztapalapa,Existente,731,449561878.6311456
Linea IV,007,09,2018,Ciudad de México,Iztapalapa,Ampliación y rehabilitación,2143,68951917.416216
Linea V,007,09,2018,Ciudad de México,Iztapalapa,Pago de pasivos,6,2837664.2163008
Linea II,008,09,2018,Ciudad de México,La Magdalena Contreras,Nueva,7,6652779.4454864
Linea II,008,09,2018,Ciudad de México,La Magdalena Contreras,Existente,46,37412009.7038144
Linea IV,008,09,2018,Ciudad de México,La Magdalena Contreras,Ampliación y rehabilitación,287,15310677.5767952
Linea V,008,09,2018,Ciudad de México,La Magdalena Contreras,Pago de pasivos,2,1588294.30464
Linea IV,009,09,2018,Ciudad de México,Milpa Alta,Ampliación y rehabilitación,97,6875362.0100256
Linea II,010,09,2018,Ciudad de México,Álvaro Obregón,Nueva,267,206378568.1205968
Linea II,010,09,2018,Ciudad de México,Álvaro Obregón,Existente,284,205368111.44912
Linea IV,010,09,2018,Ciudad de México,Álvaro Obregón,Ampliación y rehabilitación,874,33685955.8239312
Linea V,010,09,2018,Ciudad de México,Álvaro Obregón,Pago de pasivos,11,8445010.4121088
Linea II,011,09,2018,Ciudad de México,Tláhuac,Nueva,1,476517.82
Linea II,011,09,2018,Ciudad de México,Tláhuac,Existente,203,110916644.2106288
Linea III,011,09,2018,Ciudad de México,Tláhuac,Con disponibilidad de terreno,1,578736.90272
Linea IV,011,09,2018,Ciudad de México,Tláhuac,Ampliación y rehabilitación,605,26525814.5512848
Linea II,012,09,2018,Ciudad de México,Tlalpan,Nueva,64,47310348.2758992
Linea II,012,09,2018,Ciudad de México,Tlalpan,Existente,245,202734830.8213824
Linea IV,012,09,2018,Ciudad de México,Tlalpan,Ampliación y rehabilitación,645,38117259.0305104
Linea V,012,09,2018,Ciudad de México,Tlalpan,Pago de pasivos,2,1047624.840784
Linea II,013,09,2018,Ciudad de México,Xochimilco,Nueva,3,1446330.93
Linea II,013,09,2018,Ciudad de México,Xochimilco,Existente,62,46329388.4137776
Linea IV,013,09,2018,Ciudad de México,Xochimilco,Ampliación y rehabilitación,485,29320844.5623872
Linea V,013,09,2018,Ciudad de México,Xochimilco,Pago de pasivos,2,1256298.16264
Linea II,014,09,2018,Ciudad de México,Benito Juárez,Nueva,632,446512065.1717424
Linea II,014,09,2018,Ciudad de México,Benito Juárez,Existente,399,315952835.4724192
Linea IV,014,09,2018,Ciudad de México,Benito Juárez,Ampliación y rehabilitación,260,13748435.1075616
Linea V,014,09,2018,Ciudad de México,Benito Juárez,Pago de pasivos,19,10401722.4118144
Linea II,015,09,2018,Ciudad de México,Cuauhtémoc,Nueva,675,470365356.688808
Linea II,015,09,2018,Ciudad de México,Cuauhtémoc,Existente,350,217936635.0875552
Linea IV,015,09,2018,Ciudad de México,Cuauhtémoc,Ampliación y rehabilitación,505,11113831.8358288
Linea V,015,09,2018,Ciudad de México,Cuauhtémoc,Pago de pasivos,9,5013285.09776
Linea II,016,09,2018,Ciudad de México,Miguel Hidalgo,Nueva,176,139691888.5041056
Linea II,016,09,2018,Ciudad de México,Miguel Hidalgo,Existente,283,221721910.8007168
Linea IV,016,09,2018,Ciudad de México,Miguel Hidalgo,Ampliación y rehabilitación,403,16217728.6124432
Linea V,016,09,2018,Ciudad de México,Miguel Hidalgo,Pago de pasivos,7,4005635.36664
Linea II,017,09,2018,Ciudad de México,Venustiano Carranza,Nueva,301,201556998.2087392
Linea II,017,09,2018,Ciudad de México,Venustiano Carranza,Existente,200,129782236.9901136
Linea IV,017,09,2018,Ciudad de México,Venustiano Carranza,Ampliación y rehabilitación,504,12144339.1013744
Linea V,017,09,2018,Ciudad de México,Venustiano Carranza,Pago de pasivos,3,1061088.69648
Linea II,001,10,2018,Durango,Canatlán,Existente,2,1117576.3888
Linea IV,001,10,2018,Durango,Canatlán,Ampliación y rehabilitación,12,0.0
Linea II,004,10,2018,Durango,Cuencamé,Existente,5,1506665.7186864
Linea IV,004,10,2018,Durango,Cuencamé,Ampliación y rehabilitación,28,0.0
Linea II,005,10,2018,Durango,Durango,Nueva,992,406318690.206144
Linea II,005,10,2018,Durango,Durango,Existente,928,424326638.1971216
Linea III,005,10,2018,Durango,Durango,Con disponibilidad de terreno,207,61280728.1527552
Linea IV,005,10,2018,Durango,Durango,Ampliación y rehabilitación,3128,2935429.372352
Linea V,005,10,2018,Durango,Durango,Pago de pasivos,4,1279834.398704
Linea IV,006,10,2018,Durango,General Simón Bolívar,Ampliación y rehabilitación,23,0.0
Linea II,007,10,2018,Durango,Gómez Palacio,Nueva,556,193213486.9324352
Linea II,007,10,2018,Durango,Gómez Palacio,Existente,2048,716304263.2842911
Linea III,007,10,2018,Durango,Gómez Palacio,Con disponibilidad de terreno,6,2828704.637872
Linea IV,007,10,2018,Durango,Gómez Palacio,Ampliación y rehabilitación,1313,461808.314432
Linea II,008,10,2018,Durango,Guadalupe Victoria,Nueva,4,1595735.288432
Linea II,008,10,2018,Durango,Guadalupe Victoria,Existente,4,2063813.7159824
Linea IV,008,10,2018,Durango,Guadalupe Victoria,Ampliación y rehabilitación,35,0.0
Linea IV,009,10,2018,Durango,Guanaceví,Ampliación y rehabilitación,7,0.0
Linea II,012,10,2018,Durango,Lerdo,Nueva,471,160602352.9515344
Linea II,012,10,2018,Durango,Lerdo,Existente,360,141400121.6711872
Linea III,012,10,2018,Durango,Lerdo,Con disponibilidad de terreno,227,79702787.5660144
Linea IV,012,10,2018,Durango,Lerdo,Ampliación y rehabilitación,402,745760.436928
Linea II,013,10,2018,Durango,Mapimí,Existente,157,57916413.8578896
Linea IV,013,10,2018,Durango,Mapimí,Ampliación y rehabilitación,92,0.0
Linea IV,015,10,2018,Durango,Nazas,Ampliación y rehabilitación,4,0.0
Linea II,016,10,2018,Durango,Nombre de Dios,Existente,1,520636.604784
Linea IV,016,10,2018,Durango,Nombre de Dios,Ampliación y rehabilitación,30,0.0
Linea IV,017,10,2018,Durango,Ocampo,Ampliación y rehabilitación,1,0.0
Linea II,020,10,2018,Durango,Pánuco de Coronado,Existente,1,640988.101088
Linea IV,020,10,2018,Durango,Pánuco de Coronado,Ampliación y rehabilitación,10,0.0
Linea II,022,10,2018,Durango,Poanas,Existente,2,579361.9088912
Linea IV,022,10,2018,Durango,Poanas,Ampliación y rehabilitación,7,0.0
Linea II,023,10,2018,Durango,Pueblo Nuevo,Existente,1,358361.2857104
Linea IV,023,10,2018,Durango,Pueblo Nuevo,Ampliación y rehabilitación,22,0.0
Linea IV,024,10,2018,Durango,Rodeo,Ampliación y rehabilitación,6,0.0
Linea IV,026,10,2018,Durango,San Dimas,Ampliación y rehabilitación,8,0.0
Linea IV,028,10,2018,Durango,San Juan del Río,Ampliación y rehabilitación,14,0.0
Linea II,032,10,2018,Durango,Santiago Papasquiaro,Nueva,6,2986930.084144
Linea II,032,10,2018,Durango,Santiago Papasquiaro,Existente,5,3064047.1744992
Linea III,032,10,2018,Durango,Santiago Papasquiaro,Con disponibilidad de terreno,3,1087579.8107184
Linea IV,032,10,2018,Durango,Santiago Papasquiaro,Ampliación y rehabilitación,33,0.0
Linea V,032,10,2018,Durango,Santiago Papasquiaro,Pago de pasivos,1,546888.406224
Linea IV,033,10,2018,Durango,Súchil,Ampliación y rehabilitación,1,0.0
Linea IV,035,10,2018,Durango,Tepehuanes,Ampliación y rehabilitación,4,0.0
Linea II,036,10,2018,Durango,Tlahualilo,Existente,13,3829485.064816
Linea IV,036,10,2018,Durango,Tlahualilo,Ampliación y rehabilitación,69,0.0
Linea II,038,10,2018,Durango,Vicente Guerrero,Nueva,2,567836.461664
Linea II,038,10,2018,Durango,Vicente Guerrero,Existente,4,1826520.492368
Linea IV,038,10,2018,Durango,Vicente Guerrero,Ampliación y rehabilitación,16,0.0
Linea V,038,10,2018,Durango,Vicente Guerrero,Pago de pasivos,1,267666.125328
Linea II,039,10,2018,Durango,Nuevo Ideal,Nueva,1,199552.5
Linea II,039,10,2018,Durango,Nuevo Ideal,Existente,15,6086564.2873744
Linea III,039,10,2018,Durango,Nuevo Ideal,Con disponibilidad de terreno,3,2177887.9439232
Linea IV,039,10,2018,Durango,Nuevo Ideal,Ampliación y rehabilitación,4,608648.618512
Linea II,001,11,2018,Guanajuato,Abasolo,Existente,24,9002035.3825936
Linea IV,001,11,2018,Guanajuato,Abasolo,Ampliación y rehabilitación,14,0.0
Linea II,002,11,2018,Guanajuato,Acámbaro,Nueva,7,3188562.536752
Linea II,002,11,2018,Guanajuato,Acámbaro,Existente,39,17987946.1324624
Linea IV,002,11,2018,Guanajuato,Acámbaro,Ampliación y rehabilitación,11,0.0
Linea V,002,11,2018,Guanajuato,Acámbaro,Pago de pasivos,1,687535.607584
Linea II,003,11,2018,Guanajuato,San Miguel de Allende,Nueva,81,61416629.710296
Linea II,003,11,2018,Guanajuato,San Miguel de Allende,Existente,18,12331293.1833424
Linea IV,003,11,2018,Guanajuato,San Miguel de Allende,Ampliación y rehabilitación,15,0.0
Linea II,004,11,2018,Guanajuato,Apaseo el Alto,Nueva,5,1593319.2600816
Linea II,004,11,2018,Guanajuato,Apaseo el Alto,Existente,3,1197631.819424
Linea IV,004,11,2018,Guanajuato,Apaseo el Alto,Ampliación y rehabilitación,15,0.0
Linea II,005,11,2018,Guanajuato,Apaseo el Grande,Nueva,1162,384517362.4142176
Linea II,005,11,2018,Guanajuato,Apaseo el Grande,Existente,159,61482523.9885024
Linea IV,005,11,2018,Guanajuato,Apaseo el Grande,Ampliación y rehabilitación,47,0.0
Linea II,007,11,2018,Guanajuato,Celaya,Nueva,1422,632096513.2671664
Linea II,007,11,2018,Guanajuato,Celaya,Existente,1097,458032813.34532
Linea III,007,11,2018,Guanajuato,Celaya,Con disponibilidad de terreno,1,629977.367344
Linea IV,007,11,2018,Guanajuato,Celaya,Ampliación y rehabilitación,441,505363.960192
Linea V,007,11,2018,Guanajuato,Celaya,Pago de pasivos,6,3503823.600864
Linea IV,008,11,2018,Guanajuato,Manuel Doblado,Ampliación y rehabilitación,4,0.0
Linea II,009,11,2018,Guanajuato,Comonfort,Existente,23,10995368.2308128
Linea IV,009,11,2018,Guanajuato,Comonfort,Ampliación y rehabilitación,52,0.0
Linea II,011,11,2018,Guanajuato,Cortazar,Nueva,257,97444009.4115488
Linea II,011,11,2018,Guanajuato,Cortazar,Existente,155,62367919.8151184
Linea IV,011,11,2018,Guanajuato,Cortazar,Ampliación y rehabilitación,49,0.0
Linea II,012,11,2018,Guanajuato,Cuerámaro,Nueva,3,1022643.247744
Linea II,012,11,2018,Guanajuato,Cuerámaro,Existente,3,1573905.887184
Linea IV,012,11,2018,Guanajuato,Cuerámaro,Ampliación y rehabilitación,6,0.0
Linea II,013,11,2018,Guanajuato,Doctor Mora,Existente,1,1044563.737936
Linea II,014,11,2018,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Nueva,24,8359285.3292208
Linea II,014,11,2018,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Existente,25,10158639.2042848
Linea III,014,11,2018,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Con disponibilidad de terreno,1,715179.282368
Linea IV,014,11,2018,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Ampliación y rehabilitación,55,0.0
Linea II,015,11,2018,Guanajuato,Guanajuato,Nueva,316,151582232.4134688
Linea II,015,11,2018,Guanajuato,Guanajuato,Existente,103,51867759.5942768
Linea IV,015,11,2018,Guanajuato,Guanajuato,Ampliación y rehabilitación,93,178472.786336
Linea IV,016,11,2018,Guanajuato,Huanímaro,Ampliación y rehabilitación,2,0.0
Linea II,017,11,2018,Guanajuato,Irapuato,Nueva,1416,637504768.4348928
Linea II,017,11,2018,Guanajuato,Irapuato,Existente,895,404142882.4653072
Linea IV,017,11,2018,Guanajuato,Irapuato,Ampliación y rehabilitación,373,0.0
Linea V,017,11,2018,Guanajuato,Irapuato,Pago de pasivos,4,1817639.7979696
Linea II,018,11,2018,Guanajuato,Jaral del Progreso,Existente,18,6505648.5128416
Linea IV,018,11,2018,Guanajuato,Jaral del Progreso,Ampliación y rehabilitación,47,0.0
Linea II,019,11,2018,Guanajuato,Jerécuaro,Nueva,1,547471.840368
Linea II,019,11,2018,Guanajuato,Jerécuaro,Existente,1,375130.576832
Linea IV,019,11,2018,Guanajuato,Jerécuaro,Ampliación y rehabilitación,2,0.0
Linea II,020,11,2018,Guanajuato,León,Nueva,5033,2064942407.41752
Linea II,020,11,2018,Guanajuato,León,Existente,3609,1430327415.325765
Linea III,020,11,2018,Guanajuato,León,Con disponibilidad de terreno,1,1458912.54944
Linea IV,020,11,2018,Guanajuato,León,Ampliación y rehabilitación,1573,725981.979184
Linea V,020,11,2018,Guanajuato,León,Pago de pasivos,6,2332150.516224
Linea II,021,11,2018,Guanajuato,Moroleón,Nueva,23,10099112.8077424
Linea II,021,11,2018,Guanajuato,Moroleón,Existente,8,2274701.5188
Linea IV,021,11,2018,Guanajuato,Moroleón,Ampliación y rehabilitación,2,375471.702416
Linea II,023,11,2018,Guanajuato,Pénjamo,Nueva,16,5162504.8217264
Linea II,023,11,2018,Guanajuato,Pénjamo,Existente,9,4096298.454432
Linea III,023,11,2018,Guanajuato,Pénjamo,Con disponibilidad de terreno,3,880747.12048
Linea IV,023,11,2018,Guanajuato,Pénjamo,Ampliación y rehabilitación,104,0.0
Linea II,024,11,2018,Guanajuato,Pueblo Nuevo,Existente,1,901851.0332
Linea IV,024,11,2018,Guanajuato,Pueblo Nuevo,Ampliación y rehabilitación,1,0.0
Linea II,025,11,2018,Guanajuato,Purísima del Rincón,Nueva,51,18417273.128384
Linea II,025,11,2018,Guanajuato,Purísima del Rincón,Existente,17,5098492.0938208
Linea III,025,11,2018,Guanajuato,Purísima del Rincón,Con disponibilidad de terreno,1,250143.0005104
Linea IV,025,11,2018,Guanajuato,Purísima del Rincón,Ampliación y rehabilitación,4,0.0
Linea II,026,11,2018,Guanajuato,Romita,Existente,33,14547413.8448672
Linea IV,026,11,2018,Guanajuato,Romita,Ampliación y rehabilitación,55,0.0
Linea II,027,11,2018,Guanajuato,Salamanca,Nueva,499,217830864.7775424
Linea II,027,11,2018,Guanajuato,Salamanca,Existente,441,182259140.9070432
Linea IV,027,11,2018,Guanajuato,Salamanca,Ampliación y rehabilitación,94,0.0
Linea V,027,11,2018,Guanajuato,Salamanca,Pago de pasivos,2,820769.328128
Linea II,028,11,2018,Guanajuato,Salvatierra,Existente,31,11992501.458632
Linea IV,028,11,2018,Guanajuato,Salvatierra,Ampliación y rehabilitación,8,0.0
Linea IV,029,11,2018,Guanajuato,San Diego de la Unión,Ampliación y rehabilitación,1,0.0
Linea II,030,11,2018,Guanajuato,San Felipe,Nueva,126,45855658.3919472
Linea II,030,11,2018,Guanajuato,San Felipe,Existente,28,11182134.7380912
Linea IV,030,11,2018,Guanajuato,San Felipe,Ampliación y rehabilitación,30,0.0
Linea II,031,11,2018,Guanajuato,San Francisco del Rincón,Nueva,36,11067548.9156624
Linea II,031,11,2018,Guanajuato,San Francisco del Rincón,Existente,47,17171509.9059472
Linea III,031,11,2018,Guanajuato,San Francisco del Rincón,Con disponibilidad de terreno,57,15170878.614224
Linea IV,031,11,2018,Guanajuato,San Francisco del Rincón,Ampliación y rehabilitación,33,0.0
Linea V,031,11,2018,Guanajuato,San Francisco del Rincón,Pago de pasivos,2,343637.62024
Linea II,032,11,2018,Guanajuato,San José Iturbide,Nueva,189,88929033.622984
Linea II,032,11,2018,Guanajuato,San José Iturbide,Existente,78,35057316.7602016
Linea IV,032,11,2018,Guanajuato,San José Iturbide,Ampliación y rehabilitación,21,326499.870528
Linea II,033,11,2018,Guanajuato,San Luis de la Paz,Nueva,1,136872.2878192
Linea II,033,11,2018,Guanajuato,San Luis de la Paz,Existente,36,15981456.4054528
Linea IV,033,11,2018,Guanajuato,San Luis de la Paz,Ampliación y rehabilitación,13,0.0
Linea IV,034,11,2018,Guanajuato,Santa Catarina,Ampliación y rehabilitación,1,0.0
Linea II,035,11,2018,Guanajuato,Santa Cruz de Juventino Rosas,Existente,49,19369983.8137728
Linea IV,035,11,2018,Guanajuato,Santa Cruz de Juventino Rosas,Ampliación y rehabilitación,37,0.0
Linea II,037,11,2018,Guanajuato,Silao de la Victoria,Nueva,366,165734387.8906208
Linea II,037,11,2018,Guanajuato,Silao de la Victoria,Existente,243,102679890.648656
Linea IV,037,11,2018,Guanajuato,Silao de la Victoria,Ampliación y rehabilitación,357,458224.001536
Linea II,039,11,2018,Guanajuato,Tarimoro,Existente,3,1857848.8055232
Linea IV,039,11,2018,Guanajuato,Tarimoro,Ampliación y rehabilitación,7,0.0
Linea IV,040,11,2018,Guanajuato,Tierra Blanca,Ampliación y rehabilitación,1,0.0
Linea II,041,11,2018,Guanajuato,Uriangato,Nueva,3,1484782.271928
Linea II,041,11,2018,Guanajuato,Uriangato,Existente,8,2683323.5337744
Linea IV,041,11,2018,Guanajuato,Uriangato,Ampliación y rehabilitación,2,0.0
Linea II,042,11,2018,Guanajuato,Valle de Santiago,Nueva,1,1265801.151392
Linea II,042,11,2018,Guanajuato,Valle de Santiago,Existente,27,12559125.7010608
Linea IV,042,11,2018,Guanajuato,Valle de Santiago,Ampliación y rehabilitación,43,0.0
Linea II,044,11,2018,Guanajuato,Villagrán,Nueva,212,77182471.3633296
Linea II,044,11,2018,Guanajuato,Villagrán,Existente,88,33686414.1626272
Linea IV,044,11,2018,Guanajuato,Villagrán,Ampliación y rehabilitación,56,0.0
Linea II,046,11,2018,Guanajuato,Yuriria,Existente,2,937125.355984
Linea II,001,12,2018,Guerrero,Acapulco de Juárez,Nueva,936,407225296.9513872
Linea II,001,12,2018,Guerrero,Acapulco de Juárez,Existente,1262,604941322.2109967
Linea III,001,12,2018,Guerrero,Acapulco de Juárez,Con disponibilidad de terreno,2,896357.915392
Linea IV,001,12,2018,Guerrero,Acapulco de Juárez,Ampliación y rehabilitación,659,2402260.62544
Linea V,001,12,2018,Guerrero,Acapulco de Juárez,Pago de pasivos,1,182083.995008
Linea IV,003,12,2018,Guerrero,Ajuchitlán del Progreso,Ampliación y rehabilitación,1,0.0
Linea II,006,12,2018,Guerrero,Apaxtla,Existente,1,1211938.343824
Linea IV,006,12,2018,Guerrero,Apaxtla,Ampliación y rehabilitación,1,0.0
Linea IV,007,12,2018,Guerrero,Arcelia,Ampliación y rehabilitación,1,0.0
Linea IV,010,12,2018,Guerrero,Atlixtac,Ampliación y rehabilitación,1,0.0
Linea II,011,12,2018,Guerrero,Atoyac de Álvarez,Existente,2,777461.223552
Linea IV,011,12,2018,Guerrero,Atoyac de Álvarez,Ampliación y rehabilitación,4,0.0
Linea IV,013,12,2018,Guerrero,Azoyú,Ampliación y rehabilitación,1,0.0
Linea II,014,12,2018,Guerrero,Benito Juárez,Existente,1,750599.550816
Linea IV,014,12,2018,Guerrero,Benito Juárez,Ampliación y rehabilitación,2,0.0
Linea IV,017,12,2018,Guerrero,Cocula,Ampliación y rehabilitación,2,0.0
Linea II,021,12,2018,Guerrero,Coyuca de Benítez,Nueva,1,572830.3523072
Linea II,021,12,2018,Guerrero,Coyuca de Benítez,Existente,3,2050436.066224
Linea IV,021,12,2018,Guerrero,Coyuca de Benítez,Ampliación y rehabilitación,21,0.0
Linea IV,022,12,2018,Guerrero,Coyuca de Catalán,Ampliación y rehabilitación,2,0.0
Linea II,026,12,2018,Guerrero,Cuetzala del Progreso,Existente,1,796287.059216
Linea II,029,12,2018,Guerrero,Chilpancingo de los Bravo,Nueva,36,20529082.349112
Linea II,029,12,2018,Guerrero,Chilpancingo de los Bravo,Existente,34,19466702.4114784
Linea III,029,12,2018,Guerrero,Chilpancingo de los Bravo,Con disponibilidad de terreno,3,1439606.46728
Linea IV,029,12,2018,Guerrero,Chilpancingo de los Bravo,Ampliación y rehabilitación,117,191716.901024
Linea IV,030,12,2018,Guerrero,Florencio Villarreal,Ampliación y rehabilitación,1,0.0
Linea IV,032,12,2018,Guerrero,General Heliodoro Castillo,Ampliación y rehabilitación,1,0.0
Linea IV,033,12,2018,Guerrero,Huamuxtitlán,Ampliación y rehabilitación,1,0.0
Linea IV,034,12,2018,Guerrero,Huitzuco de los Figueroa,Ampliación y rehabilitación,3,0.0
Linea II,035,12,2018,Guerrero,Iguala de la Independencia,Nueva,45,23440588.3111904
Linea II,035,12,2018,Guerrero,Iguala de la Independencia,Existente,49,23730795.5021904
Linea IV,035,12,2018,Guerrero,Iguala de la Independencia,Ampliación y rehabilitación,97,0.0
Linea II,036,12,2018,Guerrero,Igualapa,Existente,1,1038440.83
Linea IV,036,12,2018,Guerrero,Igualapa,Ampliación y rehabilitación,2,0.0
Linea II,038,12,2018,Guerrero,Zihuatanejo de Azueta,Nueva,43,17949945.3495776
Linea II,038,12,2018,Guerrero,Zihuatanejo de Azueta,Existente,153,64317865.015776
Linea III,038,12,2018,Guerrero,Zihuatanejo de Azueta,Con disponibilidad de terreno,13,5710307.908096
Linea IV,038,12,2018,Guerrero,Zihuatanejo de Azueta,Ampliación y rehabilitación,192,0.0
Linea IV,039,12,2018,Guerrero,Juan R. Escudero,Ampliación y rehabilitación,4,0.0
Linea IV,044,12,2018,Guerrero,Mochitlán,Ampliación y rehabilitación,2,0.0
Linea II,046,12,2018,Guerrero,Ometepec,Existente,3,1590954.401952
Linea IV,046,12,2018,Guerrero,Ometepec,Ampliación y rehabilitación,2,0.0
Linea IV,048,12,2018,Guerrero,Petatlán,Ampliación y rehabilitación,23,0.0
Linea II,050,12,2018,Guerrero,Pungarabato,Existente,3,1609996.860176
Linea IV,050,12,2018,Guerrero,Pungarabato,Ampliación y rehabilitación,3,0.0
Linea II,055,12,2018,Guerrero,Taxco de Alarcón,Nueva,4,1885540.4070672
Linea II,055,12,2018,Guerrero,Taxco de Alarcón,Existente,13,6121530.5869904
Linea III,055,12,2018,Guerrero,Taxco de Alarcón,Con disponibilidad de terreno,2,2093898.415488
Linea IV,055,12,2018,Guerrero,Taxco de Alarcón,Ampliación y rehabilitación,17,344142.823648
Linea III,057,12,2018,Guerrero,Técpan de Galeana,Con disponibilidad de terreno,1,806543.336816
Linea IV,057,12,2018,Guerrero,Técpan de Galeana,Ampliación y rehabilitación,6,0.0
Linea II,058,12,2018,Guerrero,Teloloapan,Existente,1,608752.6751392
Linea IV,059,12,2018,Guerrero,Tepecoacuilco de Trujano,Ampliación y rehabilitación,4,0.0
Linea IV,066,12,2018,Guerrero,Tlapa de Comonfort,Ampliación y rehabilitación,2,0.0
Linea IV,067,12,2018,Guerrero,Tlapehuala,Ampliación y rehabilitación,1,0.0
Linea II,068,12,2018,Guerrero,La Unión de Isidoro Montes de Oca,Existente,1,779865.95
Linea IV,068,12,2018,Guerrero,La Unión de Isidoro Montes de Oca,Ampliación y rehabilitación,1,0.0
Linea IV,074,12,2018,Guerrero,Zitlala,Ampliación y rehabilitación,1,0.0
Linea IV,075,12,2018,Guerrero,Eduardo Neri,Ampliación y rehabilitación,22,0.0
Linea IV,001,13,2018,Hidalgo,Acatlán,Ampliación y rehabilitación,1,0.0
Linea IV,002,13,2018,Hidalgo,Acaxochitlán,Ampliación y rehabilitación,4,0.0
Linea II,003,13,2018,Hidalgo,Actopan,Nueva,4,1971189.115632
Linea II,003,13,2018,Hidalgo,Actopan,Existente,10,6430740.264176
Linea IV,003,13,2018,Hidalgo,Actopan,Ampliación y rehabilitación,21,323493.149568
Linea IV,004,13,2018,Hidalgo,Agua Blanca de Iturbide,Ampliación y rehabilitación,1,0.0
Linea II,005,13,2018,Hidalgo,Ajacuba,Existente,3,510270.31368
Linea IV,005,13,2018,Hidalgo,Ajacuba,Ampliación y rehabilitación,17,0.0
