linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea IV,059,07,2015,Chiapas,Ocosingo,Ampliación y rehabilitación,32,0.0
Linea II,061,07,2015,Chiapas,Ocozocoautla de Espinosa,Existente,25,8116351.74
Linea III,061,07,2015,Chiapas,Ocozocoautla de Espinosa,Con disponibilidad de terreno,1,556943.13
Linea IV,061,07,2015,Chiapas,Ocozocoautla de Espinosa,Ampliación y rehabilitación,26,0.0
Linea IV,063,07,2015,Chiapas,Osumacinta,Ampliación y rehabilitación,1,0.0
Linea II,065,07,2015,Chiapas,Palenque,Nueva,81,24194514.0
Linea II,065,07,2015,Chiapas,Palenque,Existente,29,11662546.63
Linea IV,065,07,2015,Chiapas,Palenque,Ampliación y rehabilitación,32,0.0
Linea II,068,07,2015,Chiapas,Pichucalco,Existente,9,3531585.69
Linea IV,068,07,2015,Chiapas,Pichucalco,Ampliación y rehabilitación,4,0.0
Linea II,069,07,2015,Chiapas,Pijijiapan,Existente,4,1392255.03
Linea IV,069,07,2015,Chiapas,Pijijiapan,Ampliación y rehabilitación,8,0.0
Linea IV,070,07,2015,Chiapas,El Porvenir,Ampliación y rehabilitación,1,0.0
Linea II,071,07,2015,Chiapas,Villa Comaltitlán,Existente,1,168596.72
Linea III,071,07,2015,Chiapas,Villa Comaltitlán,Con disponibilidad de terreno,1,1011055.06
Linea II,072,07,2015,Chiapas,Pueblo Nuevo Solistahuacán,Existente,1,439203.22
Linea IV,072,07,2015,Chiapas,Pueblo Nuevo Solistahuacán,Ampliación y rehabilitación,1,0.0
Linea II,074,07,2015,Chiapas,Reforma,Existente,23,9182190.0
Linea II,077,07,2015,Chiapas,Salto de Agua,Existente,3,1488959.37
Linea IV,077,07,2015,Chiapas,Salto de Agua,Ampliación y rehabilitación,1,0.0
Linea II,078,07,2015,Chiapas,San Cristóbal de las Casas,Nueva,7,2465646.85
Linea II,078,07,2015,Chiapas,San Cristóbal de las Casas,Existente,34,15471917.01
Linea IV,078,07,2015,Chiapas,San Cristóbal de las Casas,Ampliación y rehabilitación,162,0.0
Linea II,079,07,2015,Chiapas,San Fernando,Nueva,3,1723363.13
Linea IV,079,07,2015,Chiapas,San Fernando,Ampliación y rehabilitación,6,0.0
Linea II,081,07,2015,Chiapas,Simojovel,Existente,1,228696.64
Linea IV,081,07,2015,Chiapas,Simojovel,Ampliación y rehabilitación,2,0.0
Linea II,083,07,2015,Chiapas,Socoltenango,Existente,1,394336.13
Linea IV,085,07,2015,Chiapas,Soyaló,Ampliación y rehabilitación,1,0.0
Linea II,086,07,2015,Chiapas,Suchiapa,Existente,1,136913.55
Linea IV,086,07,2015,Chiapas,Suchiapa,Ampliación y rehabilitación,4,0.0
Linea II,087,07,2015,Chiapas,Suchiate,Existente,1,700637.31
Linea IV,087,07,2015,Chiapas,Suchiate,Ampliación y rehabilitación,8,0.0
Linea II,089,07,2015,Chiapas,Tapachula,Nueva,216,55686600.13
Linea II,089,07,2015,Chiapas,Tapachula,Existente,495,173341054.54
Linea III,089,07,2015,Chiapas,Tapachula,Con disponibilidad de terreno,154,49675443.85
Linea IV,089,07,2015,Chiapas,Tapachula,Ampliación y rehabilitación,551,748719.44
Linea IV,091,07,2015,Chiapas,Tapilula,Ampliación y rehabilitación,1,0.0
Linea IV,094,07,2015,Chiapas,Teopisca,Ampliación y rehabilitación,5,0.0
Linea II,096,07,2015,Chiapas,Tila,Existente,2,615341.97
Linea II,097,07,2015,Chiapas,Tonalá,Nueva,59,18121733.22
Linea II,097,07,2015,Chiapas,Tonalá,Existente,35,15622223.11
Linea III,097,07,2015,Chiapas,Tonalá,Con disponibilidad de terreno,26,8151118.88
Linea IV,097,07,2015,Chiapas,Tonalá,Ampliación y rehabilitación,31,0.0
Linea IV,099,07,2015,Chiapas,La Trinitaria,Ampliación y rehabilitación,30,0.0
Linea II,101,07,2015,Chiapas,Tuxtla Gutiérrez,Nueva,178,59545228.79
Linea II,101,07,2015,Chiapas,Tuxtla Gutiérrez,Existente,557,208478793.83
Linea III,101,07,2015,Chiapas,Tuxtla Gutiérrez,Con disponibilidad de terreno,6,2351977.22
Linea IV,101,07,2015,Chiapas,Tuxtla Gutiérrez,Ampliación y rehabilitación,424,917810.89
Linea V,101,07,2015,Chiapas,Tuxtla Gutiérrez,Pago de pasivos,2,541076.35
Linea II,102,07,2015,Chiapas,Tuxtla Chico,Existente,5,1403325.14
Linea IV,102,07,2015,Chiapas,Tuxtla Chico,Ampliación y rehabilitación,33,0.0
Linea II,103,07,2015,Chiapas,Tuzantán,Existente,1,189654.88
Linea IV,103,07,2015,Chiapas,Tuzantán,Ampliación y rehabilitación,9,0.0
Linea III,104,07,2015,Chiapas,Tzimol,Con disponibilidad de terreno,1,189950.52
Linea IV,104,07,2015,Chiapas,Tzimol,Ampliación y rehabilitación,4,0.0
Linea II,105,07,2015,Chiapas,Unión Juárez,Existente,1,180277.33
Linea IV,105,07,2015,Chiapas,Unión Juárez,Ampliación y rehabilitación,7,0.0
Linea II,106,07,2015,Chiapas,Venustiano Carranza,Existente,1,495750.78
Linea IV,106,07,2015,Chiapas,Venustiano Carranza,Ampliación y rehabilitación,61,0.0
Linea II,107,07,2015,Chiapas,Villa Corzo,Existente,1,486059.94
Linea IV,107,07,2015,Chiapas,Villa Corzo,Ampliación y rehabilitación,8,0.0
Linea II,108,07,2015,Chiapas,Villaflores,Nueva,11,3195575.88
Linea II,108,07,2015,Chiapas,Villaflores,Existente,19,7186253.76
Linea IV,108,07,2015,Chiapas,Villaflores,Ampliación y rehabilitación,115,0.0
Linea II,109,07,2015,Chiapas,Yajalón,Existente,1,414760.5
Linea IV,109,07,2015,Chiapas,Yajalón,Ampliación y rehabilitación,2,0.0
Linea IV,111,07,2015,Chiapas,Zinacantán,Ampliación y rehabilitación,1,0.0
Linea II,114,07,2015,Chiapas,Benemérito de las Américas,Existente,1,408651.66
Linea II,001,08,2015,Chihuahua,Ahumada,Nueva,2,0.0
Linea II,001,08,2015,Chihuahua,Ahumada,Existente,40,9102212.24
Linea IV,001,08,2015,Chihuahua,Ahumada,Ampliación y rehabilitación,4,0.0
Linea II,002,08,2015,Chihuahua,Aldama,Nueva,119,32008980.47
Linea II,002,08,2015,Chihuahua,Aldama,Existente,139,38122633.92
Linea IV,002,08,2015,Chihuahua,Aldama,Ampliación y rehabilitación,105,123068.63
Linea II,003,08,2015,Chihuahua,Allende,Existente,2,604406.01
Linea IV,003,08,2015,Chihuahua,Allende,Ampliación y rehabilitación,33,0.0
Linea II,004,08,2015,Chihuahua,Aquiles Serdán,Nueva,220,50158469.24
Linea II,004,08,2015,Chihuahua,Aquiles Serdán,Existente,74,20251665.18
Linea IV,004,08,2015,Chihuahua,Aquiles Serdán,Ampliación y rehabilitación,79,67982.31
Linea II,005,08,2015,Chihuahua,Ascensión,Nueva,112,26245646.88
Linea II,005,08,2015,Chihuahua,Ascensión,Existente,4,1603404.93
Linea IV,005,08,2015,Chihuahua,Ascensión,Ampliación y rehabilitación,6,0.0
Linea IV,006,08,2015,Chihuahua,Bachíniva,Ampliación y rehabilitación,9,0.0
Linea II,007,08,2015,Chihuahua,Balleza,Existente,1,313080.5
Linea IV,009,08,2015,Chihuahua,Bocoyna,Ampliación y rehabilitación,2,0.0
Linea II,010,08,2015,Chihuahua,Buenaventura,Existente,12,2489084.62
Linea IV,010,08,2015,Chihuahua,Buenaventura,Ampliación y rehabilitación,11,0.0
Linea II,011,08,2015,Chihuahua,Camargo,Nueva,18,4336082.94
Linea II,011,08,2015,Chihuahua,Camargo,Existente,200,59045702.88
Linea IV,011,08,2015,Chihuahua,Camargo,Ampliación y rehabilitación,56,135660.94
Linea II,013,08,2015,Chihuahua,Casas Grandes,Nueva,1,316874.59
Linea II,013,08,2015,Chihuahua,Casas Grandes,Existente,16,3720996.96
Linea IV,013,08,2015,Chihuahua,Casas Grandes,Ampliación y rehabilitación,7,0.0
Linea II,016,08,2015,Chihuahua,La Cruz,Existente,2,559466.54
Linea IV,016,08,2015,Chihuahua,La Cruz,Ampliación y rehabilitación,2,0.0
Linea II,017,08,2015,Chihuahua,Cuauhtémoc,Nueva,494,132246380.64
Linea II,017,08,2015,Chihuahua,Cuauhtémoc,Existente,435,148360787.55
Linea IV,017,08,2015,Chihuahua,Cuauhtémoc,Ampliación y rehabilitación,356,97661.3
Linea IV,018,08,2015,Chihuahua,Cusihuiriachi,Ampliación y rehabilitación,1,0.0
Linea II,019,08,2015,Chihuahua,Chihuahua,Nueva,3259,954731762.27
Linea II,019,08,2015,Chihuahua,Chihuahua,Existente,3154,1059146883.01
Linea III,019,08,2015,Chihuahua,Chihuahua,Con disponibilidad de terreno,62,18706053.66
Linea IV,019,08,2015,Chihuahua,Chihuahua,Ampliación y rehabilitación,5560,16708446.31
Linea V,019,08,2015,Chihuahua,Chihuahua,Pago de pasivos,32,13988861.83
Linea II,021,08,2015,Chihuahua,Delicias,Nueva,414,97547016.86
Linea II,021,08,2015,Chihuahua,Delicias,Existente,796,241569019.62
Linea III,021,08,2015,Chihuahua,Delicias,Con disponibilidad de terreno,2,1185483.79
Linea IV,021,08,2015,Chihuahua,Delicias,Ampliación y rehabilitación,796,4350291.13
Linea II,025,08,2015,Chihuahua,Gómez Farías,Existente,8,2440755.02
Linea IV,025,08,2015,Chihuahua,Gómez Farías,Ampliación y rehabilitación,41,0.0
Linea IV,026,08,2015,Chihuahua,Gran Morelos,Ampliación y rehabilitación,1,0.0
Linea II,027,08,2015,Chihuahua,Guachochi,Existente,5,2048579.76
Linea IV,028,08,2015,Chihuahua,Guadalupe,Ampliación y rehabilitación,11,0.0
Linea II,031,08,2015,Chihuahua,Guerrero,Existente,9,2740968.27
Linea IV,031,08,2015,Chihuahua,Guerrero,Ampliación y rehabilitación,15,371331.6
Linea II,032,08,2015,Chihuahua,Hidalgo del Parral,Nueva,272,76403789.8
Linea II,032,08,2015,Chihuahua,Hidalgo del Parral,Existente,189,60559858.39
Linea IV,032,08,2015,Chihuahua,Hidalgo del Parral,Ampliación y rehabilitación,228,467931.08
Linea IV,034,08,2015,Chihuahua,Ignacio Zaragoza,Ampliación y rehabilitación,14,0.0
Linea II,036,08,2015,Chihuahua,Jiménez,Nueva,5,1675819.91
Linea II,036,08,2015,Chihuahua,Jiménez,Existente,109,30210597.17
Linea IV,036,08,2015,Chihuahua,Jiménez,Ampliación y rehabilitación,45,0.0
Linea II,037,08,2015,Chihuahua,Juárez,Nueva,3939,1021321903.32
Linea II,037,08,2015,Chihuahua,Juárez,Existente,5312,1484807683.99
Linea III,037,08,2015,Chihuahua,Juárez,Con disponibilidad de terreno,6,2918209.67
Linea IV,037,08,2015,Chihuahua,Juárez,Ampliación y rehabilitación,19921,853087.91
Linea V,037,08,2015,Chihuahua,Juárez,Pago de pasivos,39,17429040.2
Linea II,038,08,2015,Chihuahua,Julimes,Existente,7,1621885.44
Linea IV,038,08,2015,Chihuahua,Julimes,Ampliación y rehabilitación,11,0.0
Linea IV,039,08,2015,Chihuahua,López,Ampliación y rehabilitación,1,0.0
Linea II,040,08,2015,Chihuahua,Madera,Existente,31,12610626.33
Linea IV,040,08,2015,Chihuahua,Madera,Ampliación y rehabilitación,12,0.0
Linea IV,043,08,2015,Chihuahua,Matachí,Ampliación y rehabilitación,3,0.0
Linea II,044,08,2015,Chihuahua,Matamoros,Existente,1,621400.88
Linea IV,044,08,2015,Chihuahua,Matamoros,Ampliación y rehabilitación,12,0.0
Linea II,045,08,2015,Chihuahua,Meoqui,Nueva,69,14742316.09
Linea II,045,08,2015,Chihuahua,Meoqui,Existente,240,59209972.63
Linea IV,045,08,2015,Chihuahua,Meoqui,Ampliación y rehabilitación,210,614271.4
Linea IV,047,08,2015,Chihuahua,Moris,Ampliación y rehabilitación,1,0.0
Linea IV,048,08,2015,Chihuahua,Namiquipa,Ampliación y rehabilitación,8,0.0
Linea II,050,08,2015,Chihuahua,Nuevo Casas Grandes,Nueva,207,53884873.85
Linea II,050,08,2015,Chihuahua,Nuevo Casas Grandes,Existente,206,53801209.47
Linea IV,050,08,2015,Chihuahua,Nuevo Casas Grandes,Ampliación y rehabilitación,143,0.0
Linea IV,051,08,2015,Chihuahua,Ocampo,Ampliación y rehabilitación,11,337765.59
Linea II,052,08,2015,Chihuahua,Ojinaga,Nueva,1,246029.22
Linea II,052,08,2015,Chihuahua,Ojinaga,Existente,14,5131737.75
Linea IV,052,08,2015,Chihuahua,Ojinaga,Ampliación y rehabilitación,22,0.0
Linea IV,053,08,2015,Chihuahua,Praxedis G. Guerrero,Ampliación y rehabilitación,18,0.0
Linea IV,054,08,2015,Chihuahua,Riva Palacio,Ampliación y rehabilitación,4,0.0
Linea II,055,08,2015,Chihuahua,Rosales,Existente,117,27367794.97
Linea IV,055,08,2015,Chihuahua,Rosales,Ampliación y rehabilitación,65,590057.27
Linea IV,056,08,2015,Chihuahua,Rosario,Ampliación y rehabilitación,1,0.0
Linea IV,057,08,2015,Chihuahua,San Francisco de Borja,Ampliación y rehabilitación,1,0.0
Linea II,058,08,2015,Chihuahua,San Francisco de Conchos,Existente,1,196714.33
Linea II,059,08,2015,Chihuahua,San Francisco del Oro,Existente,11,3946365.42
Linea IV,059,08,2015,Chihuahua,San Francisco del Oro,Ampliación y rehabilitación,13,0.0
Linea II,060,08,2015,Chihuahua,Santa Bárbara,Existente,12,5259061.25
Linea IV,060,08,2015,Chihuahua,Santa Bárbara,Ampliación y rehabilitación,39,0.0
Linea IV,061,08,2015,Chihuahua,Satevó,Ampliación y rehabilitación,1,0.0
Linea II,062,08,2015,Chihuahua,Saucillo,Nueva,1,265422.09
Linea II,062,08,2015,Chihuahua,Saucillo,Existente,139,36815711.01
Linea IV,062,08,2015,Chihuahua,Saucillo,Ampliación y rehabilitación,81,1218478.57
Linea II,063,08,2015,Chihuahua,Temósachic,Existente,1,285601.13
Linea IV,063,08,2015,Chihuahua,Temósachic,Ampliación y rehabilitación,1,0.0
Linea II,067,08,2015,Chihuahua,Valle de Zaragoza,Existente,1,316197.59
Linea II,000,09,2015,Ciudad de México,No distribuido,Nueva,1,0.0
Linea II,002,09,2015,Ciudad de México,Azcapotzalco,Nueva,1086,454665431.18
Linea II,002,09,2015,Ciudad de México,Azcapotzalco,Existente,277,122214075.17
Linea IV,002,09,2015,Ciudad de México,Azcapotzalco,Ampliación y rehabilitación,934,1624429.6
Linea V,002,09,2015,Ciudad de México,Azcapotzalco,Pago de pasivos,4,2439920.85
Linea II,003,09,2015,Ciudad de México,Coyoacán,Nueva,156,54669112.63
Linea II,003,09,2015,Ciudad de México,Coyoacán,Existente,371,185197040.4
Linea IV,003,09,2015,Ciudad de México,Coyoacán,Ampliación y rehabilitación,838,5586392.46
Linea V,003,09,2015,Ciudad de México,Coyoacán,Pago de pasivos,9,6098537.13
Linea II,004,09,2015,Ciudad de México,Cuajimalpa de Morelos,Nueva,179,65680915.76
Linea II,004,09,2015,Ciudad de México,Cuajimalpa de Morelos,Existente,102,51309579.78
Linea IV,004,09,2015,Ciudad de México,Cuajimalpa de Morelos,Ampliación y rehabilitación,228,3544392.61
Linea V,004,09,2015,Ciudad de México,Cuajimalpa de Morelos,Pago de pasivos,3,2263692.82
Linea II,005,09,2015,Ciudad de México,Gustavo A. Madero,Nueva,236,85036189.0
Linea II,005,09,2015,Ciudad de México,Gustavo A. Madero,Existente,440,204215965.26
Linea IV,005,09,2015,Ciudad de México,Gustavo A. Madero,Ampliación y rehabilitación,2159,8857884.04
Linea V,005,09,2015,Ciudad de México,Gustavo A. Madero,Pago de pasivos,8,4078094.91
Linea II,006,09,2015,Ciudad de México,Iztacalco,Nueva,343,143557164.56
Linea II,006,09,2015,Ciudad de México,Iztacalco,Existente,183,81636963.45
Linea IV,006,09,2015,Ciudad de México,Iztacalco,Ampliación y rehabilitación,611,1638256.19
Linea V,006,09,2015,Ciudad de México,Iztacalco,Pago de pasivos,3,2007693.87
Linea II,007,09,2015,Ciudad de México,Iztapalapa,Nueva,193,83982240.69
Linea II,007,09,2015,Ciudad de México,Iztapalapa,Existente,811,347528954.82
Linea IV,007,09,2015,Ciudad de México,Iztapalapa,Ampliación y rehabilitación,2856,13521572.67
Linea V,007,09,2015,Ciudad de México,Iztapalapa,Pago de pasivos,4,2081897.69
Linea II,008,09,2015,Ciudad de México,La Magdalena Contreras,Nueva,24,5496783.26
Linea II,008,09,2015,Ciudad de México,La Magdalena Contreras,Existente,66,36249082.96
Linea IV,008,09,2015,Ciudad de México,La Magdalena Contreras,Ampliación y rehabilitación,450,3563766.98
Linea V,008,09,2015,Ciudad de México,La Magdalena Contreras,Pago de pasivos,4,2902398.81
Linea IV,009,09,2015,Ciudad de México,Milpa Alta,Ampliación y rehabilitación,98,497720.37
Linea II,010,09,2015,Ciudad de México,Álvaro Obregón,Nueva,455,173439496.47
Linea II,010,09,2015,Ciudad de México,Álvaro Obregón,Existente,407,198589774.71
Linea IV,010,09,2015,Ciudad de México,Álvaro Obregón,Ampliación y rehabilitación,1337,13659949.29
Linea V,010,09,2015,Ciudad de México,Álvaro Obregón,Pago de pasivos,16,11033925.55
Linea II,011,09,2015,Ciudad de México,Tláhuac,Nueva,108,47511717.57
Linea II,011,09,2015,Ciudad de México,Tláhuac,Existente,170,70696179.83
Linea III,011,09,2015,Ciudad de México,Tláhuac,Con disponibilidad de terreno,1,471451.16
Linea IV,011,09,2015,Ciudad de México,Tláhuac,Ampliación y rehabilitación,682,6054595.8
Linea V,011,09,2015,Ciudad de México,Tláhuac,Pago de pasivos,3,650143.86
Linea II,012,09,2015,Ciudad de México,Tlalpan,Nueva,196,73935521.2
Linea II,012,09,2015,Ciudad de México,Tlalpan,Existente,253,130565387.13
Linea IV,012,09,2015,Ciudad de México,Tlalpan,Ampliación y rehabilitación,914,11679170.09
Linea V,012,09,2015,Ciudad de México,Tlalpan,Pago de pasivos,7,4113716.26
Linea II,013,09,2015,Ciudad de México,Xochimilco,Nueva,11,1974564.81
Linea II,013,09,2015,Ciudad de México,Xochimilco,Existente,94,43440269.13
Linea III,013,09,2015,Ciudad de México,Xochimilco,Con disponibilidad de terreno,1,907594.31
Linea IV,013,09,2015,Ciudad de México,Xochimilco,Ampliación y rehabilitación,601,3350993.32
Linea II,014,09,2015,Ciudad de México,Benito Juárez,Nueva,1083,427809548.3
Linea II,014,09,2015,Ciudad de México,Benito Juárez,Existente,522,257470666.07
Linea IV,014,09,2015,Ciudad de México,Benito Juárez,Ampliación y rehabilitación,339,4258166.28
Linea V,014,09,2015,Ciudad de México,Benito Juárez,Pago de pasivos,42,26163033.36
Linea II,015,09,2015,Ciudad de México,Cuauhtémoc,Nueva,449,175295728.63
Linea II,015,09,2015,Ciudad de México,Cuauhtémoc,Existente,425,187389259.52
Linea IV,015,09,2015,Ciudad de México,Cuauhtémoc,Ampliación y rehabilitación,622,3142309.04
Linea V,015,09,2015,Ciudad de México,Cuauhtémoc,Pago de pasivos,14,7976139.39
Linea II,016,09,2015,Ciudad de México,Miguel Hidalgo,Nueva,424,156174118.04
Linea II,016,09,2015,Ciudad de México,Miguel Hidalgo,Existente,323,164824606.65
Linea IV,016,09,2015,Ciudad de México,Miguel Hidalgo,Ampliación y rehabilitación,508,3742432.32
Linea V,016,09,2015,Ciudad de México,Miguel Hidalgo,Pago de pasivos,7,5805879.83
Linea II,017,09,2015,Ciudad de México,Venustiano Carranza,Nueva,302,116191474.65
Linea II,017,09,2015,Ciudad de México,Venustiano Carranza,Existente,228,99923486.27
Linea IV,017,09,2015,Ciudad de México,Venustiano Carranza,Ampliación y rehabilitación,642,2735508.48
Linea V,017,09,2015,Ciudad de México,Venustiano Carranza,Pago de pasivos,1,633931.81
Linea II,001,10,2015,Durango,Canatlán,Nueva,4,946413.28
Linea II,001,10,2015,Durango,Canatlán,Existente,1,224214.5
Linea III,001,10,2015,Durango,Canatlán,Con disponibilidad de terreno,1,310832.94
Linea IV,001,10,2015,Durango,Canatlán,Ampliación y rehabilitación,12,0.0
Linea IV,003,10,2015,Durango,Coneto de Comonfort,Ampliación y rehabilitación,2,0.0
Linea II,004,10,2015,Durango,Cuencamé,Existente,4,1284772.87
Linea IV,004,10,2015,Durango,Cuencamé,Ampliación y rehabilitación,214,0.0
Linea II,005,10,2015,Durango,Durango,Nueva,1259,371291898.22
Linea II,005,10,2015,Durango,Durango,Existente,700,220167851.68
Linea III,005,10,2015,Durango,Durango,Con disponibilidad de terreno,10,2961169.99
Linea IV,005,10,2015,Durango,Durango,Ampliación y rehabilitación,4011,2352251.9
Linea V,005,10,2015,Durango,Durango,Pago de pasivos,4,1364700.66
Linea IV,006,10,2015,Durango,General Simón Bolívar,Ampliación y rehabilitación,42,0.0
Linea II,007,10,2015,Durango,Gómez Palacio,Nueva,837,198882680.9
Linea II,007,10,2015,Durango,Gómez Palacio,Existente,1365,372411705.47
Linea IV,007,10,2015,Durango,Gómez Palacio,Ampliación y rehabilitación,4296,0.0
Linea II,008,10,2015,Durango,Guadalupe Victoria,Nueva,7,1983007.83
Linea II,008,10,2015,Durango,Guadalupe Victoria,Existente,7,2282022.37
Linea IV,008,10,2015,Durango,Guadalupe Victoria,Ampliación y rehabilitación,31,0.0
Linea IV,009,10,2015,Durango,Guanaceví,Ampliación y rehabilitación,19,0.0
Linea IV,011,10,2015,Durango,Indé,Ampliación y rehabilitación,1,0.0
Linea II,012,10,2015,Durango,Lerdo,Nueva,350,80523896.14
Linea II,012,10,2015,Durango,Lerdo,Existente,356,100068689.35
Linea III,012,10,2015,Durango,Lerdo,Con disponibilidad de terreno,1,354847.31
Linea IV,012,10,2015,Durango,Lerdo,Ampliación y rehabilitación,1893,0.0
Linea V,012,10,2015,Durango,Lerdo,Pago de pasivos,1,316386.97
Linea II,013,10,2015,Durango,Mapimí,Existente,60,17485449.32
Linea IV,013,10,2015,Durango,Mapimí,Ampliación y rehabilitación,368,0.0
Linea IV,014,10,2015,Durango,Mezquital,Ampliación y rehabilitación,1,0.0
Linea IV,015,10,2015,Durango,Nazas,Ampliación y rehabilitación,32,0.0
Linea II,016,10,2015,Durango,Nombre de Dios,Existente,1,255470.73
Linea IV,016,10,2015,Durango,Nombre de Dios,Ampliación y rehabilitación,88,0.0
Linea IV,018,10,2015,Durango,El Oro,Ampliación y rehabilitación,2,0.0
Linea IV,020,10,2015,Durango,Pánuco de Coronado,Ampliación y rehabilitación,15,0.0
Linea IV,021,10,2015,Durango,Peñón Blanco,Ampliación y rehabilitación,6,0.0
Linea II,022,10,2015,Durango,Poanas,Nueva,9,1871287.21
Linea II,022,10,2015,Durango,Poanas,Existente,1,106953.82
