clave_municipio,clave_estado,ano,estado,municipio,modalidad,zona,acciones,monto
104,15,2017,México,Tlalnepantla de Baz,Mejoramientos,Urbano,551,18730007.0
104,15,2017,México,Tlalnepantla de Baz,Otros programas,Urbano,74,76866751.0
106,15,2017,México,Toluca,Viviendas nuevas,Urbano,584,702136025.0
106,15,2017,México,Toluca,Viviendas existentes,Urbano,224,181875817.0
106,15,2017,México,Toluca,Mejoramientos,Urbano,1323,45489883.0
106,15,2017,México,Toluca,Otros programas,Urbano,101,68493721.0
108,15,2017,México,Tultepec,Viviendas nuevas,Urbano,12,7280376.0
108,15,2017,México,Tultepec,Viviendas existentes,Urbano,30,10994874.0
108,15,2017,México,Tultepec,Mejoramientos,Urbano,137,5022882.0
108,15,2017,México,Tultepec,Otros programas,Urbano,9,2902244.0
109,15,2017,México,Tultitlán,Viviendas nuevas,Urbano,39,37117223.0
109,15,2017,México,Tultitlán,Viviendas existentes,Urbano,69,27798657.0
109,15,2017,México,Tultitlán,Mejoramientos,Urbano,456,13262537.0
109,15,2017,México,Tultitlán,Otros programas,Urbano,8,3275692.0
110,15,2017,México,Valle de Bravo,Viviendas nuevas,Mixto,35,160714004.0
110,15,2017,México,Valle de Bravo,Viviendas existentes,Mixto,10,67550170.0
110,15,2017,México,Valle de Bravo,Mejoramientos,Mixto,9,14614839.0
110,15,2017,México,Valle de Bravo,Otros programas,Mixto,9,41208738.0
111,15,2017,México,Villa de Allende,Mejoramientos,Rural,3,127261.0
112,15,2017,México,Villa del Carbón,Viviendas existentes,Rural,2,440620.0
112,15,2017,México,Villa del Carbón,Mejoramientos,Rural,6,222506.0
113,15,2017,México,Villa Guerrero,Viviendas nuevas,Semiurbano,1,3131000.0
114,15,2017,México,Villa Victoria,Mejoramientos,Rural,7,225102.0
115,15,2017,México,Xonacatlán,Viviendas nuevas,Mixto,30,14649874.0
115,15,2017,México,Xonacatlán,Viviendas existentes,Mixto,3,1242436.0
115,15,2017,México,Xonacatlán,Mejoramientos,Mixto,75,2307610.0
115,15,2017,México,Xonacatlán,Otros programas,Mixto,3,1045099.0
118,15,2017,México,Zinacantepec,Viviendas nuevas,Mixto,105,88207895.0
118,15,2017,México,Zinacantepec,Viviendas existentes,Mixto,9,6572076.0
118,15,2017,México,Zinacantepec,Mejoramientos,Mixto,193,6223422.0
118,15,2017,México,Zinacantepec,Otros programas,Mixto,9,12005873.0
120,15,2017,México,Zumpango,Viviendas nuevas,Semiurbano,33,9623400.0
120,15,2017,México,Zumpango,Viviendas existentes,Semiurbano,16,2063208.0
120,15,2017,México,Zumpango,Mejoramientos,Semiurbano,55,1706405.0
120,15,2017,México,Zumpango,Otros programas,Semiurbano,2,271158.0
121,15,2017,México,Cuautitlán Izcalli,Viviendas nuevas,Urbano,369,541416908.0
121,15,2017,México,Cuautitlán Izcalli,Viviendas existentes,Urbano,283,250292924.0
121,15,2017,México,Cuautitlán Izcalli,Mejoramientos,Urbano,543,17748873.0
121,15,2017,México,Cuautitlán Izcalli,Otros programas,Urbano,82,68616521.0
122,15,2017,México,Valle de Chalco Solidaridad,Viviendas nuevas,Urbano,3,3078586.0
122,15,2017,México,Valle de Chalco Solidaridad,Viviendas existentes,Urbano,3,1364282.0
122,15,2017,México,Valle de Chalco Solidaridad,Mejoramientos,Urbano,149,4437359.0
122,15,2017,México,Valle de Chalco Solidaridad,Otros programas,Urbano,2,1902247.0
123,15,2017,México,Luvianos,Viviendas nuevas,Rural,1,1483488.0
125,15,2017,México,Tonanitla,Viviendas nuevas,Semiurbano,100,59432360.0
002,16,2017,Michoacán de Ocampo,Aguililla,Otros programas,Semiurbano,2,370513.0
003,16,2017,Michoacán de Ocampo,Álvaro Obregón,Mejoramientos,Rural,1,51406.0
006,16,2017,Michoacán de Ocampo,Apatzingán,Viviendas nuevas,Urbano,5,3307711.0
006,16,2017,Michoacán de Ocampo,Apatzingán,Viviendas existentes,Urbano,15,15901382.0
006,16,2017,Michoacán de Ocampo,Apatzingán,Mejoramientos,Urbano,4,56315.0
006,16,2017,Michoacán de Ocampo,Apatzingán,Otros programas,Urbano,7,3427265.0
007,16,2017,Michoacán de Ocampo,Aporo,Otros programas,Rural,3,4944427.0
008,16,2017,Michoacán de Ocampo,Aquila,Mejoramientos,Rural,1,33804.0
009,16,2017,Michoacán de Ocampo,Ario,Viviendas existentes,Rural,2,1628506.0
010,16,2017,Michoacán de Ocampo,Arteaga,Viviendas existentes,Semiurbano,1,277302.0
010,16,2017,Michoacán de Ocampo,Arteaga,Mejoramientos,Semiurbano,1,22680.0
010,16,2017,Michoacán de Ocampo,Arteaga,Otros programas,Semiurbano,1,600000.0
012,16,2017,Michoacán de Ocampo,Buenavista,Viviendas existentes,Semiurbano,2,2163600.0
012,16,2017,Michoacán de Ocampo,Buenavista,Otros programas,Semiurbano,1,673500.0
014,16,2017,Michoacán de Ocampo,Coahuayana,Viviendas existentes,Semiurbano,1,1617600.0
017,16,2017,Michoacán de Ocampo,Contepec,Otros programas,Rural,1,1552200.0
019,16,2017,Michoacán de Ocampo,Cotija,Viviendas existentes,Semiurbano,1,350000.0
020,16,2017,Michoacán de Ocampo,Cuitzeo,Mejoramientos,Semiurbano,1,15376.0
022,16,2017,Michoacán de Ocampo,Charo,Viviendas nuevas,Rural,1,1420000.0
025,16,2017,Michoacán de Ocampo,Chilchota,Viviendas nuevas,Semiurbano,2,2512800.0
025,16,2017,Michoacán de Ocampo,Chilchota,Mejoramientos,Semiurbano,1,47247.0
025,16,2017,Michoacán de Ocampo,Chilchota,Otros programas,Semiurbano,1,500000.0
033,16,2017,Michoacán de Ocampo,Gabriel Zamora,Mejoramientos,Semiurbano,10,384226.0
033,16,2017,Michoacán de Ocampo,Gabriel Zamora,Otros programas,Semiurbano,4,3805568.0
034,16,2017,Michoacán de Ocampo,Hidalgo,Viviendas nuevas,Urbano,10,8576268.0
034,16,2017,Michoacán de Ocampo,Hidalgo,Viviendas existentes,Urbano,4,2225248.0
034,16,2017,Michoacán de Ocampo,Hidalgo,Mejoramientos,Urbano,5,145911.0
035,16,2017,Michoacán de Ocampo,La Huacana,Otros programas,Rural,1,1299999.0
042,16,2017,Michoacán de Ocampo,Ixtlán,Viviendas nuevas,Rural,1,1100000.0
042,16,2017,Michoacán de Ocampo,Ixtlán,Mejoramientos,Rural,1,45967.0
043,16,2017,Michoacán de Ocampo,Jacona,Viviendas nuevas,Urbano,12,14649077.0
043,16,2017,Michoacán de Ocampo,Jacona,Viviendas existentes,Urbano,6,5337137.0
043,16,2017,Michoacán de Ocampo,Jacona,Mejoramientos,Urbano,2,25784.0
043,16,2017,Michoacán de Ocampo,Jacona,Otros programas,Urbano,5,6810134.0
045,16,2017,Michoacán de Ocampo,Jiquilpan,Viviendas nuevas,Urbano,3,2309986.0
045,16,2017,Michoacán de Ocampo,Jiquilpan,Mejoramientos,Urbano,1,23637.0
046,16,2017,Michoacán de Ocampo,Juárez,Mejoramientos,Rural,1,9443.0
047,16,2017,Michoacán de Ocampo,Jungapeo,Viviendas nuevas,Rural,1,1010000.0
048,16,2017,Michoacán de Ocampo,Lagunillas,Mejoramientos,Rural,1,21933.0
049,16,2017,Michoacán de Ocampo,Madero,Viviendas nuevas,Rural,1,3063200.0
049,16,2017,Michoacán de Ocampo,Madero,Viviendas existentes,Rural,1,374231.0
049,16,2017,Michoacán de Ocampo,Madero,Otros programas,Rural,2,1538825.0
050,16,2017,Michoacán de Ocampo,Maravatío,Viviendas existentes,Mixto,1,878715.0
051,16,2017,Michoacán de Ocampo,Marcos Castellanos,Viviendas existentes,Semiurbano,1,1918319.0
051,16,2017,Michoacán de Ocampo,Marcos Castellanos,Otros programas,Semiurbano,1,199021.0
052,16,2017,Michoacán de Ocampo,Lázaro Cárdenas,Viviendas nuevas,Urbano,73,60829674.0
052,16,2017,Michoacán de Ocampo,Lázaro Cárdenas,Viviendas existentes,Urbano,88,53128257.0
052,16,2017,Michoacán de Ocampo,Lázaro Cárdenas,Mejoramientos,Urbano,380,11918333.0
052,16,2017,Michoacán de Ocampo,Lázaro Cárdenas,Otros programas,Urbano,35,18075854.0
053,16,2017,Michoacán de Ocampo,Morelia,Viviendas nuevas,Urbano,824,779541997.0
053,16,2017,Michoacán de Ocampo,Morelia,Viviendas existentes,Urbano,354,331998671.0
053,16,2017,Michoacán de Ocampo,Morelia,Mejoramientos,Urbano,136,20561513.0
053,16,2017,Michoacán de Ocampo,Morelia,Otros programas,Urbano,206,164650110.0
055,16,2017,Michoacán de Ocampo,Múgica,Viviendas nuevas,Urbano,1,1300000.0
055,16,2017,Michoacán de Ocampo,Múgica,Mejoramientos,Urbano,1,24555.0
055,16,2017,Michoacán de Ocampo,Múgica,Otros programas,Urbano,1,438000.0
058,16,2017,Michoacán de Ocampo,Nuevo Parangaricutiro,Mejoramientos,Urbano,3,70575.0
065,16,2017,Michoacán de Ocampo,Paracho,Mejoramientos,Urbano,4,1209174.0
065,16,2017,Michoacán de Ocampo,Paracho,Otros programas,Urbano,3,1458000.0
066,16,2017,Michoacán de Ocampo,Pátzcuaro,Viviendas nuevas,Urbano,13,7335301.0
066,16,2017,Michoacán de Ocampo,Pátzcuaro,Viviendas existentes,Urbano,12,12793900.0
066,16,2017,Michoacán de Ocampo,Pátzcuaro,Mejoramientos,Urbano,8,172344.0
066,16,2017,Michoacán de Ocampo,Pátzcuaro,Otros programas,Urbano,1,600000.0
068,16,2017,Michoacán de Ocampo,Peribán,Viviendas nuevas,Urbano,1,926100.0
068,16,2017,Michoacán de Ocampo,Peribán,Otros programas,Urbano,1,1984500.0
069,16,2017,Michoacán de Ocampo,La Piedad,Viviendas nuevas,Urbano,34,25523077.0
069,16,2017,Michoacán de Ocampo,La Piedad,Viviendas existentes,Urbano,15,13837241.0
069,16,2017,Michoacán de Ocampo,La Piedad,Mejoramientos,Urbano,5,1865063.0
069,16,2017,Michoacán de Ocampo,La Piedad,Otros programas,Urbano,7,2468264.0
072,16,2017,Michoacán de Ocampo,Queréndaro,Otros programas,Semiurbano,1,1086300.0
073,16,2017,Michoacán de Ocampo,Quiroga,Mejoramientos,Urbano,1,18000.0
075,16,2017,Michoacán de Ocampo,Los Reyes,Viviendas nuevas,Urbano,18,16152624.0
075,16,2017,Michoacán de Ocampo,Los Reyes,Viviendas existentes,Urbano,6,3922261.0
075,16,2017,Michoacán de Ocampo,Los Reyes,Mejoramientos,Urbano,4,454768.0
075,16,2017,Michoacán de Ocampo,Los Reyes,Otros programas,Urbano,7,3910989.0
076,16,2017,Michoacán de Ocampo,Sahuayo,Viviendas nuevas,Urbano,4,3557419.0
076,16,2017,Michoacán de Ocampo,Sahuayo,Viviendas existentes,Urbano,5,3448955.0
076,16,2017,Michoacán de Ocampo,Sahuayo,Mejoramientos,Urbano,2,60982.0
076,16,2017,Michoacán de Ocampo,Sahuayo,Otros programas,Urbano,2,490720.0
078,16,2017,Michoacán de Ocampo,Santa Ana Maya,Mejoramientos,Semiurbano,3,51529.0
079,16,2017,Michoacán de Ocampo,Salvador Escalante,Mejoramientos,Mixto,6,149338.0
082,16,2017,Michoacán de Ocampo,Tacámbaro,Mejoramientos,Mixto,1,200000.0
082,16,2017,Michoacán de Ocampo,Tacámbaro,Otros programas,Mixto,1,708997.0
083,16,2017,Michoacán de Ocampo,Tancítaro,Mejoramientos,Rural,1,9721.0
085,16,2017,Michoacán de Ocampo,Tangancícuaro,Viviendas existentes,Mixto,1,296521.0
085,16,2017,Michoacán de Ocampo,Tangancícuaro,Mejoramientos,Mixto,3,1376191.0
088,16,2017,Michoacán de Ocampo,Tarímbaro,Viviendas nuevas,Semiurbano,17,7760463.0
088,16,2017,Michoacán de Ocampo,Tarímbaro,Viviendas existentes,Semiurbano,24,7879022.0
088,16,2017,Michoacán de Ocampo,Tarímbaro,Mejoramientos,Semiurbano,9,230319.0
088,16,2017,Michoacán de Ocampo,Tarímbaro,Otros programas,Semiurbano,19,5736837.0
089,16,2017,Michoacán de Ocampo,Tepalcatepec,Mejoramientos,Urbano,1,33155.0
090,16,2017,Michoacán de Ocampo,Tingambato,Viviendas nuevas,Semiurbano,1,801600.0
090,16,2017,Michoacán de Ocampo,Tingambato,Mejoramientos,Semiurbano,1,21572.0
091,16,2017,Michoacán de Ocampo,Tingüindín,Mejoramientos,Semiurbano,1,15916.0
093,16,2017,Michoacán de Ocampo,Tlalpujahua,Mejoramientos,Rural,1,24555.0
094,16,2017,Michoacán de Ocampo,Tlazazalca,Viviendas existentes,Rural,1,764944.0
094,16,2017,Michoacán de Ocampo,Tlazazalca,Otros programas,Rural,1,21033.0
095,16,2017,Michoacán de Ocampo,Tocumbo,Mejoramientos,Semiurbano,5,133151.0
098,16,2017,Michoacán de Ocampo,Tuxpan,Mejoramientos,Rural,3,763226.0
102,16,2017,Michoacán de Ocampo,Uruapan,Viviendas nuevas,Urbano,74,76316085.0
102,16,2017,Michoacán de Ocampo,Uruapan,Viviendas existentes,Urbano,95,89665616.0
102,16,2017,Michoacán de Ocampo,Uruapan,Mejoramientos,Urbano,159,4953545.0
102,16,2017,Michoacán de Ocampo,Uruapan,Otros programas,Urbano,48,48458789.0
104,16,2017,Michoacán de Ocampo,Villamar,Mejoramientos,Rural,1,20425.0
105,16,2017,Michoacán de Ocampo,Vista Hermosa,Viviendas nuevas,Semiurbano,1,1300000.0
105,16,2017,Michoacán de Ocampo,Vista Hermosa,Mejoramientos,Semiurbano,1,14548.0
106,16,2017,Michoacán de Ocampo,Yurécuaro,Otros programas,Urbano,1,1484250.0
107,16,2017,Michoacán de Ocampo,Zacapu,Viviendas nuevas,Urbano,9,4202089.0
107,16,2017,Michoacán de Ocampo,Zacapu,Viviendas existentes,Urbano,3,2461239.0
107,16,2017,Michoacán de Ocampo,Zacapu,Mejoramientos,Urbano,3,107010.0
107,16,2017,Michoacán de Ocampo,Zacapu,Otros programas,Urbano,2,1475036.0
108,16,2017,Michoacán de Ocampo,Zamora,Viviendas nuevas,Urbano,82,77066295.0
108,16,2017,Michoacán de Ocampo,Zamora,Viviendas existentes,Urbano,36,20459594.0
108,16,2017,Michoacán de Ocampo,Zamora,Mejoramientos,Urbano,31,3651743.0
108,16,2017,Michoacán de Ocampo,Zamora,Otros programas,Urbano,28,18626962.0
110,16,2017,Michoacán de Ocampo,Zinapécuaro,Viviendas existentes,Rural,1,400000.0
110,16,2017,Michoacán de Ocampo,Zinapécuaro,Mejoramientos,Rural,1,20425.0
111,16,2017,Michoacán de Ocampo,Ziracuaretiro,Mejoramientos,Rural,3,66822.0
112,16,2017,Michoacán de Ocampo,Zitácuaro,Viviendas nuevas,Urbano,4,2819869.0
112,16,2017,Michoacán de Ocampo,Zitácuaro,Viviendas existentes,Urbano,5,2320466.0
112,16,2017,Michoacán de Ocampo,Zitácuaro,Mejoramientos,Urbano,10,370708.0
112,16,2017,Michoacán de Ocampo,Zitácuaro,Otros programas,Urbano,3,1566770.0
001,17,2017,Morelos,Amacuzac,Mejoramientos,Rural,6,176873.0
002,17,2017,Morelos,Atlatlahucan,Viviendas nuevas,Rural,45,100941066.0
002,17,2017,Morelos,Atlatlahucan,Viviendas existentes,Rural,18,39067185.0
002,17,2017,Morelos,Atlatlahucan,Mejoramientos,Rural,4,84305.0
002,17,2017,Morelos,Atlatlahucan,Otros programas,Rural,6,22401185.0
003,17,2017,Morelos,Axochiapan,Mejoramientos,Mixto,1,14508.0
004,17,2017,Morelos,Ayala,Viviendas nuevas,Semiurbano,33,17923349.0
004,17,2017,Morelos,Ayala,Viviendas existentes,Semiurbano,7,6557471.0
004,17,2017,Morelos,Ayala,Mejoramientos,Semiurbano,45,1314008.0
004,17,2017,Morelos,Ayala,Otros programas,Semiurbano,5,3164239.0
005,17,2017,Morelos,Coatlán del Río,Mejoramientos,Rural,1,20847.0
006,17,2017,Morelos,Cuautla,Viviendas nuevas,Urbano,67,63093832.0
006,17,2017,Morelos,Cuautla,Viviendas existentes,Urbano,32,30678468.0
006,17,2017,Morelos,Cuautla,Mejoramientos,Urbano,137,5017472.0
006,17,2017,Morelos,Cuautla,Otros programas,Urbano,18,6937709.0
007,17,2017,Morelos,Cuernavaca,Viviendas nuevas,Urbano,301,506935603.0
007,17,2017,Morelos,Cuernavaca,Viviendas existentes,Urbano,158,295352183.0
007,17,2017,Morelos,Cuernavaca,Mejoramientos,Urbano,470,15923652.0
007,17,2017,Morelos,Cuernavaca,Otros programas,Urbano,103,130021064.0
008,17,2017,Morelos,Emiliano Zapata,Viviendas nuevas,Urbano,110,146977586.0
008,17,2017,Morelos,Emiliano Zapata,Viviendas existentes,Urbano,40,19304452.0
008,17,2017,Morelos,Emiliano Zapata,Mejoramientos,Urbano,76,3237496.0
008,17,2017,Morelos,Emiliano Zapata,Otros programas,Urbano,16,10804554.0
009,17,2017,Morelos,Huitzilac,Viviendas nuevas,Semiurbano,3,4034102.0
009,17,2017,Morelos,Huitzilac,Viviendas existentes,Semiurbano,1,1052170.0
009,17,2017,Morelos,Huitzilac,Mejoramientos,Semiurbano,11,390472.0
009,17,2017,Morelos,Huitzilac,Otros programas,Semiurbano,3,2931690.0
010,17,2017,Morelos,Jantetelco,Mejoramientos,Semiurbano,5,175290.0
011,17,2017,Morelos,Jiutepec,Viviendas nuevas,Urbano,104,102473302.0
011,17,2017,Morelos,Jiutepec,Viviendas existentes,Urbano,61,71586812.0
011,17,2017,Morelos,Jiutepec,Mejoramientos,Urbano,413,11932905.0
011,17,2017,Morelos,Jiutepec,Otros programas,Urbano,11,12738465.0
012,17,2017,Morelos,Jojutla,Viviendas nuevas,Semiurbano,75,59530495.0
012,17,2017,Morelos,Jojutla,Viviendas existentes,Semiurbano,6,5766330.0
012,17,2017,Morelos,Jojutla,Mejoramientos,Semiurbano,35,1286735.0
012,17,2017,Morelos,Jojutla,Otros programas,Semiurbano,4,2010664.0
013,17,2017,Morelos,Jonacatepec de Leandro Valle,Mejoramientos,Semiurbano,4,93139.0
014,17,2017,Morelos,Mazatepec,Mejoramientos,Rural,3,128309.0
015,17,2017,Morelos,Miacatlán,Mejoramientos,Rural,8,264858.0
016,17,2017,Morelos,Ocuituco,Mejoramientos,Semiurbano,2,35800.0
017,17,2017,Morelos,Puente de Ixtla,Viviendas nuevas,Urbano,3,6755500.0
017,17,2017,Morelos,Puente de Ixtla,Viviendas existentes,Urbano,1,405602.0
017,17,2017,Morelos,Puente de Ixtla,Mejoramientos,Urbano,40,1187958.0
017,17,2017,Morelos,Puente de Ixtla,Otros programas,Urbano,1,42080.0
018,17,2017,Morelos,Temixco,Viviendas nuevas,Urbano,67,103949159.0
018,17,2017,Morelos,Temixco,Viviendas existentes,Urbano,32,30959953.0
018,17,2017,Morelos,Temixco,Mejoramientos,Urbano,104,4585975.0
018,17,2017,Morelos,Temixco,Otros programas,Urbano,21,18432414.0
019,17,2017,Morelos,Tepalcingo,Mejoramientos,Semiurbano,1,32862.0
020,17,2017,Morelos,Tepoztlán,Viviendas nuevas,Semiurbano,3,17081926.0
020,17,2017,Morelos,Tepoztlán,Viviendas existentes,Semiurbano,1,2918020.0
020,17,2017,Morelos,Tepoztlán,Mejoramientos,Semiurbano,18,609773.0
020,17,2017,Morelos,Tepoztlán,Otros programas,Semiurbano,1,7000000.0
021,17,2017,Morelos,Tetecala,Viviendas nuevas,Semiurbano,1,2196841.0
021,17,2017,Morelos,Tetecala,Mejoramientos,Semiurbano,6,293969.0
022,17,2017,Morelos,Tetela del Volcán,Mejoramientos,Semiurbano,1,33964.0
023,17,2017,Morelos,Tlalnepantla,Mejoramientos,Semiurbano,1,51406.0
024,17,2017,Morelos,Tlaltizapán de Zapata,Viviendas nuevas,Mixto,14,6818459.0
024,17,2017,Morelos,Tlaltizapán de Zapata,Viviendas existentes,Mixto,2,2860000.0
024,17,2017,Morelos,Tlaltizapán de Zapata,Mejoramientos,Mixto,56,1972411.0
025,17,2017,Morelos,Tlaquiltenango,Mejoramientos,Urbano,23,824770.0
025,17,2017,Morelos,Tlaquiltenango,Otros programas,Urbano,1,481910.0
026,17,2017,Morelos,Tlayacapan,Viviendas nuevas,Rural,10,11086058.0
026,17,2017,Morelos,Tlayacapan,Viviendas existentes,Rural,3,3030495.0
026,17,2017,Morelos,Tlayacapan,Mejoramientos,Rural,6,237265.0
027,17,2017,Morelos,Totolapan,Viviendas existentes,Semiurbano,1,412616.0
028,17,2017,Morelos,Xochitepec,Viviendas nuevas,Mixto,135,139825315.0
028,17,2017,Morelos,Xochitepec,Viviendas existentes,Mixto,27,17108964.0
028,17,2017,Morelos,Xochitepec,Mejoramientos,Mixto,46,1568163.0
028,17,2017,Morelos,Xochitepec,Otros programas,Mixto,7,3126057.0
029,17,2017,Morelos,Yautepec,Viviendas nuevas,Mixto,98,103465700.0
029,17,2017,Morelos,Yautepec,Viviendas existentes,Mixto,37,44826846.0
029,17,2017,Morelos,Yautepec,Mejoramientos,Mixto,72,6485005.0
029,17,2017,Morelos,Yautepec,Otros programas,Mixto,8,6902460.0
030,17,2017,Morelos,Yecapixtla,Viviendas nuevas,Mixto,16,9552972.0
030,17,2017,Morelos,Yecapixtla,Viviendas existentes,Mixto,2,253126.0
030,17,2017,Morelos,Yecapixtla,Mejoramientos,Mixto,21,433576.0
030,17,2017,Morelos,Yecapixtla,Otros programas,Mixto,1,1239000.0
031,17,2017,Morelos,Zacatepec,Viviendas existentes,Urbano,1,297957.0
031,17,2017,Morelos,Zacatepec,Mejoramientos,Urbano,51,1679876.0
031,17,2017,Morelos,Zacatepec,Otros programas,Urbano,1,837345.0
033,17,2017,Morelos,Temoac,Mejoramientos,Semiurbano,1,51405.0
001,18,2017,Nayarit,Acaponeta,Mejoramientos,Urbano,35,844870.0
001,18,2017,Nayarit,Acaponeta,Otros programas,Urbano,4,4524778.0
002,18,2017,Nayarit,Ahuacatlán,Mejoramientos,Rural,2,42855.0
004,18,2017,Nayarit,Compostela,Viviendas nuevas,Mixto,4,9489460.0
004,18,2017,Nayarit,Compostela,Mejoramientos,Mixto,19,420532.0
006,18,2017,Nayarit,Ixtlán del Río,Viviendas nuevas,Urbano,9,4524503.0
006,18,2017,Nayarit,Ixtlán del Río,Viviendas existentes,Urbano,3,2348645.0
006,18,2017,Nayarit,Ixtlán del Río,Mejoramientos,Urbano,10,277162.0
006,18,2017,Nayarit,Ixtlán del Río,Otros programas,Urbano,2,966991.0
007,18,2017,Nayarit,Jala,Viviendas nuevas,Semiurbano,1,1000000.0
007,18,2017,Nayarit,Jala,Mejoramientos,Semiurbano,2,30196.0
008,18,2017,Nayarit,Xalisco,Viviendas nuevas,Urbano,34,37487693.0
008,18,2017,Nayarit,Xalisco,Viviendas existentes,Urbano,5,3366169.0
008,18,2017,Nayarit,Xalisco,Mejoramientos,Urbano,43,877990.0
008,18,2017,Nayarit,Xalisco,Otros programas,Urbano,10,4002751.0
010,18,2017,Nayarit,Rosamorada,Mejoramientos,Rural,3,65158.0
010,18,2017,Nayarit,Rosamorada,Otros programas,Rural,1,610054.0
011,18,2017,Nayarit,Ruíz,Mejoramientos,Semiurbano,4,101265.0
012,18,2017,Nayarit,San Blas,Mejoramientos,Semiurbano,13,295556.0
013,18,2017,Nayarit,San Pedro Lagunillas,Mejoramientos,Semiurbano,2,18252.0
014,18,2017,Nayarit,Santa María del Oro,Mejoramientos,Rural,22,442479.0
015,18,2017,Nayarit,Santiago Ixcuintla,Viviendas nuevas,Rural,7,5609264.0
015,18,2017,Nayarit,Santiago Ixcuintla,Mejoramientos,Rural,30,2276171.0
015,18,2017,Nayarit,Santiago Ixcuintla,Otros programas,Rural,1,368250.0
016,18,2017,Nayarit,Tecuala,Mejoramientos,Semiurbano,5,119370.0
017,18,2017,Nayarit,Tepic,Viviendas nuevas,Urbano,230,196787700.0
017,18,2017,Nayarit,Tepic,Viviendas existentes,Urbano,100,61980511.0
017,18,2017,Nayarit,Tepic,Mejoramientos,Urbano,551,27653558.0
017,18,2017,Nayarit,Tepic,Otros programas,Urbano,106,59272363.0
018,18,2017,Nayarit,Tuxpan,Mejoramientos,Urbano,6,175711.0
020,18,2017,Nayarit,Bahía de Banderas,Viviendas nuevas,Urbano,261,403048291.0
020,18,2017,Nayarit,Bahía de Banderas,Viviendas existentes,Urbano,176,152718336.0
020,18,2017,Nayarit,Bahía de Banderas,Mejoramientos,Urbano,109,12895496.0
020,18,2017,Nayarit,Bahía de Banderas,Otros programas,Urbano,80,53002927.0
001,19,2017,Nuevo León,Abasolo,Mejoramientos,Rural,14,355180.0
004,19,2017,Nuevo León,Allende,Viviendas nuevas,Urbano,12,21298894.0
004,19,2017,Nuevo León,Allende,Viviendas existentes,Urbano,3,1697391.0
004,19,2017,Nuevo León,Allende,Mejoramientos,Urbano,31,702498.0
004,19,2017,Nuevo León,Allende,Otros programas,Urbano,4,5245500.0
005,19,2017,Nuevo León,Anáhuac,Viviendas nuevas,Urbano,4,10716067.0
005,19,2017,Nuevo León,Anáhuac,Mejoramientos,Urbano,5,129506.0
005,19,2017,Nuevo León,Anáhuac,Otros programas,Urbano,1,4331215.0
006,19,2017,Nuevo León,Apodaca,Viviendas nuevas,Urbano,1753,1442008818.0
006,19,2017,Nuevo León,Apodaca,Viviendas existentes,Urbano,599,372543242.0
006,19,2017,Nuevo León,Apodaca,Mejoramientos,Urbano,1591,53072504.0
006,19,2017,Nuevo León,Apodaca,Otros programas,Urbano,137,60683289.0
007,19,2017,Nuevo León,Aramberri,Mejoramientos,Rural,1,50258.0
008,19,2017,Nuevo León,Bustamante,Viviendas existentes,Semiurbano,2,462266.0
008,19,2017,Nuevo León,Bustamante,Mejoramientos,Semiurbano,1,18952.0
009,19,2017,Nuevo León,Cadereyta Jiménez,Viviendas nuevas,Urbano,81,101893587.0
009,19,2017,Nuevo León,Cadereyta Jiménez,Viviendas existentes,Urbano,9,9125857.0
009,19,2017,Nuevo León,Cadereyta Jiménez,Mejoramientos,Urbano,76,1710268.0
009,19,2017,Nuevo León,Cadereyta Jiménez,Otros programas,Urbano,12,6769320.0
010,19,2017,Nuevo León,El Carmen,Viviendas nuevas,Urbano,25,4610671.0
010,19,2017,Nuevo León,El Carmen,Viviendas existentes,Urbano,1,380700.0
010,19,2017,Nuevo León,El Carmen,Mejoramientos,Urbano,69,1618819.0
011,19,2017,Nuevo León,Cerralvo,Viviendas nuevas,Semiurbano,2,1209519.0
011,19,2017,Nuevo León,Cerralvo,Viviendas existentes,Semiurbano,1,238088.0
011,19,2017,Nuevo León,Cerralvo,Mejoramientos,Semiurbano,2,36618.0
012,19,2017,Nuevo León,Ciénega de Flores,Viviendas nuevas,Urbano,28,9415296.0
012,19,2017,Nuevo León,Ciénega de Flores,Viviendas existentes,Urbano,10,3424802.0
012,19,2017,Nuevo León,Ciénega de Flores,Mejoramientos,Urbano,51,1355496.0
012,19,2017,Nuevo León,Ciénega de Flores,Otros programas,Urbano,2,803774.0
013,19,2017,Nuevo León,China,Viviendas nuevas,Semiurbano,7,2056019.0
013,19,2017,Nuevo León,China,Viviendas existentes,Semiurbano,2,339646.0
013,19,2017,Nuevo León,China,Mejoramientos,Semiurbano,3,83668.0
014,19,2017,Nuevo León,Doctor Arroyo,Mejoramientos,Rural,1,19291.0
015,19,2017,Nuevo León,Doctor Coss,Viviendas nuevas,Rural,1,1616918.0
016,19,2017,Nuevo León,Doctor González,Viviendas existentes,Rural,2,958754.0
016,19,2017,Nuevo León,Doctor González,Mejoramientos,Rural,2,43536.0
017,19,2017,Nuevo León,Galeana,Mejoramientos,Rural,6,211246.0
018,19,2017,Nuevo León,García,Viviendas nuevas,Urbano,875,850498807.0
018,19,2017,Nuevo León,García,Viviendas existentes,Urbano,238,220179918.0
018,19,2017,Nuevo León,García,Mejoramientos,Urbano,242,10817005.0
